ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1968,1968-09-15,2,24.002,KAN,,NYJ,L 19-20,1,0,0.00,0,1,0,0.00,0
2,1968,1968-09-28,4,24.015,KAN,@,MIA,W 48-3,1,16,16.00,0,0,0,,0
3,1968,1968-10-13,6,24.030,KAN,,CIN,W 13-3,1,22,22.00,0,0,0,,0
4,1968,1968-10-27,8,24.044,KAN,,SDG,W 27-20,1,0,0.00,0,0,0,,0
5,1970,1970-09-20,1,26.007,KAN,@,MIN,L 10-27,,,,,,,,
6,1970,1970-09-28,2,26.015,KAN,@,BAL,W 44-24,,,,,,,,
7,1970,1970-10-04,3,26.021,KAN,@,DEN,L 13-26,,,,,,,,
8,1970,1970-10-11,4,26.028,KAN,,BOS,W 23-10,,,,,,,,
9,1970,1970-10-18,5,26.035,KAN,@,CIN,W 27-19,,,,,,,,
10,1970,1970-10-25,6,26.042,KAN,,DAL,L 16-27,,,,,,,,
11,1970,1970-11-01,7,26.049,KAN,,OAK,T 17-17,,,,,,,,
12,1970,1970-11-08,8,26.056,KAN,,HOU,W 24-9,,,,,,,,
13,1970,1970-11-15,9,26.063,KAN,@,PIT,W 31-14,,,,,,,,
14,1970,1970-11-22,10,26.070,KAN,,STL,T 6-6,,,,,,,,
15,1970,1970-11-29,11,26.077,KAN,,SDG,W 26-14,,,,,,,,
16,1970,1970-12-06,12,26.084,KAN,,DEN,W 16-0,,,,,,,,
17,1970,1970-12-12,13,26.090,KAN,@,OAK,L 6-20,,,,,,,,
18,1970,1970-12-20,14,26.098,KAN,@,SDG,L 13-31,,,,,,,,
19,1971,1971-09-19,1,27.006,KAN,@,SDG,L 14-21,,,,,,,,
20,1971,1971-09-26,2,27.013,KAN,@,HOU,W 20-16,0,0,,0,1,2,2.00,0
21,1971,1971-10-03,3,27.020,KAN,@,DEN,W 16-3,,,,,,,,
22,1971,1971-10-10,4,27.027,KAN,,SDG,W 31-10,,,,,,,,
23,1971,1971-10-18,5,27.035,KAN,,PIT,W 38-16,,,,,,,,
24,1971,1971-10-24,6,27.041,KAN,,WAS,W 27-20,,,,,,,,
25,1971,1971-10-31,7,27.048,KAN,@,OAK,T 20-20,,,,,,,,
26,1971,1971-11-07,8,27.055,KAN,@,NYJ,L 10-13,,,,,,,,
27,1971,1971-11-14,9,27.062,KAN,,CLE,W 13-7,,,,,,,,
28,1971,1971-11-21,10,27.069,KAN,,DEN,W 28-10,,,,,,,,
29,1971,1971-11-25,11,27.073,KAN,@,DET,L 21-32,,,,,,,,
30,1971,1971-12-06,12,27.084,KAN,@,SFO,W 26-17,,,,,,,,
31,1971,1971-12-12,13,27.090,KAN,,OAK,W 16-14,,,,,,,,
32,1971,1971-12-19,14,27.097,KAN,,BUF,W 22-9,,,,,,,,
33,1974,1974-09-22,2,30.009,SFO,@,ATL,W 16-10,,,,,,,,
34,1974,1974-12-01,12,30.079,SFO,@,CLE,L 0-7,,,,,,,,
35,1974,1974-12-08,13,30.086,SFO,,GNB,W 7-6,,,,,,,,
36,1974,1974-12-15,14,30.093,SFO,,NOR,W 35-21,,,,,,,,
