ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-09,1,23.266,NWE,,IND,W 27-24,*,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,0.0,,
2,2005,2005-09-08,1,24.264,NWE,,OAK,W 30-20,*,5,2,55,27.50,0,40.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,,
3,2005,2005-09-18,2,24.274,NWE,@,CAR,L 17-27,*,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0,,0,0,0,0.0,,
4,2005,2005-09-25,3,24.281,NWE,@,PIT,W 23-20,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,,
5,2005,2005-10-02,4,24.288,NWE,,SDG,L 17-41,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,0.0,,
6,2005,2005-10-09,5,24.295,NWE,@,ATL,W 31-28,*,1,1,33,33.00,1,100.0%,33.00,0,0,,0,0,0,,0,1,6,0.0,,
7,2005,2005-10-16,6,24.302,NWE,@,DEN,L 20-28,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,,
8,2005,2005-10-30,7,24.316,NWE,,BUF,W 21-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,,
9,2005,2005-11-07,8,24.324,NWE,,IND,L 21-40,*,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,0.0,,
10,2005,2005-11-13,9,24.330,NWE,@,MIA,W 23-16,,5,3,37,12.33,2,60.0%,7.40,0,0,,0,0,0,,0,2,12,0.0,,
11,2005,2005-11-20,10,24.337,NWE,,NOR,W 24-17,,4,4,66,16.50,0,100.0%,16.50,0,0,,0,0,0,,0,0,0,0.0,,
12,2005,2005-11-27,11,24.344,NWE,@,KAN,L 16-26,*,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,0,0,0.0,,
13,2005,2005-12-04,12,24.351,NWE,,NYJ,W 16-3,*,5,2,43,21.50,0,40.0%,8.60,0,0,,0,0,0,,0,0,0,0.0,,
14,2005,2005-12-11,13,24.358,NWE,@,BUF,W 35-7,,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,0.0,,
15,2005,2005-12-26,15,25.008,NWE,@,NYJ,W 31-21,*,3,2,37,18.50,0,66.7%,12.33,0,0,,0,1,1,1.00,0,0,0,0.0,,
16,2005,2006-01-01,16,25.014,NWE,,MIA,L 26-28,*,4,2,39,19.50,1,50.0%,9.75,0,0,,0,0,0,,0,1,6,0.0,,
17,2006,2006-09-10,1,25.266,NWE,,BUF,W 19-17,*,7,3,50,16.67,0,42.9%,7.14,0,0,,0,0,0,,0,0,0,0.0,,
18,2006,2006-09-17,2,25.273,NWE,@,NYJ,W 24-17,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,,
19,2006,2006-09-24,3,25.280,NWE,,DEN,L 7-17,*,10,5,54,10.80,0,50.0%,5.40,0,0,,0,0,0,,0,0,0,0.0,,
20,2006,2006-10-01,4,25.287,NWE,@,CIN,W 38-13,*,3,1,35,35.00,0,33.3%,11.67,0,0,,0,0,0,,0,0,0,0.0,,
21,2006,2006-10-08,5,25.294,NWE,,MIA,W 20-10,*,7,4,33,8.25,0,57.1%,4.71,0,0,,0,0,0,,0,0,0,0.0,,
22,2006,2006-10-22,6,25.308,NWE,@,BUF,W 28-6,*,7,5,60,12.00,0,71.4%,8.57,0,0,,0,0,0,,0,0,0,0.0,,
23,2006,2006-10-30,7,25.316,NWE,@,MIN,W 31-7,*,13,7,95,13.57,1,53.8%,7.31,0,0,,0,0,0,,0,1,6,0.0,,
