ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1991,1991-11-03,9,23.044,CLE,@,CIN,L 21-23,,,,,,,,,,,
2,1991,1991-11-10,10,23.051,CLE,,PHI,L 30-32,,0,0,,0,1,6,0.0,1,42,1
3,1991,1991-11-17,11,23.058,CLE,@,HOU,L 24-28,,,,,,,,,,,
4,1991,1991-11-24,12,23.065,CLE,,KAN,W 20-15,,,,,,,,,,,
5,1991,1991-12-01,13,23.072,CLE,@,IND,W 31-0,,,,,,,,,,,
6,1991,1991-12-08,14,23.079,CLE,,DEN,L 7-17,,,,,,,,,,,
7,1991,1991-12-15,15,23.086,CLE,,HOU,L 14-17,,0,0,,0,0,0,0.0,1,0,0
8,1991,1991-12-22,16,23.093,CLE,@,PIT,L 10-17,,,,,,,,,,,
9,1992,1992-09-06,1,23.352,CLE,@,IND,L 3-14,,,,,,,,,,,
10,1992,1992-09-14,2,23.360,CLE,,MIA,L 23-27,,,,,,,,,,,
11,1992,1992-09-20,3,24.000,CLE,@,RAI,W 28-16,,,,,,,,,,,
12,1992,1992-09-27,4,24.007,CLE,,DEN,L 0-12,,,,,,,,,,,
13,1992,1992-10-11,5,24.021,CLE,,PIT,W 17-9,,0,0,,0,0,0,1.0,0,0,0
14,1992,1992-10-18,6,24.028,CLE,,GNB,W 17-6,,,,,,,,,,,
15,1992,1992-10-25,7,24.035,CLE,@,NWE,W 19-17,,,,,,,,,,,
16,1992,1992-11-01,8,24.042,CLE,@,CIN,L 10-30,,,,,,,,,,,
17,1992,1992-11-08,9,24.049,CLE,@,HOU,W 24-14,,0,0,,0,0,0,0.0,1,6,0
18,1992,1992-11-15,10,24.056,CLE,,SDG,L 13-14,,,,,,,,,,,
19,1992,1992-11-22,11,24.063,CLE,@,MIN,L 13-17,,,,,,,,,,,
20,1992,1992-12-06,13,24.077,CLE,,CIN,W 37-21,,,,,,,,,,,
21,1992,1992-12-13,14,24.084,CLE,@,DET,L 14-24,,,,,,,,,,,
22,1992,1992-12-20,15,24.091,CLE,,HOU,L 14-17,,,,,,,,,,,
23,1992,1992-12-27,16,24.098,CLE,@,PIT,L 13-23,,,,,,,,,,,
24,1993,1993-09-05,1,24.350,CLE,,CIN,W 27-14,,0,0,,0,,,,,,
25,1993,1993-09-13,2,24.358,CLE,,SFO,W 23-13,,0,0,,0,0,0,0.0,1,0,0
26,1993,1993-09-19,3,24.364,CLE,@,RAI,W 19-16,,0,0,,0,,,,,,
27,1993,1993-09-26,4,25.006,CLE,@,IND,L 10-23,,0,0,,0,,,,,,
28,1993,1993-10-10,5,25.020,CLE,,MIA,L 14-24,,0,0,,0,,,,,,
29,1993,1993-10-17,6,25.027,CLE,@,CIN,W 28-17,,0,0,,0,,,,,,
30,1993,1993-10-24,7,25.034,CLE,,PIT,W 28-23,,0,0,,0,,,,,,
31,1993,1993-11-07,8,25.048,CLE,,DEN,L 14-29,,0,0,,0,,,,,,
32,1993,1993-11-14,9,25.055,CLE,@,SEA,L 5-22,,0,0,,0,,,,,,
33,1993,1993-11-21,10,25.062,CLE,,HOU,L 20-27,,0,0,,0,0,0,0.0,1,19,0
34,1993,1993-11-28,11,25.069,CLE,@,ATL,L 14-17,,0,0,,0,,,,,,
35,1993,1993-12-05,12,25.076,CLE,,NOR,W 17-13,,0,7,,0,,,,,,
36,1993,1993-12-12,13,25.083,CLE,@,HOU,L 17-19,,0,0,,0,0,0,0.0,1,0,0
37,1993,1993-12-19,14,25.090,CLE,,NWE,L 17-20,,0,0,,0,0,0,0.0,1,0,0
38,1993,1993-12-26,15,25.097,CLE,@,RAM,W 42-14,,0,0,,0,0,0,0.0,1,6,0
39,1993,1994-01-02,16,25.104,CLE,@,PIT,L 9-16,,0,0,,0,,,,,,
40,1994,1994-09-04,1,25.349,CLE,@,CIN,W 28-20,,0,0,,0,,,,,,
41,1994,1994-09-11,2,25.356,CLE,,PIT,L 10-17,,0,0,,0,,,,,,
42,1994,1994-09-18,3,25.363,CLE,,ARI,W 32-0,,0,0,,0,1,6,0.0,2,101,1
43,1994,1994-09-25,4,26.005,CLE,@,IND,W 21-14,,0,0,,0,0,0,0.0,1,10,0
44,1994,1994-10-02,5,26.012,CLE,,NYJ,W 27-7,,0,0,,0,0,0,1.0,1,32,0
45,1994,1994-10-13,6,26.023,CLE,@,HOU,W 11-8,,0,0,,0,,,,,,
46,1994,1994-10-23,7,26.033,CLE,,CIN,W 37-13,,0,0,,0,,,,,,
47,1994,1994-10-30,8,26.040,CLE,@,DEN,L 14-26,,0,0,,0,,,,,,
48,1994,1994-11-06,9,26.047,CLE,,NWE,W 13-6,,1,0,0.00,0,0,0,0.0,2,10,0
49,1994,1994-11-13,10,26.054,CLE,@,PHI,W 26-7,,0,0,,0,,,,,,
50,1994,1994-11-20,11,26.061,CLE,@,KAN,L 13-20,,0,0,,0,,,,,,
51,1994,1994-11-27,12,26.068,CLE,,HOU,W 34-10,,0,0,,0,,,,,,
