ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,22.193,PIT,,BAL,W 30-0,,,,,,,
2,1974,1974-09-22,2,22.200,PIT,@,DEN,T 35-35,,,,,,,
3,1974,1974-09-29,3,22.207,PIT,,OAK,L 0-17,,,,,,,
4,1974,1974-10-06,4,22.214,PIT,@,HOU,W 13-7,,,,,,,
5,1974,1974-10-13,5,22.221,PIT,@,KAN,W 34-24,,,,,,,
6,1974,1974-10-20,6,22.228,PIT,,CLE,W 20-16,,,,,,,
7,1974,1974-10-28,7,22.236,PIT,,ATL,W 24-17,,,,,,,
8,1974,1974-11-03,8,22.242,PIT,,PHI,W 27-0,,,,,,,
9,1974,1974-11-10,9,22.249,PIT,@,CIN,L 10-17,,,,,,,
10,1974,1974-11-17,10,22.256,PIT,@,CLE,W 26-16,1,7,7.00,0,0,0,0
11,1974,1974-11-25,11,22.264,PIT,@,NOR,W 28-7,,,,,,,
12,1974,1974-12-01,12,22.270,PIT,,HOU,L 10-13,,,,,,,
13,1974,1974-12-08,13,22.277,PIT,@,NWE,W 21-17,,,,,,,
14,1974,1974-12-14,14,22.283,PIT,,CIN,W 27-3,,,,,,,
15,1975,1975-09-21,1,23.199,PIT,@,SDG,W 37-0,,,,,,,
16,1975,1975-09-28,2,23.206,PIT,,BUF,L 21-30,,,,,,,
17,1975,1975-10-05,3,23.213,PIT,@,CLE,W 42-6,,,,,,,
18,1975,1975-10-12,4,23.220,PIT,,DEN,W 20-9,,,,,,,
19,1975,1975-10-19,5,23.227,PIT,,CHI,W 34-3,,,,,,,
20,1975,1975-10-26,6,23.234,PIT,@,GNB,W 16-13,,,,,,,
21,1975,1975-11-02,7,23.241,PIT,@,CIN,W 30-24,,,,,,,
22,1975,1975-11-09,8,23.248,PIT,,HOU,W 24-17,,,,,,,
23,1975,1975-11-16,9,23.255,PIT,,KAN,W 28-3,,,,,,,
24,1975,1975-11-24,10,23.263,PIT,@,HOU,W 32-9,,,,,,,
25,1975,1975-11-30,11,23.269,PIT,@,NYJ,W 20-7,0,0,,0,1,0,0
26,1975,1975-12-07,12,23.276,PIT,,CLE,W 31-17,0,0,,0,1,0,0
27,1975,1975-12-13,13,23.282,PIT,,CIN,W 35-14,,,,,,,
28,1975,1975-12-20,14,23.289,PIT,@,RAM,L 3-10,,,,,,,
29,1976,1976-09-19,2,24.197,PIT,,CLE,W 31-14,,,,,,,
30,1976,1976-09-26,3,24.204,PIT,,NWE,L 27-30,,,,,,,
31,1976,1976-10-04,4,24.212,PIT,@,MIN,L 6-17,,,,,,,
32,1976,1976-10-10,5,24.218,PIT,@,CLE,L 16-18,,,,,,,
33,1976,1976-10-17,6,24.225,PIT,,CIN,W 23-6,,,,,,,
34,1976,1976-10-24,7,24.232,PIT,@,NYG,W 27-0,,,,,,,
35,1976,1976-10-31,8,24.239,PIT,,SDG,W 23-0,,,,,,,
36,1976,1976-11-07,9,24.246,PIT,@,KAN,W 45-0,,,,,,,
37,1976,1976-12-05,13,24.274,PIT,,TAM,W 42-0,,,,,,,
38,1976,1976-12-11,14,24.280,PIT,@,HOU,W 21-0,,,,,,,
39,1977,1977-09-19,1,25.197,PIT,,SFO,W 27-0,0,0,,0,2,7,0
40,1977,1977-09-25,2,25.203,PIT,,OAK,L 7-16,,,,,,,
41,1977,1977-10-02,3,25.210,PIT,@,CLE,W 28-14,,,,,,,
42,1977,1977-10-17,5,25.225,PIT,,CIN,W 20-14,,,,,,,
43,1977,1977-10-30,7,25.238,PIT,@,BAL,L 21-31,,,,,,,
44,1977,1977-11-06,8,25.245,PIT,@,DEN,L 7-21,,,,,,,
