ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,23.005,ARI,,CAR,W 28-21,,,,,,,,,,,
2,2011,2011-09-18,2,23.012,ARI,@,WAS,L 21-22,,,,,,,,,,,
3,2011,2011-09-25,3,23.019,ARI,@,SEA,L 10-13,,,,,,,,,,,
4,2011,2011-10-02,4,23.026,ARI,,NYG,L 27-31,,,,,,,,,,,
5,2011,2011-10-09,5,23.033,ARI,@,MIN,L 10-34,,0,0,,0,0.0,0,0,0,0,0
6,2011,2011-10-23,6,23.047,ARI,,PIT,L 20-32,,0,0,,0,1.0,2,0,0,0,0
7,2011,2011-10-30,7,23.054,ARI,@,BAL,L 27-30,*,0,0,,0,1.0,5,1,0,0,0
8,2011,2011-11-06,8,23.061,ARI,,STL,W 19-13,*,0,0,,0,1.0,3,1,0,0,0
9,2011,2011-11-13,9,23.068,ARI,@,PHI,W 21-17,*,0,0,,0,0.0,3,0,0,0,0
10,2011,2011-11-20,10,23.075,ARI,@,SFO,L 7-23,*,0,0,,0,0.0,3,2,0,0,0
11,2011,2011-11-27,11,23.082,ARI,@,STL,W 23-20,*,0,0,,0,2.0,3,0,0,0,0
12,2011,2011-12-04,12,23.089,ARI,,DAL,W 19-13,*,0,0,,0,0.0,3,0,0,0,0
13,2011,2011-12-11,13,23.096,ARI,,SFO,W 21-19,*,0,0,,0,0.0,1,1,0,0,0
14,2011,2011-12-18,14,23.103,ARI,,CLE,W 20-17,*,0,0,,0,0.0,3,0,0,0,0
15,2011,2011-12-24,15,23.109,ARI,@,CIN,L 16-23,*,0,0,,0,1.0,2,0,0,0,0
16,2011,2012-01-01,16,23.117,ARI,,SEA,W 23-20,*,0,0,,0,1.0,2,0,0,0,0
17,2012,2012-09-09,1,24.003,ARI,,SEA,W 20-16,*,0,0,,0,0.0,1,0,0,0,0
18,2012,2012-09-16,2,24.010,ARI,@,NWE,W 20-18,*,0,0,,0,1.0,2,1,0,0,0
19,2012,2012-09-23,3,24.017,ARI,,PHI,W 27-6,*,0,0,,0,1.0,2,1,0,0,0
20,2012,2012-09-30,4,24.024,ARI,,MIA,W 24-21,*,0,0,,0,1.0,2,1,0,0,0
21,2012,2012-10-04,5,24.028,ARI,@,STL,L 3-17,*,0,0,,0,0.0,2,0,0,0,0
22,2012,2012-10-14,6,24.038,ARI,,BUF,L 16-19,*,0,0,,0,0.0,0,1,0,0,0
23,2012,2012-10-21,7,24.045,ARI,@,MIN,L 14-21,*,0,0,,0,0.0,1,3,1,0,0
24,2012,2012-10-29,8,24.053,ARI,,SFO,L 3-24,*,0,0,,0,0.0,2,0,0,0,0
25,2012,2012-11-04,9,24.059,ARI,@,GNB,L 17-31,*,0,0,,0,0.0,2,0,0,0,0
26,2012,2012-11-18,10,24.073,ARI,@,ATL,L 19-23,*,0,0,,0,0.0,3,1,1,2,0
27,2012,2012-11-25,11,24.080,ARI,,STL,L 17-31,*,0,0,,0,0.0,3,0,0,0,0
28,2012,2012-12-02,12,24.087,ARI,@,NYJ,L 6-7,*,0,0,,0,1.0,3,0,0,0,0
29,2012,2012-12-09,13,24.094,ARI,@,SEA,L 0-58,*,0,0,,0,0.0,4,2,0,0,0
30,2012,2012-12-16,14,24.101,ARI,,DET,W 38-10,*,0,0,,0,0.0,0,0,0,0,0
31,2012,2012-12-23,15,24.108,ARI,,CHI,L 13-28,*,0,0,,0,0.0,2,1,0,0,0
32,2012,2012-12-30,16,24.115,ARI,@,SFO,L 13-27,*,0,0,,0,0.0,3,1,0,0,0
33,2013,2013-09-08,1,25.002,ARI,@,STL,L 24-27,*,0,0,,0,0.0,2,0,0,0,0
34,2013,2013-09-15,2,25.009,ARI,,DET,W 25-21,,0,0,,0,0.0,1,1,0,0,0
35,2013,2013-09-22,3,25.016,ARI,@,NOR,L 7-31,*,0,0,,0,1.0,1,0,0,0,0
36,2014,2014-09-08,1,26.002,ARI,,SDG,W 18-17,,0,0,,0,0.0,2,0,0,0,0
37,2014,2014-09-14,2,26.008,ARI,@,NYG,W 25-14,,0,0,,0,0.0,1,0,1,3,0
38,2014,2014-09-21,3,26.015,ARI,,SFO,W 23-14,,,,,,,,,,,
39,2014,2014-10-05,4,26.029,ARI,@,DEN,L 20-41,,0,0,,0,0.0,2,0,0,0,0
40,2014,2014-10-12,5,26.036,ARI,,WAS,W 30-20,,0,0,,0,0.0,3,0,0,0,0
41,2014,2014-10-19,6,26.043,ARI,@,OAK,W 24-13,*,0,0,,0,0.0,2,1,0,0,0
42,2014,2014-10-26,7,26.050,ARI,,PHI,W 24-20,*,0,0,,0,0.0,2,0,0,0,0
43,2014,2014-11-02,8,26.057,ARI,@,DAL,W 28-17,*,0,0,,0,0.0,1,1,0,0,0
44,2014,2014-11-09,9,26.064,ARI,,STL,W 31-14,,0,0,,0,0.0,1,1,0,0,0
45,2014,2014-11-16,10,26.071,ARI,,DET,W 14-6,,0,0,,0,0.0,1,0,0,0,0
46,2014,2014-11-23,11,26.078,ARI,@,SEA,L 3-19,,0,0,,0,0.0,2,2,0,0,0
47,2014,2014-11-30,12,26.085,ARI,@,ATL,L 18-29,,0,0,,0,0.0,2,2,0,0,0
48,2014,2014-12-07,13,26.092,ARI,,KAN,W 17-14,*,0,0,,0,0.0,2,0,0,0,0
49,2014,2014-12-11,14,26.096,ARI,@,STL,W 12-6,,,,,,,,,,,
50,2014,2014-12-21,15,26.106,ARI,,SEA,L 6-35,,,,,,,,,,,
51,2014,2014-12-28,16,26.113,ARI,@,SFO,L 17-20,,0,0,,0,1.0,2,1,0,0,0
52,2015,2015-09-20,2,27.014,CHI,,ARI,L 23-48,,0,0,,0,0.0,0,0,0,0,0
53,2015,2015-09-27,3,27.021,CHI,@,SEA,L 0-26,,0,0,,0,0.0,1,1,0,0,0
54,2015,2015-10-04,4,27.028,CHI,,OAK,W 22-20,*,0,0,,0,0.0,2,0,0,0,0
55,2015,2015-10-11,5,27.035,CHI,@,KAN,W 18-17,,0,0,,0,0.0,5,0,0,0,0
56,2015,2015-10-18,6,27.042,CHI,@,DET,L 34-37,,0,0,,0,0.0,3,0,0,0,0
57,2015,2015-11-01,7,27.056,CHI,,MIN,L 20-23,*,0,0,,0,0.0,2,1,0,0,0
58,2015,2015-11-09,8,27.064,CHI,@,SDG,W 22-19,,0,0,,0,0.0,2,0,0,0,0
59,2015,2015-11-15,9,27.070,CHI,@,STL,W 37-13,*,0,0,,0,0.0,2,0,0,0,0
60,2015,2015-11-22,10,27.077,CHI,,DEN,L 15-17,*,0,0,,0,0.0,3,2,0,0,0
61,2015,2015-11-26,11,27.081,CHI,@,GNB,W 17-13,,0,0,,0,0.0,0,1,0,0,0
62,2015,2015-12-06,12,27.091,CHI,,SFO,L 20-26,*,0,0,,0,0.0,0,0,0,0,0
63,2015,2015-12-13,13,27.098,CHI,,WAS,L 21-24,*,0,0,,0,0.0,2,1,0,0,0
64,2015,2015-12-20,14,27.105,CHI,@,MIN,L 17-38,*,0,0,,0,0.0,0,1,0,0,0
65,2015,2015-12-27,15,27.112,CHI,@,TAM,W 26-21,,0,0,,0,0.0,1,1,0,0,0
66,2015,2016-01-03,16,27.119,CHI,,DET,L 20-24,,0,0,,0,0.0,1,0,0,0,0
67,2016,2016-09-11,1,28.005,CHI,@,HOU,L 14-23,,0,0,,0,0.0,1,0,0,0,0
68,2016,2016-09-19,2,28.013,CHI,,PHI,L 14-29,,0,0,,0,1.0,2,1,0,0,0
69,2016,2016-09-25,3,28.019,CHI,@,DAL,L 17-31,*,0,0,,0,0.0,3,1,0,0,0
70,2016,2016-10-02,4,28.026,CHI,,DET,W 17-14,*,0,0,,0,0.0,1,0,0,0,0
71,2016,2016-10-09,5,28.033,CHI,@,IND,L 23-29,*,0,0,,0,0.0,0,1,0,0,0
72,2016,2016-10-16,6,28.040,CHI,,JAX,L 16-17,*,0,0,,0,0.0,3,0,0,0,0
73,2016,2016-10-20,7,28.044,CHI,@,GNB,L 10-26,,0,0,,0,0.0,1,2,0,0,0
74,2016,2016-10-31,8,28.055,CHI,,MIN,W 20-10,,0,0,,0,0.0,0,1,0,0,0
75,2016,2016-11-13,9,28.068,CHI,@,TAM,L 10-36,,0,0,,0,0.0,1,1,0,0,0
76,2016,2016-11-20,10,28.075,CHI,@,NYG,L 16-22,,0,0,,0,0.0,1,0,0,0,0
77,2016,2016-11-27,11,28.082,CHI,,TEN,L 21-27,*,0,0,,0,0.0,1,1,0,0,0
78,2016,2016-12-04,12,28.089,CHI,,SFO,W 26-6,,0,0,,0,0.0,0,0,0,0,0
79,2016,2016-12-11,13,28.096,CHI,@,DET,L 17-20,,0,0,,0,0.0,0,0,0,0,0
