ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,23.075,DET,,NYG,W 30-16,2,24,12.00,1,0,0,,0,1,6
2,1972,1972-09-24,2,23.082,DET,,MIN,L 10-34,1,17,17.00,0,0,0,,0,0,0
3,1972,1972-10-01,3,23.089,DET,@,CHI,W 38-24,1,17,17.00,0,0,0,,0,0,0
4,1972,1972-10-08,4,23.096,DET,@,ATL,W 26-23,,,,,,,,,,
5,1972,1972-10-16,5,23.104,DET,,GNB,L 23-24,,,,,,,,,,
6,1972,1972-10-22,6,23.110,DET,,SDG,W 34-20,,,,,,,,,,
7,1972,1972-11-05,8,23.124,DET,,CHI,W 14-0,,,,,,,,,,
8,1972,1972-11-19,10,23.138,DET,,NOR,W 27-14,,,,,,,,,,
9,1972,1972-11-23,11,23.142,DET,,NYJ,W 37-20,,,,,,,,,,
10,1973,1973-09-23,2,24.081,DET,@,GNB,T 13-13,,,,,,,,,,
11,1973,1973-10-01,3,24.089,DET,,ATL,W 31-6,,,,,,,,,,
12,1973,1973-10-07,4,24.095,DET,,MIN,L 9-23,0,0,,0,1,0,0.00,0,0,0
13,1973,1973-10-14,5,24.102,DET,@,NOR,L 13-20,,,,,,,,,,
14,1973,1973-10-21,6,24.109,DET,,BAL,L 27-29,,,,,,,,,,
15,1973,1973-10-28,7,24.116,DET,,GNB,W 34-0,,,,,,,,,,
16,1973,1973-11-04,8,24.123,DET,,SFO,W 30-20,,,,,,,,,,
17,1973,1973-11-11,9,24.130,DET,@,MIN,L 7-28,,,,,,,,,,
18,1973,1973-11-18,10,24.137,DET,@,CHI,W 30-7,,,,,,,,,,
19,1973,1973-11-22,11,24.141,DET,,WAS,L 0-20,,,,,,,,,,
20,1973,1973-12-09,13,24.158,DET,,CHI,W 40-7,3,43,14.33,1,0,0,,0,1,6
