ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1983,1983-09-04,1,23.129,BAL,@,NWE,W 29-23,,,,,,,,,,,,,,,,,,
2,1984,1984-09-02,1,24.127,IND,,NYJ,L 14-23,0,0,,0,0,0,,0,1,26,26.00,0,0,0,,0,0,0
3,1984,1984-09-09,2,24.134,IND,@,HOU,W 35-21,,,,,0,0,,0,0,0,,0,,,,,,
4,1984,1984-09-16,3,24.141,IND,,STL,L 33-34,0,0,,0,0,0,,0,6,162,27.00,1,0,0,,0,1,6
5,1984,1984-09-23,4,24.148,IND,@,MIA,L 7-44,,,,,0,0,,0,0,0,,0,,,,,,
6,1984,1984-09-30,5,24.155,IND,,BUF,W 31-17,0,0,,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,0
7,1984,1984-10-07,6,24.162,IND,,WAS,L 7-35,0,0,,0,0,0,,0,6,85,14.17,0,0,0,,0,0,0
8,1984,1984-10-14,7,24.169,IND,@,PHI,L 7-16,0,0,,0,0,0,,0,2,52,26.00,0,0,0,,0,0,0
9,1984,1984-10-21,8,24.176,IND,,PIT,W 17-16,,,,,0,0,,0,0,0,,0,,,,,,
10,1984,1984-10-28,9,24.183,IND,@,DAL,L 3-22,0,0,,0,0,0,,0,1,35,35.00,0,0,0,,0,0,0
11,1984,1984-11-04,10,24.190,IND,,SDG,L 10-38,0,0,,0,1,-3,-3.00,0,5,88,17.60,0,0,0,,0,0,0
12,1984,1984-11-11,11,24.197,IND,@,NYJ,W 9-5,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
13,1984,1984-11-18,12,24.204,IND,,NWE,L 17-50,0,0,,0,0,0,,0,4,66,16.50,0,0,0,,0,0,0
14,1984,1984-11-25,13,24.211,IND,@,RAI,L 7-21,0,0,,0,0,0,,0,2,27,13.50,0,0,0,,0,0,0
15,1984,1984-12-02,14,24.218,IND,@,BUF,L 15-21,0,0,,0,0,0,,0,2,36,18.00,0,0,0,,0,0,0
16,1984,1984-12-09,15,24.225,IND,,MIA,L 17-35,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
17,1984,1984-12-16,16,24.232,IND,@,NWE,L 10-16,,,,,0,0,,0,0,0,,0,,,,,,
18,1986,1986-09-07,1,26.132,PHI,@,WAS,L 14-41,3,50,16.67,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
19,1986,1986-09-14,2,26.139,PHI,@,CHI,L 10-13,3,44,14.67,0,0,0,,0,0,0,,0,2,14,7.00,0,0,0
20,1986,1986-09-21,3,26.146,PHI,,DEN,L 7-33,0,0,,0,0,0,,0,0,0,,0,1,4,4.00,0,0,0
21,1987,1987-10-11,4,27.166,RAM,,PIT,W 31-21,1,51,51.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1987,1987-10-18,5,27.173,RAM,@,ATL,L 20-24,2,44,22.00,0,0,0,,0,0,0,,0,2,5,2.50,0,0,0
