ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1979,1979-09-02,1,22.290,WAS,,HOU,L 27-29,,,,
2,1979,1979-09-09,2,22.297,WAS,@,DET,W 27-24,,,,
3,1979,1979-09-17,3,22.305,WAS,,NYG,W 27-0,,,,
4,1979,1979-09-23,4,22.311,WAS,@,STL,W 17-7,,,,
5,1979,1979-09-30,5,22.318,WAS,@,ATL,W 16-7,,,,
6,1979,1979-10-14,7,22.332,WAS,@,CLE,W 13-9,,,,
7,1979,1979-10-21,8,22.339,WAS,,PHI,W 17-7,,,,
8,1979,1979-10-28,9,22.346,WAS,,NOR,L 10-14,,,,
9,1979,1979-11-04,10,22.353,WAS,@,PIT,L 7-38,,,,
10,1979,1979-11-11,11,22.360,WAS,,STL,W 30-28,,,,
11,1979,1979-11-18,12,23.002,WAS,,DAL,W 34-20,,,,
12,1979,1979-11-25,13,23.009,WAS,@,NYG,L 6-14,,,,
13,1979,1979-12-02,14,23.016,WAS,,GNB,W 38-21,,,,
14,1979,1979-12-09,15,23.023,WAS,,CIN,W 28-14,,,,
15,1979,1979-12-16,16,23.030,WAS,@,DAL,L 34-35,,,,
16,1980,1980-09-08,1,23.297,WAS,,DAL,L 3-17,1,16,16.00,0
17,1980,1980-09-14,2,23.303,WAS,@,NYG,W 23-21,,,,
