ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2004,2004-09-12,1,23.106,SEA,@,NOR,W 21-7,,,,,
2,2004,2004-09-19,2,23.113,SEA,@,TAM,W 10-6,,,,,
3,2004,2004-09-26,3,23.120,SEA,,SFO,W 34-0,,,,,
4,2004,2004-10-10,4,23.134,SEA,,STL,L 27-33,,,,,
5,2004,2004-10-17,5,23.141,SEA,@,NWE,L 20-30,,,,,
6,2004,2004-10-24,6,23.148,SEA,@,ARI,L 17-25,,,,,
7,2004,2004-10-31,7,23.155,SEA,,CAR,W 23-17,,,,,
8,2004,2004-11-07,8,23.162,SEA,@,SFO,W 42-27,,,,,
9,2004,2004-11-14,9,23.169,SEA,@,STL,L 12-23,,,,,
10,2004,2004-11-21,10,23.176,SEA,,MIA,W 24-17,,1,12,12.00,0
11,2004,2004-11-28,11,23.183,SEA,,BUF,L 9-38,,,,,
12,2004,2004-12-06,12,23.191,SEA,,DAL,L 39-43,,,,,
13,2004,2004-12-12,13,23.197,SEA,@,MIN,W 27-23,,,,,
14,2004,2004-12-19,14,23.204,SEA,@,NYJ,L 14-37,,,,,
15,2004,2004-12-26,15,23.211,SEA,,ARI,W 24-21,,,,,
16,2004,2005-01-02,16,23.218,SEA,,ATL,W 28-26,,,,,
17,2005,2005-09-11,1,24.105,SEA,@,JAX,L 14-26,*,,,,
18,2005,2005-09-18,2,24.112,SEA,,ATL,W 21-18,*,,,,
19,2005,2005-09-25,3,24.119,SEA,,ARI,W 37-12,*,,,,
20,2005,2005-10-02,4,24.126,SEA,@,WAS,L 17-20,*,,,,
21,2005,2005-10-09,5,24.133,SEA,@,STL,W 37-31,*,,,,
22,2005,2005-10-16,6,24.140,SEA,,HOU,W 42-10,*,,,,
23,2005,2005-10-23,7,24.147,SEA,,DAL,W 13-10,*,,,,
24,2005,2005-11-06,8,24.161,SEA,@,ARI,W 33-19,*,,,,
25,2005,2005-11-13,9,24.168,SEA,,STL,W 31-16,*,,,,
26,2005,2005-11-20,10,24.175,SEA,@,SFO,W 27-25,*,,,,
27,2005,2005-11-27,11,24.182,SEA,,NYG,W 24-21,*,,,,
28,2005,2005-12-05,12,24.190,SEA,@,PHI,W 42-0,*,,,,
29,2005,2005-12-11,13,24.196,SEA,,SFO,W 41-3,*,,,,
30,2005,2005-12-18,14,24.203,SEA,@,TEN,W 28-24,*,,,,
31,2005,2005-12-24,15,24.209,SEA,,IND,W 28-13,*,,,,
32,2005,2006-01-01,16,24.217,SEA,@,GNB,L 17-23,*,,,,
33,2006,2006-09-10,1,25.104,SEA,@,DET,W 9-6,*,,,,
34,2006,2006-09-17,2,25.111,SEA,,ARI,W 21-10,*,,,,
35,2006,2006-09-24,3,25.118,SEA,,NYG,W 42-30,*,,,,
36,2006,2006-10-01,4,25.125,SEA,@,CHI,L 6-37,*,,,,
37,2006,2006-10-15,5,25.139,SEA,@,STL,W 30-28,*,,,,
38,2006,2006-10-22,6,25.146,SEA,,MIN,L 13-31,*,,,,
