ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,22.190,WAS,,MIA,L 10-17,,6,28,4.67,0,0,0,0,,0,0.0%,,0,0
2,2015,2015-09-20,2,22.197,WAS,,STL,W 24-10,,19,123,6.47,2,3,3,23,7.67,0,100.0%,7.67,2,12
3,2015,2015-09-24,3,22.201,WAS,@,NYG,L 21-32,,11,38,3.45,0,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-04,4,22.211,WAS,,PHI,W 23-20,,7,11,1.57,0,0,0,0,,0,0.0%,,0,0
5,2015,2015-10-11,5,22.218,WAS,@,ATL,L 19-25,,11,20,1.82,1,2,1,17,17.00,0,50.0%,8.50,1,6
6,2015,2015-10-25,7,22.232,WAS,,TAM,W 31-30,,9,29,3.22,0,4,3,22,7.33,0,75.0%,5.50,0,0
7,2015,2015-11-08,8,22.246,WAS,@,NWE,L 10-27,,11,27,2.45,0,3,2,17,8.50,0,66.7%,5.67,0,0
8,2015,2015-11-15,9,22.253,WAS,,NOR,W 47-14,,11,56,5.09,0,3,3,131,43.67,1,100.0%,43.67,1,6
9,2015,2015-11-22,10,22.260,WAS,@,CAR,L 16-44,,5,0,0.00,0,2,2,12,6.00,0,100.0%,6.00,0,0
10,2015,2015-11-29,11,22.267,WAS,,NYG,W 20-14,,8,19,2.38,0,1,1,45,45.00,0,100.0%,45.00,0,0
11,2015,2015-12-07,12,22.275,WAS,,DAL,L 16-19,,18,49,2.72,0,1,1,5,5.00,0,100.0%,5.00,0,0
12,2015,2015-12-13,13,22.281,WAS,@,CHI,W 24-21,,18,62,3.44,0,3,2,24,12.00,0,66.7%,8.00,0,0
13,2015,2015-12-20,14,22.288,WAS,,BUF,W 35-25,,10,28,2.80,0,3,1,8,8.00,0,33.3%,2.67,0,0
14,2016,2016-09-12,1,23.189,WAS,,PIT,L 16-38,*,7,24,3.43,0,1,1,9,9.00,0,100.0%,9.00,0,0
15,2016,2016-09-18,2,23.195,WAS,,DAL,L 23-27,*,13,61,4.69,1,1,1,4,4.00,0,100.0%,4.00,1,6
16,2016,2016-09-25,3,23.202,WAS,@,NYG,W 29-27,*,17,65,3.82,0,2,2,14,7.00,0,100.0%,7.00,0,0
17,2016,2016-10-02,4,23.209,WAS,,CLE,W 31-20,*,22,117,5.32,1,2,2,21,10.50,0,100.0%,10.50,1,6
18,2016,2016-10-09,5,23.216,WAS,@,BAL,W 16-10,*,14,31,2.21,0,2,2,25,12.50,0,100.0%,12.50,0,0
19,2016,2016-10-16,6,23.223,WAS,,PHI,W 27-20,*,16,135,8.44,1,0,0,0,,0,0.0%,,1,6
20,2016,2016-10-23,7,23.230,WAS,@,DET,L 17-20,*,10,27,2.70,0,0,0,0,,0,0.0%,,0,0
21,2017,2017-09-24,3,24.201,IND,,CLE,W 31-28,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
22,2017,2017-10-01,4,24.208,IND,@,SEA,L 18-46,,4,11,2.75,0,0,0,0,,0,0.0%,,0,0
23,2017,2017-10-29,8,24.236,IND,@,CIN,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,0,0
24,2017,2017-12-23,15,24.291,IND,@,BAL,L 16-23,,0,0,,0,0,0,0,,0,0.0%,,0,0
25,2017,2017-12-31,16,24.299,IND,,HOU,W 22-13,,0,0,,0,0,0,0,,0,0.0%,,0,0
