ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1993,1993-10-17,6,24.078,HOU,@,NWE,W 28-14,,,,
2,1996,1996-09-22,4,27.053,BUF,,DAL,W 10-7,,2,35,0
3,1997,1997-10-26,8,28.087,BUF,,DEN,L 20-23,,1,12,0
4,1998,1998-12-27,16,29.149,BUF,@,NOR,W 45-33,,1,23,0
5,1999,1999-09-12,1,30.043,BUF,@,IND,L 14-31,,1,0,0
6,1999,1999-09-19,2,30.050,BUF,,NYJ,W 17-3,,,,
7,1999,1999-09-26,3,30.057,BUF,,PHI,W 26-0,,,,
8,1999,1999-10-04,4,30.065,BUF,@,MIA,W 23-18,,,,
9,1999,1999-10-10,5,30.071,BUF,,PIT,W 24-21,,,,
10,1999,1999-10-17,6,30.078,BUF,,OAK,L 14-20,,,,
11,1999,1999-10-24,7,30.085,BUF,@,SEA,L 16-26,,,,
