ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1986,1986-09-07,1,24.048,DET,@,MIN,W 13-10,2,8,4.00,0,0,0,,0,0,0
2,1986,1986-09-14,2,24.055,DET,,DAL,L 7-31,0,0,,0,0,0,,0,0,
3,1986,1986-09-21,3,24.062,DET,,TAM,L 20-24,0,0,,0,0,0,,0,0,
4,1986,1986-09-28,4,24.069,DET,@,CLE,L 21-24,0,0,,0,0,0,,0,0,
5,1986,1986-10-05,5,24.076,DET,,HOU,W 24-13,0,0,,0,0,0,,0,0,
6,1986,1986-10-12,6,24.083,DET,@,GNB,W 21-14,1,1,1.00,1,0,0,,0,1,6
7,1986,1986-10-19,7,24.090,DET,@,RAM,L 10-14,1,1,1.00,0,0,0,,0,0,0
8,1986,1986-10-26,8,24.097,DET,@,CHI,L 7-13,1,2,2.00,1,0,0,,0,1,6
9,1986,1986-11-02,9,24.104,DET,,CIN,L 17-24,0,0,,0,0,0,,0,0,
10,1986,1986-11-09,10,24.111,DET,,MIN,L 10-24,0,0,,0,0,0,,0,0,
11,1986,1986-11-16,11,24.118,DET,@,PHI,W 13-11,1,1,1.00,0,0,0,,0,0,0
12,1986,1986-11-23,12,24.125,DET,@,TAM,W 38-17,6,9,1.50,0,0,0,,0,0,0
13,1986,1986-11-27,13,24.129,DET,,GNB,L 40-44,1,0,0.00,0,0,0,,0,0,0
14,1986,1986-12-07,14,24.139,DET,@,PIT,L 17-27,0,0,,0,2,9,4.50,0,0,0
15,1986,1986-12-15,15,24.147,DET,,CHI,L 13-16,0,0,,0,0,0,,0,0,
16,1986,1986-12-21,16,24.153,DET,,ATL,L 6-20,0,0,,0,0,0,,0,0,
17,1987,1987-09-13,1,25.054,DET,@,MIN,L 19-34,5,21,4.20,0,3,14,4.67,0,0,0
18,1987,1987-09-20,2,25.061,DET,@,RAI,L 7-27,2,3,1.50,0,1,2,2.00,1,1,6
19,1987,1987-10-25,6,25.096,DET,,GNB,L 33-34,0,0,,0,0,0,,0,0,
20,1987,1987-11-01,7,25.103,DET,@,DEN,L 0-34,1,5,5.00,0,0,0,,0,0,0
21,1987,1987-11-08,8,25.110,DET,,DAL,W 27-17,0,0,,0,0,0,,0,0,
22,1988,1988-10-09,6,26.080,DET,,CHI,L 7-24,0,0,,0,0,0,,0,0,
23,1988,1988-10-16,7,26.087,DET,@,NYG,L 10-30,0,0,,0,1,6,6.00,0,0,0
24,1988,1988-10-23,8,26.094,DET,@,KAN,W 7-6,1,1,1.00,0,0,0,,0,0,0
25,1988,1988-10-30,9,26.101,DET,,NYG,L 10-13,0,0,,0,0,0,,0,0,
26,1988,1988-11-06,10,26.108,DET,@,MIN,L 17-44,0,0,,0,1,8,8.00,0,0,0
27,1988,1988-11-13,11,26.115,DET,,TAM,L 20-23,0,0,,0,0,0,,0,0,
28,1988,1988-11-20,12,26.122,DET,@,GNB,W 19-9,8,21,2.63,1,1,32,32.00,0,1,6
29,1988,1988-11-24,13,26.126,DET,,MIN,L 0-23,0,0,,0,0,0,,0,0,
30,1988,1988-12-04,14,26.136,DET,,GNB,W 30-14,0,0,,0,0,0,,0,0,
31,1988,1988-12-11,15,26.143,DET,@,CHI,L 12-13,0,0,,0,0,0,,0,0,
32,1988,1988-12-18,16,26.150,DET,@,TAM,L 10-21,0,0,,0,0,0,,0,0,
