ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1956,1956-09-30,1,22.136,SFO,,NYG,L 21-38,,3,6,50.00,64,0,0,88.2,0,0,10.67,10.67,0,0,,0,0,,,,,
2,1956,1956-10-07,2,22.143,SFO,,RAM,W 33-30,,3,7,42.86,18,0,0,50.3,0,0,2.57,2.57,0,0,,0,0,,,,,
3,1956,1956-10-14,3,22.150,SFO,@,CHI,L 7-31,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,,,,
4,1956,1956-10-21,4,22.157,SFO,@,DET,L 17-20,,2,6,33.33,28,0,1,9.7,0,0,4.67,-2.83,0,0,,0,0,,,,,
5,1956,1956-10-28,5,22.164,SFO,,CHI,L 21-38,*,7,12,58.33,148,1,1,95.1,0,0,12.33,10.25,1,8,8.00,0,0,,,,,
6,1956,1956-11-04,6,22.171,SFO,,DET,L 13-17,*,11,20,55.00,161,0,0,81.5,0,0,8.05,8.05,3,4,1.33,0,0,,,,,
7,1956,1956-11-11,7,22.178,SFO,@,RAM,L 6-30,*,11,20,55.00,186,0,3,47.1,0,0,9.30,2.55,0,0,,0,0,,,,,
8,1956,1956-11-18,8,22.185,SFO,@,GNB,W 17-16,*,1,4,25.00,16,0,0,43.7,0,0,4.00,4.00,1,-4,-4.00,0,0,,,,,
9,1956,1956-11-25,9,22.192,SFO,@,PHI,T 10-10,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,,,,,
10,1956,1956-12-08,11,22.205,SFO,,GNB,W 38-20,,0,0,,0,0,,,,,,,1,2,2.00,0,0,,,,,
11,1957,1957-09-29,1,23.135,PIT,,WAS,W 28-7,*,15,32,46.88,249,3,0,104.8,0,0,7.78,9.66,0,0,,0,0,,,,,
12,1957,1957-10-05,2,23.141,PIT,,CLE,L 12-23,*,17,25,68.00,255,2,1,111.2,0,0,10.20,10.00,2,1,0.50,0,0,,,,,
13,1957,1957-10-13,3,23.149,PIT,,CRD,W 29-20,*,6,17,35.29,85,0,2,12.7,0,0,5.00,-0.29,3,41,13.67,1,1,,,,,
14,1957,1957-10-20,4,23.156,PIT,@,NYG,L 0-35,*,9,19,47.37,93,0,2,22.4,0,0,4.89,0.16,1,-5,-5.00,0,0,,,,,
15,1957,1957-10-27,5,23.163,PIT,,PHI,W 6-0,*,14,28,50.00,227,1,1,74.6,0,0,8.11,7.21,6,26,4.33,0,0,,,,,
16,1957,1957-11-03,6,23.170,PIT,@,BAL,W 19-13,*,18,30,60.00,270,2,1,97.9,0,0,9.00,8.83,3,-23,-7.67,0,0,,,,,
17,1957,1957-11-10,7,23.177,PIT,@,CLE,L 0-24,*,15,33,45.45,193,0,1,51.7,0,0,5.85,4.48,3,-17,-5.67,0,0,,,,,
18,1957,1957-11-24,8,23.191,PIT,,GNB,L 10-27,*,13,33,39.39,149,1,4,24.2,0,0,4.52,-0.33,2,7,3.50,0,0,,,,,
19,1957,1957-12-01,9,23.198,PIT,@,PHI,L 6-7,,8,13,61.54,71,0,0,76.1,0,0,5.46,5.46,1,10,10.00,0,0,,,,,
20,1957,1957-12-07,10,23.204,PIT,,NYG,W 21-10,*,4,10,40.00,53,1,0,90.8,0,0,5.30,7.30,10,29,2.90,1,1,,,,,
21,1957,1957-12-15,11,23.212,PIT,@,WAS,L 3-10,*,7,23,30.43,94,0,0,44.5,0,0,4.09,4.09,6,-8,-1.33,0,0,,,,,
