ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,26.260,CIN,,SDG,L 9-10,0,0,,0,0,0,,0,0,0,,,,,,10,465,46.50,0
2,1987,1987-10-11,4,26.267,CIN,@,SEA,W 17-10,0,0,,0,0,0,,0,0,0,,,,,,5,226,45.20,0
3,1987,1987-10-18,5,26.274,CIN,,CLE,L 0-34,0,0,,0,0,0,,0,0,0,,,,,,6,241,40.17,0
4,1987,1987-11-08,8,26.295,CIN,,MIA,L 14-20,0,0,,0,0,0,,0,0,0,,,,,,3,122,40.67,0
5,1987,1987-11-15,9,26.302,CIN,@,ATL,W 16-10,0,0,,0,0,0,,0,0,0,,,,,,2,85,42.50,0
6,1987,1987-11-22,10,26.309,CIN,,PIT,L 16-30,0,0,,0,0,0,,0,0,0,,,,,,3,127,42.33,0
7,1987,1987-11-29,11,26.316,CIN,@,NYJ,L 20-27,0,0,,0,0,0,,0,0,0,,,,,,6,254,42.33,0
8,1987,1987-12-06,12,26.323,CIN,,KAN,W 30-27,0,0,,0,0,0,,0,0,0,,,,,,4,142,35.50,0
9,1987,1987-12-13,13,26.330,CIN,@,CLE,L 24-38,0,0,,0,0,0,,0,0,0,,,,,,5,178,35.60,0
10,1987,1987-12-20,14,26.337,CIN,,NOR,L 24-41,0,0,,0,0,0,,0,0,0,,,,,,3,129,43.00,0
11,1987,1987-12-27,15,26.344,CIN,@,HOU,L 17-21,0,0,,0,0,0,,0,0,0,,,,,,5,199,39.80,0
12,1988,1988-09-04,1,27.231,CIN,,PHO,W 21-14,0,0,,0,0,0,,0,0,0,,,,,,3,110,36.67,0
13,1988,1988-09-11,2,27.238,CIN,@,PHI,W 28-24,0,0,,0,0,0,,0,0,0,,,,,,4,134,33.50,0
14,1988,1988-09-18,3,27.245,CIN,@,PIT,W 17-12,0,0,,0,0,0,,0,0,0,,,,,,7,268,38.29,0
15,1988,1988-09-25,4,27.252,CIN,,CLE,W 24-17,0,0,,0,0,0,,0,0,0,,,,,,6,249,41.50,0
16,1988,1988-10-02,5,27.259,CIN,@,RAI,W 45-21,0,0,,0,0,0,,0,0,0,,,,,,4,118,29.50,0
17,1988,1988-10-09,6,27.266,CIN,,NYJ,W 36-19,0,0,,0,0,0,,0,0,0,,,,,,2,69,34.50,0
18,1988,1988-10-16,7,27.273,CIN,@,NWE,L 21-27,0,0,,0,0,0,,0,0,0,,,,,,1,40,40.00,0
19,1988,1988-10-23,8,27.280,CIN,,HOU,W 44-21,0,0,,0,0,0,,0,0,0,,,,,,4,176,44.00,0
20,1988,1988-10-30,9,27.287,CIN,@,CLE,L 16-23,0,0,,0,0,0,,0,0,0,,,,,,3,125,41.67,1
21,1988,1988-11-06,10,27.294,CIN,,PIT,W 42-7,0,0,,0,0,0,,0,0,0,,,,,,3,115,38.33,0
22,1988,1988-11-13,11,27.301,CIN,@,KAN,L 28-31,0,0,,0,0,0,,0,0,0,,,,,,1,39,39.00,1
23,1988,1988-11-20,12,27.308,CIN,@,DAL,W 38-24,0,0,,0,0,0,,0,0,0,,,,,,4,144,36.00,0
24,1988,1988-11-27,13,27.315,CIN,,BUF,W 35-21,0,0,,0,0,0,,0,0,0,,,,,,2,85,42.50,0
25,1989,1989-09-10,1,28.236,ATL,,RAM,L 21-31,0,0,,0,0,0,,0,0,0,,0,,,,6,247,41.17,0
26,1989,1989-09-17,2,28.243,ATL,,DAL,W 27-21,0,0,,0,0,0,,0,0,0,,0,,,,4,138,34.50,0
27,1989,1989-09-24,3,28.250,ATL,@,IND,L 9-13,0,0,,0,0,0,,0,0,0,,0,,,,5,213,42.60,0
28,1989,1989-10-01,4,28.257,ATL,@,GNB,L 21-23,0,0,,0,0,0,,0,0,0,,0,,,,6,239,39.83,0
29,1989,1989-10-08,5,28.264,ATL,@,RAM,L 14-26,0,0,,0,0,0,,0,0,0,,0,,,,3,131,43.67,0
30,1989,1989-10-15,6,28.271,ATL,,NWE,W 16-15,0,0,,0,0,0,,0,0,0,,0,,,,7,344,49.14,0
31,1989,1989-10-22,7,28.278,ATL,@,PHO,L 20-34,0,0,,0,0,0,,0,0,0,,0,,,,2,85,42.50,0
32,1989,1989-10-29,8,28.285,ATL,@,NOR,L 13-20,0,0,,0,0,0,,0,0,0,,0,,,,6,236,39.33,0
33,1989,1989-11-05,9,28.292,ATL,,BUF,W 30-28,0,0,,0,0,0,,0,0,0,,0,,,,5,222,44.40,0
34,1989,1989-11-12,10,28.299,ATL,@,SFO,L 3-45,0,0,,0,0,0,,0,0,0,,0,,,,8,309,38.63,0
35,1989,1989-11-19,11,28.306,ATL,,NOR,L 17-26,0,0,,0,0,0,,0,0,0,,0,,,,3,116,38.67,1
