ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1991,1991-09-02,1,22.333,NYG,,SFO,W 16-14,
2,1991,1991-09-08,2,22.339,NYG,,RAM,L 13-19,
3,1991,1991-09-15,3,22.346,NYG,@,CHI,L 17-20,
4,1991,1991-09-22,4,22.353,NYG,,CLE,W 13-10,
5,1991,1991-09-29,5,22.360,NYG,@,DAL,L 16-21,
6,1991,1991-10-06,6,23.002,NYG,,PHO,W 20-9,
7,1991,1991-10-14,7,23.010,NYG,@,PIT,W 23-20,
8,1991,1991-10-27,8,23.023,NYG,,WAS,L 13-17,
9,1991,1991-11-04,9,23.031,NYG,@,PHI,L 7-30,
10,1991,1991-11-10,10,23.037,NYG,@,PHO,W 21-14,
11,1991,1991-11-17,11,23.044,NYG,,DAL,W 22-9,
12,1991,1991-11-24,12,23.051,NYG,@,TAM,W 21-14,
13,1991,1991-12-01,13,23.058,NYG,@,CIN,L 24-27,
14,1991,1991-12-08,14,23.065,NYG,,PHI,L 14-19,
15,1991,1991-12-15,15,23.072,NYG,@,WAS,L 17-34,
16,1991,1991-12-21,16,23.078,NYG,,HOU,W 24-20,
17,1992,1992-09-06,1,23.338,NYG,,SFO,L 14-31,
18,1992,1992-09-13,2,23.345,NYG,,DAL,L 28-34,
19,1992,1992-09-21,3,23.353,NYG,@,CHI,W 27-14,
20,1992,1992-10-04,4,24.000,NYG,@,RAI,L 10-13,
21,1992,1992-10-11,5,24.007,NYG,,PHO,W 31-21,
22,1992,1992-10-18,6,24.014,NYG,@,RAM,L 17-38,
23,1992,1992-10-25,7,24.021,NYG,,SEA,W 23-10,
24,1992,1992-11-01,8,24.028,NYG,@,WAS,W 24-7,
25,1992,1992-11-08,9,24.035,NYG,,GNB,W 27-7,
26,1992,1992-11-15,10,24.042,NYG,@,DEN,L 13-27,
27,1992,1992-11-22,11,24.049,NYG,,PHI,L 34-47,
28,1992,1992-11-26,12,24.053,NYG,@,DAL,L 3-30,
29,1992,1992-12-06,13,24.063,NYG,,WAS,L 10-28,
30,1992,1992-12-27,16,24.084,NYG,@,PHI,L 10-20,
31,1993,1993-09-05,1,24.336,NYG,@,CHI,W 26-20,
32,1993,1993-10-31,7,25.027,NYG,,NYJ,L 6-10,
33,1993,1993-11-07,8,25.034,NYG,@,DAL,L 9-31,
34,1993,1993-11-14,9,25.041,NYG,,WAS,W 20-6,
35,1993,1993-11-21,10,25.048,NYG,@,PHI,W 7-3,
36,1993,1993-12-05,12,25.062,NYG,@,MIA,W 19-14,
37,1993,1993-12-12,13,25.069,NYG,,IND,W 20-6,
38,1993,1993-12-20,14,25.077,NYG,@,NOR,W 24-14,0.5
39,1993,1993-12-26,15,25.083,NYG,@,PHO,L 6-17,
40,1993,1994-01-02,16,25.090,NYG,,DAL,L 13-16,1.0
41,1994,1994-09-18,3,25.349,CIN,,NWE,L 28-31,
42,1995,1995-09-03,1,26.334,HOU,@,JAX,W 10-3,0.5
43,1995,1995-09-10,2,26.341,HOU,,PIT,L 17-34,
44,1995,1995-09-17,3,26.348,HOU,,CLE,L 7-14,
45,1995,1995-09-24,4,26.355,HOU,@,CIN,W 38-28,
46,1995,1995-10-01,5,26.362,HOU,,JAX,L 16-17,1.0
47,1995,1995-10-08,6,27.004,HOU,@,MIN,L 17-23,
48,1995,1995-10-22,7,27.018,HOU,@,CHI,L 32-35,
49,1995,1995-10-29,8,27.025,HOU,,TAM,W 19-7,
50,1995,1995-11-05,9,27.032,HOU,@,CLE,W 37-10,
