ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1970,1970-11-08,8,23.048,DAL,@,NYG,L 20-23,,,,,,,,,,,,,,
2,1970,1970-11-16,9,23.056,DAL,,STL,L 0-38,2,47,23.50,0,0,0,,0,0,0,,0,0,0
3,1970,1970-11-22,10,23.062,DAL,@,WAS,W 45-21,1,11,11.00,0,0,0,,0,0,0,,0,0,0
4,1970,1970-11-26,11,23.066,DAL,,GNB,W 16-3,,,,,,,,,,,,,,
5,1970,1970-12-06,12,23.076,DAL,,WAS,W 34-0,2,61,30.50,0,0,0,,0,0,0,,0,0,0
6,1970,1970-12-12,13,23.082,DAL,@,CLE,W 6-2,1,4,4.00,0,0,0,,0,0,0,,0,0,0
7,1970,1970-12-20,14,23.090,DAL,,HOU,W 52-10,3,77,25.67,1,0,0,,0,0,0,,0,1,6
8,1971,1971-09-19,1,23.363,DAL,@,BUF,W 49-37,1,19,19.00,1,0,0,,0,0,0,,0,1,6
9,1971,1971-09-26,2,24.005,DAL,@,PHI,W 42-7,,,,,,,,,,,,,,
10,1971,1971-10-11,4,24.020,NYG,@,DAL,L 13-20,,,,,,,,,,,,,,
11,1971,1971-10-17,5,24.026,NYG,,BAL,L 7-31,,,,,,,,,,,,,,
12,1971,1971-10-24,6,24.033,NYG,@,PHI,L 7-23,0,0,,0,1,14,14.00,0,0,0,,0,0,0
13,1971,1971-10-31,7,24.040,NYG,,MIN,L 10-17,1,9,9.00,0,0,0,,0,0,0,,0,0,0
14,1971,1971-11-07,8,24.047,NWE,,HOU,W 28-20,,,,,,,,,,,,,,
15,1971,1971-11-14,9,24.054,NWE,,BUF,W 38-33,,,,,,,,,,,,,,
16,1971,1971-11-21,10,24.061,NWE,@,CLE,L 7-27,2,24,12.00,0,0,0,,0,2,45,22.50,0,0,0
17,1971,1971-11-28,11,24.068,NWE,@,BUF,L 20-27,,,,,,,,,,,,,,
18,1971,1971-12-19,14,24.089,NWE,@,BAL,W 21-17,,,,,,,,,,,,,,
