ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,23.042,WAS,@,PHI,W 37-34,0,0,,0,0,0,,0,,,
2,1982,1982-09-19,2,23.049,WAS,@,TAM,W 21-13,1,2,2.00,0,0,0,,0,0,0,0
3,1982,1982-11-21,3,23.112,WAS,@,NYG,W 27-17,0,0,,0,0,0,,0,,,
4,1982,1982-11-28,4,23.119,WAS,,PHI,W 13-9,0,0,,0,0,0,,0,,,
5,1982,1982-12-05,5,23.126,WAS,,DAL,L 10-24,0,0,,0,0,0,,0,,,
6,1982,1982-12-12,6,23.133,WAS,@,STL,W 12-7,0,0,,0,1,9,9.00,0,0,0,0
7,1982,1982-12-19,7,23.140,WAS,,NYG,W 15-14,0,0,,0,0,0,,0,,,
8,1982,1982-12-26,8,23.147,WAS,@,NOR,W 27-10,0,0,,0,0,0,,0,,,
9,1982,1983-01-02,9,23.154,WAS,,STL,W 28-0,0,0,,0,0,0,,0,,,
10,1983,1983-09-05,1,24.035,WAS,,DAL,L 30-31,0,0,,0,,,,,,,
11,1983,1983-09-11,2,24.041,WAS,@,PHI,W 23-13,0,0,,0,,,,,,,
12,1983,1983-09-18,3,24.048,WAS,,KAN,W 27-12,0,0,,0,,,,,,,
13,1983,1983-09-25,4,24.055,WAS,@,SEA,W 27-17,0,0,,0,,,,,,,
14,1983,1983-10-02,5,24.062,WAS,,RAI,W 37-35,0,0,,0,,,,,,,
15,1983,1983-10-09,6,24.069,WAS,@,STL,W 38-14,0,0,,0,,,,,,,
16,1983,1983-10-17,7,24.077,WAS,@,GNB,L 47-48,0,0,,0,,,,,,,
17,1983,1983-10-23,8,24.083,WAS,,DET,W 38-17,0,0,,0,,,,,,,
18,1983,1983-10-31,9,24.091,WAS,@,SDG,W 27-24,0,0,,0,,,,,,,
19,1983,1983-11-06,10,24.097,WAS,,STL,W 45-7,0,0,,0,,,,,,,
20,1983,1983-11-13,11,24.104,WAS,@,NYG,W 33-17,0,0,,0,,,,,,,
21,1983,1983-11-20,12,24.111,WAS,@,RAM,W 42-20,0,0,,0,,,,,,,
22,1983,1983-11-27,13,24.118,WAS,,PHI,W 28-24,0,0,,0,,,,,,,
23,1983,1983-12-04,14,24.125,WAS,,ATL,W 37-21,1,6,6.00,0,0,0,,0,0,0,0
