ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,24.033,PHI,@,PIT,W 31-25,6,33,5.50,0,0,0,,0
2,1952,1952-10-04,2,24.039,PHI,,NYG,L 7-31,8,77,9.63,1,0,0,,0
3,1952,1952-10-12,3,24.047,PHI,,PIT,W 26-21,11,28,2.55,1,0,0,,0
4,1952,1952-10-19,4,24.054,PHI,,CLE,L 7-49,4,5,1.25,0,1,-1,-1.00,0
5,1952,1952-10-26,5,24.061,PHI,@,NYG,W 14-10,2,4,2.00,0,0,0,,0
6,1952,1952-11-02,6,24.068,PHI,@,GNB,L 10-12,1,2,2.00,0,0,0,,0
7,1952,1952-11-09,7,24.075,PHI,,WAS,W 38-20,3,15,5.00,0,0,0,,0
8,1952,1952-11-23,9,24.089,PHI,@,CLE,W 28-20,3,10,3.33,0,0,0,,0
9,1952,1952-11-30,10,24.096,PHI,@,CRD,L 22-28,2,5,2.50,0,0,0,,0
10,1952,1952-12-07,11,24.103,PHI,,DTX,W 38-21,6,5,0.83,0,0,0,,0
11,1952,1952-12-14,12,24.110,PHI,@,WAS,L 21-27,4,4,1.00,0,0,0,,0
12,1953,1953-09-27,1,25.032,PHI,@,SFO,L 21-31,0,0,,0,1,16,16.00,0
13,1953,1953-10-02,2,25.037,PHI,,WAS,T 21-21,5,42,8.40,0,0,0,,0
14,1953,1953-10-10,3,25.045,PHI,@,CLE,L 13-37,6,11,1.83,0,3,27,9.00,0
15,1953,1953-10-17,4,25.052,PHI,,PIT,W 23-7,3,8,2.67,0,0,0,,0
16,1953,1953-10-25,5,25.060,PHI,@,CRD,W 56-17,3,24,8.00,1,0,0,,0
