ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,23.242,SDG,@,KAN,W 30-16,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
2,1976,1976-09-19,2,23.249,SDG,@,TAM,W 23-0,0,0,,0,2,26,13.00,0,0,0,,0,0,0,,0,0,0
3,1976,1976-09-26,3,23.256,SDG,,STL,W 43-24,0,0,,0,0,0,,0,4,84,21.00,0,0,0,,0,0,0
4,1976,1976-10-03,4,23.263,SDG,@,DEN,L 0-26,0,0,,0,0,0,,0,3,71,23.67,0,0,0,,0,0,0
5,1976,1976-10-10,5,23.270,SDG,,OAK,L 17-27,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
6,1976,1976-10-17,6,23.277,SDG,,HOU,W 30-27,0,0,,0,0,0,,0,3,74,24.67,0,0,0,,0,0,0
7,1976,1976-10-24,7,23.284,SDG,@,CLE,L 17-21,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
8,1976,1976-10-31,8,23.291,SDG,@,PIT,L 0-23,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
9,1976,1976-11-07,9,23.298,SDG,,BAL,L 21-37,0,0,,0,1,28,28.00,1,1,28,28.00,0,0,0,,0,1,6
10,1976,1976-11-14,10,23.305,SDG,,DEN,L 0-17,0,0,,0,0,0,,0,2,42,21.00,0,0,0,,0,0,0
11,1976,1976-11-21,11,23.312,SDG,@,BUF,W 34-13,0,0,,0,0,0,,0,2,41,20.50,0,0,0,,0,0,0
12,1976,1976-11-28,12,23.319,SDG,,KAN,L 20-23,0,0,,0,0,0,,0,2,58,29.00,0,0,0,,0,0,0
13,1976,1976-12-05,13,23.326,SDG,,SFO,W 13-7,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
14,1976,1976-12-12,14,23.333,SDG,@,OAK,L 0-24,0,0,,0,0,0,,0,2,34,17.00,0,0,0,,0,0,0
15,1977,1977-09-18,1,24.247,SDG,@,OAK,L 0-24,,,,,,,,,,,,,,,,,,
16,1977,1977-09-25,2,24.254,SDG,@,KAN,W 23-7,,,,,,,,,,,,,,,,,,
17,1977,1977-10-02,3,24.261,SDG,,CIN,W 24-3,,,,,,,,,,,,,,,,,,
18,1977,1977-10-09,4,24.268,SDG,@,NOR,W 14-0,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
19,1977,1977-10-16,5,24.275,SDG,,NWE,L 20-24,0,0,,0,0,0,,0,2,33,16.50,0,0,0,,0,0,0
20,1977,1977-10-23,6,24.282,SDG,,KAN,L 16-21,,,,,,,,,,,,,,,,,,
21,1977,1977-10-30,7,24.289,SDG,@,MIA,W 14-13,,,,,,,,,,,,,,,,,,
22,1977,1977-11-06,8,24.296,SDG,@,DET,L 0-20,0,0,,0,0,0,,0,1,10,10.00,0,0,0,,0,0,0
23,1977,1977-11-13,9,24.303,SDG,,DEN,L 14-17,0,0,,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
24,1977,1977-11-20,10,24.310,SDG,,OAK,W 12-7,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
25,1977,1977-11-27,11,24.317,SDG,@,SEA,W 30-28,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
