ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,23.218,STL,,CAR,L 13-27,,0,0,,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,,0,0,0.0,,
2,2007,2007-09-16,2,23.225,STL,,SFO,L 16-17,,0,0,,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,,0,0,0.0,,
3,2007,2007-09-23,3,23.232,STL,@,TAM,L 3-24,,4,21,5.25,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,,
4,2007,2007-09-30,4,23.239,STL,@,DAL,L 7-35,*,16,58,3.63,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,,0,0,0.0,,
5,2007,2007-10-07,5,23.246,STL,,ARI,L 31-34,*,18,102,5.67,0,6,5,33,6.60,0,83.3%,5.50,0,0,,0,,0,0,0.0,,
6,2007,2007-10-14,6,23.253,STL,@,BAL,L 3-22,*,12,18,1.50,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,,0,0,0.0,,
7,2007,2007-10-21,7,23.260,STL,@,SEA,L 6-33,*,12,44,3.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
8,2007,2007-10-28,8,23.267,STL,,CLE,L 20-27,,15,33,2.20,0,4,3,31,10.33,0,75.0%,7.75,0,0,,0,,0,0,0.0,,
9,2007,2007-11-11,9,23.281,STL,@,NOR,W 37-29,,2,6,3.00,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,,
10,2007,2007-11-18,10,23.288,STL,@,SFO,W 13-9,,1,4,4.00,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,,
11,2007,2007-11-25,11,23.295,STL,,SEA,L 19-24,*,0,0,,0,3,2,0,0.00,0,66.7%,0.00,0,0,,0,,0,0,0.0,,
12,2007,2007-12-02,12,23.302,STL,,ATL,W 28-16,,0,0,,0,3,3,23,7.67,0,100.0%,7.67,0,0,,0,,0,0,0.0,,
13,2007,2007-12-09,13,23.309,STL,@,CIN,L 10-19,*,1,2,2.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,,0,0,0.0,,
14,2007,2007-12-16,14,23.316,STL,,GNB,L 14-33,*,0,0,,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,,
15,2007,2007-12-20,15,23.320,STL,,PIT,L 24-41,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
16,2007,2007-12-30,16,23.330,STL,@,ARI,L 19-48,,5,15,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,,
17,2008,2008-09-28,4,24.238,STL,,BUF,L 14-31,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
18,2008,2008-10-12,5,24.252,STL,@,WAS,W 19-17,,,,,,,,,,,0.0%,,,,,,,,,,,
19,2009,2009-09-13,1,25.222,CIN,,DEN,L 7-12,,2,6,3.00,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
20,2009,2009-09-20,2,25.229,CIN,@,GNB,W 31-24,,0,0,,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
21,2009,2009-09-27,3,25.236,CIN,,PIT,W 23-20,,0,0,,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,1,0,2,0.0,0,0
22,2009,2009-10-04,4,25.243,CIN,@,CLE,W 23-20,,1,4,4.00,0,7,6,28,4.67,0,85.7%,4.00,0,0,,0,,0,0,0.0,0,0
23,2009,2009-10-11,5,25.250,CIN,@,BAL,W 17-14,,1,1,1.00,0,3,3,30,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,1,0
24,2009,2009-11-08,8,25.278,CIN,,BAL,W 17-7,,3,11,3.67,0,3,3,19,6.33,0,100.0%,6.33,0,0,,0,,0,0,0.0,0,0
25,2009,2009-11-15,9,25.285,CIN,@,PIT,W 18-12,,4,8,2.00,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
26,2009,2009-11-22,10,25.292,CIN,@,OAK,L 17-20,*,13,36,2.77,0,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
27,2009,2009-11-29,11,25.299,CIN,,CLE,W 16-7,,1,1,1.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,,0,0,0.0,0,0
