ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.053,RAM,@,GNB,L 23-35,2,2,1.00,0,1,11,11.00,0,0,0,,0,0,0
2,1982,1982-09-19,2,22.060,RAM,,DET,L 14-19,4,18,4.50,0,2,5,2.50,0,0,0,,0,0,0
3,1982,1982-11-21,3,22.123,RAM,@,ATL,L 17-34,2,4,2.00,0,1,0,0.00,0,4,113,28.25,0,0,0
4,1982,1982-11-28,4,22.130,RAM,,KAN,W 20-14,0,0,,0,0,0,,0,3,22,7.33,0,0,0
5,1982,1982-12-02,5,22.134,RAM,,SFO,L 24-30,0,0,,0,0,0,,0,4,99,24.75,0,0,0
6,1982,1982-12-12,6,22.144,RAM,,DEN,L 24-27,0,0,,0,0,0,,0,3,62,20.67,0,0,0
7,1982,1982-12-18,7,22.150,RAM,@,RAI,L 31-37,0,0,,0,0,0,,0,3,115,38.33,0,0,0
8,1982,1982-12-26,8,22.158,RAM,,CHI,L 26-34,0,0,,0,0,0,,0,4,77,19.25,0,0,0
9,1982,1983-01-02,9,22.165,RAM,@,SFO,W 21-20,0,0,,0,0,0,,0,1,14,14.00,0,0,0
10,1983,1983-09-11,2,23.052,RAM,,NOR,W 30-27,5,23,4.60,0,0,0,,0,3,56,18.67,0,0,0
11,1983,1983-09-18,3,23.059,RAM,@,GNB,L 24-27,4,16,4.00,0,0,0,,0,1,21,21.00,0,0,0
12,1983,1983-09-25,4,23.066,RAM,@,NYJ,L 24-27,3,4,1.33,0,0,0,,0,2,37,18.50,0,0,0
13,1983,1983-10-02,5,23.073,RAM,,DET,W 21-10,9,40,4.44,0,1,9,9.00,0,1,20,20.00,0,0,0
14,1983,1983-10-09,6,23.080,RAM,@,SFO,W 10-7,4,43,10.75,0,0,0,,0,1,13,13.00,0,0,0
15,1983,1983-10-16,7,23.087,RAM,,ATL,W 27-21,2,18,9.00,0,0,0,,0,1,0,0.00,0,0,0
16,1983,1983-10-23,8,23.094,RAM,,SFO,L 35-45,2,5,2.50,0,0,0,,0,2,67,33.50,0,0,0
17,1983,1983-10-30,9,23.101,RAM,@,MIA,L 14-30,5,13,2.60,0,1,8,8.00,0,0,0,,0,0,0
