ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
14,2006,2006-10-22,6,23.343,HOU,,JAX,W 27-7,*,10,27,2.70,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
15,2006,2006-11-12,9,23.364,HOU,@,JAX,W 13-10,,17,67,3.94,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
16,2006,2006-11-19,10,24.006,HOU,,BUF,L 21-24,,10,69,6.90,1,5,5,30,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
17,2006,2006-11-26,11,24.013,HOU,@,NYJ,L 11-26,,3,4,1.33,0,3,1,-4,-4.00,0,33.3%,-1.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
18,2007,2007-09-23,3,24.314,HOU,,IND,L 24-30,,6,12,2.00,1,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
19,2007,2007-09-30,4,24.321,HOU,@,ATL,L 16-26,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
20,2007,2007-10-07,5,24.328,HOU,,MIA,W 22-19,,8,19,2.38,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
21,2007,2007-10-14,6,24.335,HOU,@,JAX,L 17-37,,4,15,3.75,0,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
22,2007,2007-11-26,11,25.013,MIA,@,PIT,L 0-3,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
23,2007,2007-12-02,12,25.019,MIA,,NYJ,L 13-40,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
24,2007,2007-12-09,13,25.026,MIA,@,BUF,L 17-38,*,12,52,4.33,2,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
25,2007,2007-12-16,14,25.033,MIA,,BAL,W 22-16,*,18,43,2.39,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
26,2007,2007-12-23,15,25.040,MIA,@,NWE,L 7-28,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
27,2007,2007-12-30,16,25.047,MIA,,CIN,L 25-38,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
28,2008,2008-11-09,9,25.362,STL,@,NYJ,L 3-47,,2,4,2.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
29,2009,2009-09-13,1,26.304,STL,@,SEA,L 0-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0,0.0,0,0
30,2009,2009-09-20,2,26.311,STL,@,WAS,L 7-9,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
31,2009,2009-09-27,3,26.318,STL,,GNB,L 17-36,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
32,2009,2009-10-04,4,26.325,STL,@,SFO,L 0-35,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
33,2009,2009-10-11,5,26.332,STL,,MIN,L 10-38,,3,16,5.33,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
34,2009,2009-10-18,6,26.339,STL,@,JAX,L 20-23,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
35,2009,2009-10-25,7,26.346,STL,,IND,L 6-42,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
36,2009,2009-11-01,8,26.353,STL,@,DET,W 17-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,1
37,2009,2009-11-15,9,27.002,STL,,NOR,L 23-28,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,1,0
38,2009,2009-11-22,10,27.009,STL,,ARI,L 13-21,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
39,2009,2009-11-29,11,27.016,STL,,SEA,L 17-27,,1,-1,-1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
40,2009,2009-12-06,12,27.023,STL,@,CHI,L 9-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
41,2009,2009-12-13,13,27.030,STL,@,TEN,L 7-47,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
42,2009,2009-12-20,14,27.037,STL,,HOU,L 13-16,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,0,0
43,2009,2009-12-27,15,27.044,STL,@,ARI,L 10-31,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
