ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2004,2004-09-13,1,24.167,CAR,,GNB,L 14-24,*,2,,,,,0.0%,,,,,,,,,,
2,2004,2004-09-19,2,24.173,CAR,@,KAN,W 28-17,*,1,,,,,0.0%,,,,,,,,,,
3,2004,2004-10-03,3,24.187,CAR,,ATL,L 10-27,,1,,,,,0.0%,,,,,,,,,,
4,2004,2004-10-10,4,24.194,CAR,@,DEN,L 17-20,*,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
5,2004,2004-10-17,5,24.201,CAR,@,PHI,L 8-30,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,,
6,2004,2004-10-24,6,24.208,CAR,,SDG,L 6-17,*,4,1,14,14.00,0,25.0%,3.50,0,0,,0,0,0,0.0,,
7,2004,2004-10-31,7,24.215,CAR,@,SEA,L 17-23,*,1,,,,,0.0%,,,,,,,,,,
8,2004,2004-11-14,9,24.229,CAR,@,SFO,W 37-27,,,,,,,0.0%,,,,,,,,,,
9,2004,2004-11-21,10,24.236,CAR,,ARI,W 35-10,,1,,,,,0.0%,,,,,,,,,,
10,2004,2004-11-28,11,24.243,CAR,,TAM,W 21-14,,,,,,,0.0%,,,,,,,,,,
11,2004,2004-12-05,12,24.250,CAR,@,NOR,W 32-21,,,,,,,0.0%,,,,,,,,,,
12,2004,2004-12-12,13,24.257,CAR,,STL,W 20-7,,,,,,,0.0%,,,,,,,,,,
13,2004,2004-12-18,14,24.263,CAR,@,ATL,L 31-34,,,,,,,0.0%,,,,,,,,,,
14,2004,2004-12-26,15,24.271,CAR,@,TAM,W 37-20,,,,,,,0.0%,,,,,,,,,,
15,2004,2005-01-02,16,24.278,CAR,,NOR,L 18-21,,,,,,,0.0%,,,,,,,,,,
16,2005,2005-10-03,4,25.187,CAR,,GNB,W 32-29,,2,2,42,21.00,1,100.0%,21.00,0,0,,0,1,6,0.0,,
17,2005,2005-10-09,5,25.193,CAR,@,ARI,W 24-20,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,,
18,2005,2005-10-16,6,25.200,CAR,@,DET,W 21-20,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
19,2005,2005-10-30,7,25.214,CAR,,MIN,W 38-13,,2,2,67,33.50,0,100.0%,33.50,1,13,13.00,0,0,0,0.0,,
20,2005,2005-11-06,8,25.221,CAR,@,TAM,W 34-14,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
