ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
48,2011,2011-09-19,2,26.346,NYG,,STL,W 28-16,,2,2,29,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,1,4,4.00,0,,1,6,0.0,0,0
49,2012,2012-09-05,1,27.333,NYG,,DAL,L 17-24,,5,3,55,18.33,0,60.0%,11.00,0,0,,0,0,0,,0,1,5,5.00,0,,0,0,0.0,0,0
50,2012,2012-09-16,2,27.344,NYG,,TAM,W 41-34,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2012,2012-09-30,4,27.358,NYG,@,PHI,L 17-19,*,11,6,114,19.00,0,54.5%,10.36,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2012,2012-10-07,5,27.365,NYG,,CLE,W 41-27,*,8,5,55,11.00,0,62.5%,6.88,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2012,2012-10-14,6,28.006,NYG,@,SFO,W 26-3,,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2012,2012-10-21,7,28.013,NYG,,WAS,W 27-23,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2012,2012-10-28,8,28.020,NYG,@,DAL,W 29-24,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2012,2012-11-04,9,28.027,NYG,,PIT,L 20-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2012,2012-11-11,10,28.034,NYG,@,CIN,L 13-31,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2012,2012-12-09,13,28.062,NYG,,NOR,W 52-27,,4,3,30,10.00,1,75.0%,7.50,0,0,,0,0,0,,0,2,19,9.50,0,,1,6,0.0,0,0
59,2012,2012-12-16,14,28.069,NYG,@,ATL,L 0-34,,6,5,80,16.00,0,83.3%,13.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2012,2012-12-23,15,28.076,NYG,@,BAL,L 14-33,,5,3,36,12.00,1,60.0%,7.20,0,0,,0,0,0,,0,2,12,6.00,0,,1,6,0.0,0,0
61,2012,2012-12-30,16,28.083,NYG,,PHI,W 42-7,,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2013,2013-09-15,2,28.342,CAR,@,BUF,L 23-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
63,2013,2013-09-22,3,28.349,CAR,,NYG,W 38-0,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
64,2013,2013-10-06,4,28.363,CAR,@,ARI,L 6-22,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
65,2013,2013-10-13,5,29.005,CAR,@,MIN,W 35-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
66,2013,2013-10-20,6,29.012,CAR,,STL,W 30-15,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
67,2013,2013-10-24,7,29.016,CAR,@,TAM,W 31-13,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2013,2013-11-03,8,29.026,CAR,,ATL,W 34-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
69,2013,2013-11-10,9,29.033,CAR,@,SFO,W 10-9,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
70,2013,2013-11-18,10,29.041,CAR,,NWE,W 24-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
71,2013,2013-11-24,11,29.047,CAR,@,MIA,W 20-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
72,2013,2013-12-01,12,29.054,CAR,,TAM,W 27-6,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
73,2013,2013-12-08,13,29.061,CAR,@,NOR,L 13-31,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,,
74,2013,2013-12-15,14,29.068,CAR,,NYJ,W 30-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
75,2013,2013-12-22,15,29.075,CAR,,NOR,W 17-13,,3,2,18,9.00,1,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
76,2013,2013-12-29,16,29.082,CAR,@,ATL,W 21-20,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,2,0
