ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1962,1962-09-16,1,22.092,STL,@,PHI,W 27-21,3,55,18.33,0,1,0,0.00,0
2,1962,1962-09-23,2,22.099,STL,@,GNB,L 0-17,2,39,19.50,0,1,2,2.00,0
3,1962,1962-09-30,3,22.106,STL,@,WAS,L 14-24,2,57,28.50,0,2,18,9.00,0
4,1962,1962-10-07,4,22.113,STL,,NYG,L 14-31,1,31,31.00,0,1,11,11.00,0
5,1962,1962-10-14,5,22.120,STL,,WAS,T 17-17,2,41,20.50,0,1,1,1.00,0
6,1962,1962-10-21,6,22.127,STL,,CLE,L 7-34,4,128,32.00,0,0,0,,0
7,1962,1962-10-28,7,22.134,STL,@,DAL,W 28-24,2,43,21.50,0,1,14,14.00,0
