ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2011,2011-09-11,1,22.000,TEN,@,JAX,L 14-16,,3,10,3.33,0,1,1,21,21.00,0,100.0%,21.00,0,0
2,2011,2011-09-25,3,22.014,TEN,,DEN,W 17-14,,,,,,,,,,,0.0%,,,
3,2011,2011-10-02,4,22.021,TEN,@,CLE,W 31-13,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
4,2011,2011-10-09,5,22.028,TEN,@,PIT,L 17-38,,,,,,0,,,,,0.0%,,,
5,2011,2011-10-23,6,22.042,TEN,,HOU,L 7-41,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0
6,2011,2011-10-30,7,22.049,TEN,,IND,W 27-10,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
7,2011,2011-11-06,8,22.056,TEN,,CIN,L 17-24,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0
8,2011,2011-11-13,9,22.063,TEN,@,CAR,W 30-3,,,,,,,,,,,0.0%,,,
9,2011,2011-11-20,10,22.070,TEN,@,ATL,L 17-23,,,,,,,,,,,0.0%,,,
10,2011,2011-12-04,12,22.084,TEN,@,BUF,W 23-17,,,,,,,,,,,0.0%,,,
11,2011,2011-12-11,13,22.091,TEN,,NOR,L 17-22,,,,,,0,,,,,0.0%,,,
12,2011,2011-12-18,14,22.098,TEN,@,IND,L 13-27,,2,3,1.50,0,1,1,2,2.00,0,100.0%,2.00,0,0
13,2011,2011-12-24,15,22.104,TEN,,JAX,W 23-17,,4,6,1.50,1,1,1,5,5.00,0,100.0%,5.00,1,6
14,2011,2012-01-01,16,22.112,TEN,@,HOU,W 23-22,,4,19,4.75,0,2,1,4,4.00,0,50.0%,2.00,0,0
15,2012,2012-09-09,1,22.364,TEN,,NWE,L 13-34,,1,3,3.00,0,1,1,8,8.00,0,100.0%,8.00,0,0
16,2012,2012-09-23,3,23.012,TEN,,DET,W 44-41,,,,,,,,,,,0.0%,,,
17,2012,2012-10-11,6,23.030,TEN,,PIT,W 26-23,,2,1,0.50,1,0,0,0,,0,0.0%,,1,6
18,2012,2012-10-21,7,23.040,TEN,@,BUF,W 35-34,,7,8,1.14,2,0,0,0,,0,0.0%,,2,12
19,2012,2012-10-28,8,23.047,TEN,,IND,L 13-19,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
20,2012,2012-11-04,9,23.054,TEN,,CHI,L 20-51,,0,0,,0,0,0,0,,0,0.0%,,0,0
21,2012,2012-11-11,10,23.061,TEN,@,MIA,W 37-3,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0
22,2012,2012-12-09,13,23.089,TEN,@,IND,L 23-27,,,,,,,,,,,0.0%,,,
23,2012,2012-12-17,14,23.097,TEN,,NYJ,W 14-10,,,,,,,,,,,0.0%,,,
24,2012,2012-12-23,15,23.103,TEN,@,GNB,L 7-55,,6,19,3.17,0,0,0,0,,0,0.0%,,0,0
