ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-11-17,11,21.299,NYG,@,ARI,L 23-31,3,1,33,33.00,0,33.3%,11.00,0,0,,0,0,0
2,1996,1996-11-24,12,21.306,NYG,,DAL,W 20-6,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
3,1996,1996-12-01,13,21.313,NYG,@,PHI,L 0-24,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
4,1996,1996-12-21,16,21.333,NYG,,NWE,L 22-23,2,1,35,35.00,0,50.0%,17.50,2,27,13.50,0,0,0
5,1997,1997-09-14,3,22.234,NYG,,BAL,L 23-24,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0
6,1997,1997-09-21,4,22.241,NYG,@,STL,L 3-13,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0
7,1997,1997-09-28,5,22.248,NYG,,NOR,W 14-9,7,3,62,20.67,1,42.9%,8.86,0,0,,0,1,6
8,1997,1997-10-05,6,22.255,NYG,,DAL,W 20-17,5,2,33,16.50,0,40.0%,6.60,1,4,4.00,0,0,0
9,1997,1997-10-12,7,22.262,NYG,@,ARI,W 27-13,4,0,0,,0,0.0%,0.00,2,26,13.00,0,0,0
10,1997,1997-10-19,8,22.269,NYG,@,DET,W 26-20,3,0,0,,0,0.0%,0.00,0,0,,0,,
11,1997,1997-10-26,9,22.276,NYG,,CIN,W 29-27,7,5,100,20.00,0,71.4%,14.29,0,0,,0,0,0
12,1997,1997-11-09,10,22.290,NYG,@,TEN,L 6-10,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0
13,1997,1997-11-16,11,22.297,NYG,,ARI,W 19-10,2,0,0,,0,0.0%,0.00,0,0,,0,,
14,1997,1997-11-23,12,22.304,NYG,@,WAS,T 7-7,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
15,1997,1997-11-30,13,22.311,NYG,,TAM,L 8-20,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0
16,1997,1997-12-07,14,22.318,NYG,@,PHI,W 31-21,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
17,1997,1997-12-13,15,22.324,NYG,,WAS,W 30-10,,0,0,,0,0.0%,,0,0,,0,,
18,1997,1997-12-21,16,22.332,NYG,@,DAL,W 20-7,4,0,0,,0,0.0%,0.00,0,0,,0,,
