ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-21,3,21.307,PHI,,DEN,L 7-33,,,,,,
2,1986,1986-09-28,4,21.314,PHI,,RAM,W 34-20,,,,,,
3,1986,1986-10-05,5,21.321,PHI,@,ATL,W 16-0,,,,,,
4,1986,1986-10-12,6,21.328,PHI,@,NYG,L 3-35,,,,,,
5,1986,1986-10-19,7,21.335,PHI,,DAL,L 14-17,,,,,,
6,1986,1986-10-26,8,21.342,PHI,,SDG,W 23-7,,,,,,
7,1986,1986-11-02,9,21.349,PHI,@,STL,L 10-13,,,,,,
8,1986,1986-11-09,10,21.356,PHI,,NYG,L 14-17,,,,,,
9,1986,1986-11-16,11,21.363,PHI,,DET,L 11-13,0,0,1.0,1,4,0
10,1986,1986-11-23,12,22.005,PHI,@,SEA,L 20-24,,,,,,
11,1986,1986-11-30,13,22.012,PHI,@,RAI,W 33-27,,,,,,
12,1986,1986-12-07,14,22.019,PHI,,STL,T 10-10,,,,,,
13,1986,1986-12-14,15,22.026,PHI,@,DAL,W 23-21,,,,,,
14,1986,1986-12-21,16,22.033,PHI,,WAS,L 14-21,0,0,1.0,0,0,0
15,1987,1987-09-13,1,22.299,PHI,@,WAS,L 24-34,,,,,,
16,1987,1987-09-20,2,22.306,PHI,,NOR,W 27-17,,,,,,
17,1987,1987-10-25,6,22.341,PHI,,DAL,W 37-20,0,0,1.0,0,0,0
18,1987,1987-11-01,7,22.348,PHI,@,STL,W 28-23,0,0,1.0,0,0,0
19,1987,1987-11-08,8,22.355,PHI,,WAS,W 31-27,,,,,,
20,1987,1987-11-15,9,22.362,PHI,,NYG,L 17-20,0,0,1.0,1,13,0
21,1987,1987-11-22,10,23.004,PHI,,STL,L 19-31,,,,,,
22,1987,1987-11-29,11,23.011,PHI,@,NWE,W 34-31,0,0,0.0,1,29,0
23,1987,1987-12-06,12,23.018,PHI,@,NYG,L 20-23,0,0,1.0,0,0,0
24,1987,1987-12-13,13,23.025,PHI,,MIA,L 10-28,,,,,,
25,1987,1987-12-20,14,23.032,PHI,@,NYJ,W 38-27,,,,,,
26,1987,1987-12-27,15,23.039,PHI,,BUF,W 17-7,,,,,,
27,1988,1988-09-04,1,23.291,PHI,@,TAM,W 41-14,0,0,0.0,1,26,0
28,1988,1988-09-11,2,23.298,PHI,,CIN,L 24-28,,,,,,
29,1988,1988-09-18,3,23.305,PHI,@,WAS,L 10-17,,,,,,
30,1988,1988-09-25,4,23.312,PHI,@,MIN,L 21-23,0,0,1.0,1,19,0
31,1988,1988-10-02,5,23.319,PHI,,HOU,W 32-23,,,,,,
32,1988,1988-10-10,6,23.327,PHI,,NYG,W 24-13,,,,,,
33,1988,1988-10-16,7,23.333,PHI,@,CLE,L 3-19,,,,,,
34,1988,1988-10-23,8,23.340,PHI,,DAL,W 24-23,,,,,,
35,1988,1988-10-30,9,23.347,PHI,,ATL,L 24-27,,,,,,
36,1988,1988-11-06,10,23.354,PHI,,RAM,W 30-24,0,0,1.0,0,0,0
37,1988,1988-11-13,11,23.361,PHI,@,PIT,W 27-26,,,,,,
38,1988,1988-11-20,12,24.002,PHI,@,NYG,W 23-17,0,0,1.0,1,30,0
39,1988,1988-11-27,13,24.009,PHI,,PHO,W 31-21,0,0,0.5,0,0,0
40,1988,1988-12-04,14,24.016,PHI,,WAS,L 19-20,0,0,0.0,1,21,0
41,1988,1988-12-10,15,24.022,PHI,@,PHO,W 23-17,,,,,,
42,1988,1988-12-18,16,24.030,PHI,@,DAL,W 23-7,,,,,,
43,1989,1989-09-10,1,24.296,PHI,,SEA,W 31-7,,,,,,
44,1989,1989-09-17,2,24.303,PHI,@,WAS,W 42-37,,,,,,
45,1989,1989-09-24,3,24.310,PHI,,SFO,L 28-38,,,,,,
46,1989,1989-10-02,4,24.318,PHI,@,CHI,L 13-27,,,,,,
47,1989,1989-10-08,5,24.324,PHI,,NYG,W 21-19,0,0,1.0,0,0,0
48,1989,1989-10-15,6,24.331,PHI,@,PHO,W 17-5,0,0,0.0,1,0,0
49,1989,1989-10-22,7,24.338,PHI,,RAI,W 10-7,0,0,2.0,0,0,0
50,1989,1989-10-29,8,24.345,PHI,@,DEN,W 28-24,,,,,,
51,1989,1989-11-05,9,24.352,PHI,@,SDG,L 17-20,,,,,,
52,1989,1989-11-12,10,24.359,PHI,,WAS,L 3-10,,,,,,
53,1989,1989-11-19,11,25.001,PHI,,MIN,W 10-9,,,,,,
54,1989,1989-12-10,14,25.022,PHI,,DAL,W 20-10,,,,,,
55,1989,1989-12-18,15,25.030,PHI,@,NOR,L 20-30,0,0,1.0,0,0,0
56,1989,1989-12-24,16,25.036,PHI,,PHO,W 31-14,0,0,1.0,0,0,0
57,1990,1990-09-09,1,25.295,PHI,@,NYG,L 20-27,,,,,,
58,1990,1990-09-16,2,25.302,PHI,,PHO,L 21-23,,,,,,
59,1990,1990-09-23,3,25.309,PHI,@,RAM,W 27-21,,,,,,
60,1990,1990-09-30,4,25.316,PHI,,IND,L 23-24,,,,,,
61,1990,1990-10-15,5,25.331,PHI,,MIN,W 32-24,0,0,1.0,0,0,0
62,1990,1990-10-21,6,25.337,PHI,@,WAS,L 7-13,,,,,,
63,1990,1990-10-28,7,25.344,PHI,@,DAL,W 21-20,,,,,,
64,1990,1990-11-04,8,25.351,PHI,,NWE,W 48-20,0,0,2.0,0,0,0
65,1990,1990-11-12,9,25.359,PHI,,WAS,W 28-14,,,,,,
