ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,2000-01-02,16,22.181,WAS,,MIA,W 21-10,,,,,,,0.0%,,,,,,,,,,,
2,2000,2000-10-15,7,23.102,WAS,,BAL,W 10-3,,,,,,,0.0%,,,,,,,,,,,
3,2000,2000-10-22,8,23.109,WAS,@,JAX,W 35-16,,,,,,,0.0%,,,,,,,,,,,
4,2000,2000-11-05,10,23.123,WAS,@,ARI,L 15-16,,,,,,,0.0%,,,,,,,,,,,
5,2000,2000-12-24,16,23.172,WAS,,ARI,W 20-3,,,,,,,0.0%,,,,,,,,,,,
6,2001,2001-09-09,1,24.066,WAS,@,SDG,L 3-30,,,,,,,0.0%,,,,,,,,,,,
7,2001,2001-09-24,2,24.081,WAS,@,GNB,L 0-37,,0,0,0,,0,0.0%,,0,0,,0,2,17,8.50,0,0,0
8,2001,2001-09-30,3,24.087,WAS,,KAN,L 13-45,,,,,,,0.0%,,,,,,,,,,,
9,2001,2001-10-07,4,24.094,WAS,@,NYG,L 9-23,,,,,,,0.0%,,,,,,,,,,,
10,2001,2001-10-15,5,24.102,WAS,@,DAL,L 7-9,,,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0,0
11,2001,2001-10-21,6,24.108,WAS,,CAR,W 17-14,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0
12,2001,2001-10-28,7,24.115,WAS,,NYG,W 35-21,,2,1,31,31.00,1,50.0%,15.50,0,0,,0,0,0,,0,1,6
13,2001,2001-11-04,8,24.122,WAS,,SEA,W 27-14,,1,,,,,0.0%,,,,,,,,,,,
14,2001,2001-11-18,9,24.136,WAS,@,DEN,W 17-10,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
15,2001,2001-11-25,10,24.143,WAS,@,PHI,W 13-3,,,,,,,0.0%,,,,,,,,,,,
16,2001,2001-12-02,11,24.150,WAS,,DAL,L 14-20,,0,,,,,0.0%,,,,,,,,,,,
17,2001,2001-12-09,12,24.157,WAS,@,ARI,W 20-10,,,,,,,0.0%,,,,,,,,,,,
18,2001,2001-12-16,13,24.164,WAS,,PHI,L 6-20,,0,,,,,0.0%,,,,,,,,,,,
19,2001,2001-12-23,14,24.171,WAS,,CHI,L 15-20,,,,,,,0.0%,,,,,,,,,,,
