ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1994,1994-09-04,1,22.072,PHI,@,NYG,L 23-28,,0,0,,0,0,0,,0,0,0,,,,,,6,251,41.83,0
2,1994,1994-09-12,2,22.080,PHI,,CHI,W 30-22,,0,0,,0,0,0,,0,0,0,,,,,,4,125,31.25,0
3,1994,1994-09-18,3,22.086,PHI,,GNB,W 13-7,,0,0,,0,0,0,,0,0,0,,,,,,7,280,40.00,0
4,1994,1994-10-02,4,22.100,PHI,@,SFO,W 40-8,,0,0,,0,0,0,,0,0,0,,,,,,3,119,39.67,0
5,1994,1994-10-09,5,22.107,PHI,,WAS,W 21-17,,0,0,,0,0,0,,0,0,0,,,,,,5,176,35.20,0
6,1996,1996-09-01,1,24.069,MIN,,DET,W 17-13,,0,0,,0,0,0,,0,0,0,,,,,,8,337,42.13,0
7,1996,1996-09-08,2,24.076,MIN,@,ATL,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
8,1996,1996-09-15,3,24.083,MIN,@,CHI,W 20-14,,0,0,,0,0,0,,0,0,0,,,,,,9,313,34.78,0
9,1996,1996-09-22,4,24.090,MIN,,GNB,W 30-21,,0,0,,0,0,0,,0,0,0,,,,,,6,275,45.83,0
10,1996,1996-09-29,5,24.097,MIN,@,NYG,L 10-15,,0,0,,0,0,0,,0,0,0,,,,,,7,275,39.29,0
11,1996,1996-10-06,6,24.104,MIN,,CAR,W 14-12,,0,0,,0,0,0,,0,0,0,,,,,,4,159,39.75,1
12,1996,1996-10-13,7,24.111,MIN,@,TAM,L 13-24,,0,0,,0,0,0,,0,0,0,,,,,,3,145,48.33,0
13,1996,1996-10-28,8,24.126,MIN,,CHI,L 13-15,,0,0,,0,0,0,,0,0,0,,,,,,3,125,41.67,1
