ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1998,1998-12-27,16,27.188,STL,@,SFO,L 19-38,,4,11,36.36,39,0,0,47.2,0,0,3.55,3.55,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
2,1999,1999-09-12,1,28.082,STL,,BAL,W 27-10,*,28,44,63.64,309,3,2,88.2,3,25,7.02,6.34,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
3,1999,1999-09-26,2,28.096,STL,,ATL,W 35-7,*,17,25,68.00,275,3,0,144.2,0,0,11.00,13.40,2,7,3.50,1,0,0,0,,0,0.0%,,1,6,0.0,,
4,1999,1999-10-03,3,28.103,STL,@,CIN,W 38-10,*,17,21,80.95,310,3,0,158.3,2,11,14.76,17.62,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
5,1999,1999-10-10,4,28.110,STL,,SFO,W 42-20,*,20,23,86.96,323,5,1,140.2,1,9,14.04,16.43,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
6,1999,1999-10-17,5,28.117,STL,@,ATL,W 41-13,*,13,20,65.00,111,1,0,96.0,2,17,5.55,6.55,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
7,1999,1999-10-24,6,28.124,STL,,CLE,W 34-3,*,23,29,79.31,203,3,0,130.3,1,0,7.00,9.07,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
8,1999,1999-10-31,7,28.131,STL,@,TEN,L 21-24,*,29,46,63.04,328,3,0,106.1,6,41,7.13,8.43,2,22,11.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
9,1999,1999-11-07,8,28.138,STL,@,DET,L 27-31,*,25,42,59.52,305,3,2,85.9,4,30,7.26,6.55,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
10,1999,1999-11-14,9,28.145,STL,,CAR,W 35-10,*,19,29,65.52,284,2,1,106.1,0,0,9.79,9.62,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
11,1999,1999-11-21,10,28.152,STL,@,SFO,W 23-7,*,22,40,55.00,201,1,1,66.8,3,20,5.03,4.40,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
12,1999,1999-11-28,11,28.159,STL,,NOR,W 43-12,*,15,27,55.56,213,2,0,105.9,2,18,7.89,9.37,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
13,1999,1999-12-05,12,28.166,STL,@,CAR,W 34-21,*,22,31,70.97,351,3,2,113.8,1,5,11.32,10.35,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
14,1999,1999-12-12,13,28.173,STL,@,NOR,W 30-14,*,21,31,67.74,346,2,1,113.1,1,10,11.16,11.00,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
15,1999,1999-12-19,14,28.180,STL,,NYG,W 31-10,*,18,32,56.25,319,2,0,111.3,1,0,9.97,11.22,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
16,1999,1999-12-26,15,28.187,STL,,CHI,W 34-12,*,24,35,68.57,334,3,1,115.7,0,0,9.54,9.97,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
17,1999,2000-01-02,16,28.194,STL,@,PHI,L 31-38,*,12,24,50.00,141,2,2,61.3,2,15,5.88,3.79,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
18,2000,2000-09-04,1,29.074,STL,,DEN,W 41-36,*,25,35,71.43,441,3,3,106.5,2,8,12.60,10.46,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
19,2000,2000-09-10,2,29.080,STL,@,SEA,W 37-34,*,35,47,74.47,386,1,1,96.6,1,7,8.21,7.68,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
20,2000,2000-09-17,3,29.087,STL,,SFO,W 41-24,*,23,34,67.65,394,2,2,101.8,1,5,11.59,10.12,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
21,2000,2000-09-24,4,29.094,STL,@,ATL,W 41-20,*,12,19,63.16,336,4,1,124.5,3,15,17.68,19.53,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
22,2000,2000-10-01,5,29.101,STL,,SDG,W 57-31,*,24,30,80.00,390,4,0,158.3,2,14,13.00,15.67,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
23,2000,2000-10-15,6,29.115,STL,,ATL,W 45-29,*,24,40,60.00,313,3,1,99.3,3,11,7.83,8.20,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
