ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,22.154,DET,@,NOR,L 27-45,*,,1,6,0.0,6,0,0,0,0
2,2009,2009-09-20,2,22.161,DET,,MIN,L 13-27,*,,0,0,0.0,4,2,0,0,0
3,2009,2009-09-27,3,22.168,DET,,WAS,W 19-14,*,,0,0,0.0,4,1,0,0,0
4,2009,2009-10-04,4,22.175,DET,@,CHI,L 24-48,*,,0,0,1.0,3,1,0,0,0
5,2009,2009-10-11,5,22.182,DET,,PIT,L 20-28,*,,0,0,0.0,5,0,0,0,0
6,2009,2009-10-18,6,22.189,DET,@,GNB,L 0-26,*,,0,0,0.0,7,2,0,0,0
7,2009,2009-11-01,7,22.203,DET,,STL,L 10-17,*,,0,0,0.0,4,1,0,0,0
8,2009,2009-11-08,8,22.210,DET,@,SEA,L 20-32,*,,0,0,0.0,2,3,1,29,0
9,2009,2009-11-22,10,22.224,DET,,CLE,W 38-37,*,,0,0,0.0,6,2,0,0,0
10,2009,2009-11-26,11,22.228,DET,,GNB,L 12-34,*,1,0,2,0.0,4,2,0,0,0
11,2009,2009-12-06,12,22.238,DET,@,CIN,L 13-23,*,,0,0,0.0,5,6,0,0,0
12,2009,2009-12-13,13,22.245,DET,@,BAL,L 3-48,*,,0,0,0.0,1,1,0,0,0
13,2009,2009-12-20,14,22.252,DET,,ARI,L 24-31,*,,1,6,0.0,3,5,1,101,1
14,2009,2009-12-27,15,22.259,DET,@,SFO,L 6-20,*,,0,0,0.0,5,2,0,0,0
15,2009,2010-01-03,16,22.266,DET,,CHI,L 23-37,*,,0,0,0.0,4,1,0,0,0
16,2010,2010-09-12,1,23.153,DET,@,CHI,L 14-19,*,,0,0,0.0,8,0,0,0,0
17,2010,2010-09-19,2,23.160,DET,,PHI,L 32-35,*,,0,0,1.0,6,1,0,0,0
18,2010,2010-09-26,3,23.167,DET,@,MIN,L 10-24,*,,0,0,0.0,3,1,0,0,0
19,2010,2010-10-03,4,23.174,DET,@,GNB,L 26-28,*,,0,0,1.0,5,1,0,0,0
20,2010,2010-10-10,5,23.181,DET,,STL,W 44-6,*,,0,0,0.0,5,3,0,0,0
21,2010,2010-10-17,6,23.188,DET,@,NYG,L 20-28,*,,0,0,0.0,4,4,0,0,0
22,2010,2010-10-31,7,23.202,DET,,WAS,W 37-25,*,,0,0,0.0,3,2,0,0,0
23,2010,2010-11-07,8,23.209,DET,,NYJ,L 20-23,*,,0,0,0.0,5,2,0,0,0
24,2010,2010-11-14,9,23.216,DET,@,BUF,L 12-14,*,,0,0,0.0,1,3,0,0,0
25,2010,2010-11-21,10,23.223,DET,@,DAL,L 19-35,*,,0,0,0.0,3,0,0,0,0
26,2010,2010-11-25,11,23.227,DET,,NWE,L 24-45,*,,0,0,0.0,3,1,0,0,0
27,2010,2010-12-05,12,23.237,DET,,CHI,L 20-24,*,,0,0,0.0,5,2,0,0,0
28,2010,2010-12-12,13,23.244,DET,,GNB,W 7-3,*,,0,0,0.0,2,1,0,0,0
29,2010,2010-12-19,14,23.251,DET,@,TAM,W 23-20,*,,0,0,0.0,4,0,0,0,0
30,2010,2011-01-02,16,23.265,DET,,MIN,W 20-13,*,,0,0,0.0,5,1,0,0,0
31,2011,2011-09-11,1,24.152,DET,@,TAM,W 27-20,*,,0,0,0.0,0,0,0,0,0
32,2011,2011-09-18,2,24.159,DET,,KAN,W 48-3,*,,0,0,0.0,3,2,0,0,0
