ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-20,2,23.033,RAM,,MIN,L 16-21,0,0,,0,0,0,,0,,,,
2,1987,1987-10-26,6,23.069,RAM,@,CLE,L 17-30,0,0,,0,2,8,4.00,0,0.0,0,0,0
3,1987,1987-11-01,7,23.075,RAM,,SFO,L 10-31,1,16,16.00,0,0,0,,0,0.0,0,0,0
4,1987,1987-11-08,8,23.082,RAM,,NOR,L 14-31,0,0,,0,0,0,,0,,,,
5,1987,1987-11-15,9,23.089,RAM,@,STL,W 27-24,0,0,,0,0,0,,0,,,,
6,1987,1987-11-23,10,23.097,RAM,@,WAS,W 30-26,0,0,,0,3,9,3.00,0,0.0,0,0,0
7,1987,1987-11-29,11,23.103,RAM,,TAM,W 35-3,0,0,,0,6,60,10.00,0,0.0,0,0,0
8,1987,1987-12-06,12,23.110,RAM,@,DET,W 37-16,1,53,53.00,0,1,7,7.00,0,0.0,0,0,0
9,1987,1987-12-13,13,23.117,RAM,,ATL,W 33-0,0,0,,0,0,0,,0,0.0,1,9,0
10,1987,1987-12-21,14,23.125,RAM,,DAL,L 21-29,0,0,,0,0,0,,0,,,,
11,1987,1987-12-27,15,23.131,RAM,@,SFO,L 0-48,2,50,25.00,0,1,26,26.00,0,0.0,0,0,0
12,1988,1988-11-06,10,24.080,RAM,@,PHI,L 24-30,,,,,0,0,,0,,,,
13,1988,1988-11-13,11,24.087,RAM,,NOR,L 10-14,0,0,,0,4,20,5.00,0,0.0,0,0,0
14,1988,1988-11-20,12,24.094,RAM,,SDG,L 24-38,0,0,,0,2,8,4.00,0,0.0,0,0,0
15,1988,1988-11-27,13,24.101,RAM,@,DEN,L 24-35,0,0,,0,6,49,8.17,0,0.0,0,0,0
16,1988,1988-12-05,14,24.109,RAM,,CHI,W 23-3,0,0,,0,4,23,5.75,0,0.0,0,0,0
17,1988,1988-12-11,15,24.115,RAM,,ATL,W 22-7,0,0,,0,5,13,2.60,0,0.0,0,0,0
18,1988,1988-12-18,16,24.122,RAM,@,SFO,W 38-16,0,0,,0,4,31,7.75,0,0.0,0,0,0
19,1989,1989-09-10,1,25.023,RAM,@,ATL,W 31-21,,,,,0,0,,0,,,,
20,1989,1989-09-17,2,25.030,RAM,,IND,W 31-17,,,,,0,0,,0,,,,
