ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1972,1972-09-24,2,23.166,NWE,,ATL,W 21-20,,,,,,
2,1972,1972-10-08,4,23.180,NWE,@,BUF,L 14-38,,,,,,
3,1972,1972-10-15,5,23.187,NWE,,NYJ,L 13-41,,,,,,
4,1972,1972-10-22,6,23.194,NWE,@,PIT,L 3-33,1,6,6.00,0,0,0
5,1972,1972-10-29,7,23.201,NWE,@,NYJ,L 10-34,1,12,12.00,0,0,0
6,1972,1972-11-06,8,23.209,NWE,,BAL,L 17-24,2,20,10.00,0,0,0
7,1972,1972-11-12,9,23.215,NWE,@,MIA,L 0-52,,,,,,
8,1972,1972-11-19,10,23.222,NWE,,BUF,L 24-27,1,27,27.00,0,0,0
9,1972,1972-11-26,11,23.229,NWE,@,BAL,L 0-31,,,,,,
10,1972,1972-12-03,12,23.236,NWE,,MIA,L 21-37,1,36,36.00,1,1,6
11,1972,1972-12-10,13,23.243,NWE,@,NOR,W 17-10,,,,,,
12,1972,1972-12-17,14,23.250,NWE,@,DEN,L 21-45,2,51,25.50,1,1,6
13,1973,1973-09-16,1,24.158,CHI,,DAL,L 17-20,,,,,,
14,1973,1973-09-23,2,24.165,CHI,,MIN,L 13-22,3,31,10.33,0,0,0
15,1973,1973-09-30,3,24.172,CHI,@,DEN,W 33-14,,,,,,
16,1973,1973-10-07,4,24.179,CHI,@,NOR,L 16-21,1,27,27.00,0,0,0
17,1973,1973-10-14,5,24.186,CHI,@,ATL,L 6-46,,,,,,
18,1973,1973-10-21,6,24.193,CHI,,NWE,L 10-13,1,14,14.00,0,0,0
19,1973,1973-10-28,7,24.200,CHI,,HOU,W 35-14,1,30,30.00,0,0,0
20,1973,1973-11-04,8,24.207,CHI,@,GNB,W 31-17,,,,,,
21,1973,1973-11-12,9,24.215,CHI,@,KAN,L 7-19,1,25,25.00,0,0,0
