ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1977,1977-09-18,1,24.332,GNB,@,NOR,W 24-20,0,0,,0,0,0,,0,1,25,25.00,0
2,1977,1977-09-25,2,24.339,GNB,,HOU,L 10-16,0,0,,0,0,0,,0,1,14,14.00,0
3,1977,1977-10-02,3,24.346,GNB,@,MIN,L 7-19,0,0,,0,1,5,5.00,0,0,0,,0
4,1977,1977-10-09,4,24.353,GNB,,CIN,L 7-17,0,0,,0,1,1,1.00,0,0,0,,0
5,1977,1977-10-16,5,24.360,GNB,@,DET,L 6-10,,,,,,,,,,,,
6,1977,1977-10-23,6,25.002,GNB,@,TAM,W 13-0,,,,,,,,,,,,
7,1977,1977-10-30,7,25.009,GNB,,CHI,L 0-26,3,17,5.67,0,0,0,,0,1,6,6.00,0
8,1977,1977-11-06,8,25.016,GNB,@,KAN,L 10-20,0,0,,0,0,0,,0,1,7,7.00,0
9,1977,1977-11-13,9,25.023,GNB,,RAM,L 6-24,,,,,,,,,,,,
10,1977,1977-11-21,10,25.031,GNB,@,WAS,L 9-10,4,18,4.50,0,0,0,,0,1,30,30.00,0
11,1977,1977-11-27,11,25.037,GNB,,MIN,L 6-13,,,,,,,,,,,,
12,1977,1977-12-04,12,25.044,GNB,,DET,W 10-9,,,,,,,,,,,,
13,1977,1977-12-11,13,25.051,GNB,@,CHI,L 10-21,,,,,,,,,,,,
14,1977,1977-12-18,14,25.058,GNB,,SFO,W 16-14,5,18,3.60,0,0,0,,0,0,0,,0
15,1978,1978-10-01,5,25.345,GNB,,DET,W 35-14,2,5,2.50,0,1,13,13.00,0,0,0,,0
16,1978,1978-10-08,6,25.352,GNB,,CHI,W 24-14,,,,,,,,,,,,
17,1978,1978-10-15,7,25.359,GNB,,SEA,W 45-28,4,13,3.25,0,1,17,17.00,0,1,12,12.00,0
18,1978,1978-10-22,8,26.001,GNB,@,MIN,L 7-21,0,0,,0,0,0,,0,1,19,19.00,0
19,1978,1978-10-29,9,26.008,GNB,,TAM,W 9-7,9,23,2.56,0,1,6,6.00,0,0,0,,0
20,1978,1978-11-05,10,26.015,GNB,@,PHI,L 3-10,4,18,4.50,0,3,23,7.67,0,0,0,,0
21,1978,1978-11-12,11,26.022,GNB,,DAL,L 14-42,3,14,4.67,0,0,0,,0,1,20,20.00,0
22,1978,1978-11-19,12,26.029,GNB,@,DEN,L 3-16,1,1,1.00,0,0,0,,0,0,0,,0
23,1978,1978-11-26,13,26.036,GNB,,MIN,T 10-10,2,4,2.00,0,0,0,,0,0,0,,0
24,1978,1978-12-03,14,26.043,GNB,@,TAM,W 17-7,2,9,4.50,0,0,0,,0,0,0,,0
25,1978,1978-12-10,15,26.050,GNB,@,CHI,L 0-14,,,,,,,,,,,,
26,1978,1978-12-17,16,26.057,GNB,@,RAM,L 14-31,3,5,1.67,0,1,19,19.00,0,1,7,7.00,0
27,1979,1979-09-09,2,26.323,GNB,,NOR,W 28-19,,,,,,,,,,,,
28,1979,1979-09-16,3,26.330,GNB,,TAM,L 10-21,3,6,2.00,0,0,0,,0,0,0,,0
29,1979,1979-10-01,5,26.345,GNB,,NWE,W 27-14,2,2,1.00,0,0,0,,0,0,0,,0
30,1979,1979-10-07,6,26.351,GNB,@,ATL,L 7-25,,,,,,,,,,,,
31,1980,1980-10-12,6,27.357,PHI,@,NYG,W 31-16,1,3,3.00,0,0,0,,0,0,0,,0
32,1980,1980-10-19,7,27.364,PHI,,DAL,W 17-10,,,,,,,,,,,,
33,1980,1980-11-09,10,28.019,NYG,,DAL,W 38-35,,,,,,,,,,,,
