ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
71,2013,2013-11-03,8,26.185,IND,@,HOU,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,5,222,44.40,0
72,2013,2013-11-10,9,26.192,IND,,STL,L 8-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,298,49.67,0
73,2013,2013-11-14,10,26.196,IND,@,TEN,W 30-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,111,37.00,0
74,2013,2013-11-24,11,26.206,IND,@,ARI,L 11-40,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,223,44.60,0
75,2013,2013-12-01,12,26.213,IND,,TEN,W 22-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,227,45.40,0
76,2013,2013-12-08,13,26.220,IND,@,CIN,L 28-42,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,7,333,47.57,0
77,2013,2013-12-15,14,26.227,IND,,HOU,W 25-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,258,43.00,0
78,2013,2013-12-22,15,26.234,IND,@,KAN,W 23-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,4,201,50.25,0
79,2013,2013-12-29,16,26.241,IND,,JAX,W 30-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,237,47.40,0
80,2014,2014-09-07,1,27.128,IND,@,DEN,L 24-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,199,49.75,0
81,2014,2014-09-15,2,27.136,IND,,PHI,L 27-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,221,55.25,0
82,2014,2014-09-21,3,27.142,IND,@,JAX,W 44-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,107,53.50,0
83,2014,2014-09-28,4,27.149,IND,,TEN,W 41-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,168,42.00,0
84,2014,2014-10-05,5,27.156,IND,,BAL,W 20-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,143,47.67,0
85,2014,2014-10-09,6,27.160,IND,@,HOU,W 33-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,159,39.75,0
86,2014,2014-10-19,7,27.170,IND,,CIN,W 27-0,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,1,6,288,48.00,0
87,2014,2014-10-26,8,27.177,IND,@,PIT,L 34-51,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,153,51.00,0
88,2014,2014-11-03,9,27.185,IND,@,NYG,W 40-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,240,40.00,0
89,2014,2014-11-16,10,27.198,IND,,NWE,L 20-42,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,170,56.67,0
90,2014,2014-11-23,11,27.205,IND,,JAX,W 23-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,146,48.67,0
91,2014,2014-11-30,12,27.212,IND,,WAS,W 49-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,138,46.00,0
92,2014,2014-12-07,13,27.219,IND,@,CLE,W 25-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,2,0,7,329,47.00,0
93,2014,2014-12-14,14,27.226,IND,,HOU,W 17-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,325,46.43,0
94,2014,2014-12-21,15,27.233,IND,@,DAL,L 7-42,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0.0,0,0,5,232,46.40,0
95,2014,2014-12-28,16,27.240,IND,@,TEN,W 27-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,203,40.60,0
96,2015,2015-09-13,1,28.134,IND,@,BUF,L 14-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,177,44.25,0
97,2015,2015-09-21,2,28.142,IND,,NYJ,L 7-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,149,49.67,0
98,2015,2015-09-27,3,28.148,IND,@,TEN,W 35-33,,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,249,49.80,0
99,2015,2015-10-04,4,28.155,IND,,JAX,W 16-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,287,47.83,0
100,2015,2015-10-08,5,28.159,IND,@,HOU,W 27-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,147,49.00,0
101,2015,2015-10-18,6,28.169,IND,,NWE,L 27-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,287,47.83,0
102,2015,2015-10-25,7,28.176,IND,,NOR,L 21-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,10,517,51.70,0
103,2015,2015-11-02,8,28.184,IND,@,CAR,L 26-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,292,48.67,0
104,2015,2015-11-08,9,28.190,IND,,DEN,W 27-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,226,45.20,0
105,2015,2015-11-22,10,28.204,IND,@,ATL,W 24-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,260,52.00,0
106,2015,2015-11-29,11,28.211,IND,,TAM,W 25-12,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,156,52.00,0
107,2015,2015-12-06,12,28.218,IND,@,PIT,L 10-45,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,211,42.20,0
108,2015,2015-12-13,13,28.225,IND,@,JAX,L 16-51,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,335,47.86,0
109,2015,2015-12-20,14,28.232,IND,,HOU,L 10-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,288,41.14,0
110,2015,2015-12-27,15,28.239,IND,@,MIA,W 18-12,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,255,51.00,0
111,2015,2016-01-03,16,28.246,IND,,TEN,W 30-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,216,43.20,0
112,2016,2016-09-11,1,29.132,IND,,DET,L 35-39,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,195,48.75,0
113,2016,2016-09-18,2,29.139,IND,@,DEN,L 20-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,226,56.50,0
114,2016,2016-09-25,3,29.146,IND,,SDG,W 26-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,121,40.33,0
115,2016,2016-10-02,4,29.153,IND,@,JAX,L 27-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,149,49.67,0
116,2016,2016-10-09,5,29.160,IND,,CHI,W 29-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,190,63.33,0
117,2016,2016-10-16,6,29.167,IND,@,HOU,L 23-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,227,45.40,0
118,2016,2016-10-23,7,29.174,IND,@,TEN,W 34-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,204,51.00,0
119,2016,2016-10-30,8,29.181,IND,,KAN,L 14-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,7,347,49.57,0
120,2016,2016-11-06,9,29.188,IND,@,GNB,W 31-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,222,55.50,0
121,2016,2016-11-20,10,29.202,IND,,TEN,W 24-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,132,44.00,0
122,2016,2016-11-24,11,29.206,IND,,PIT,L 7-28,,0,0,,0,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,0.0,0,0,2,92,46.00,0
123,2016,2016-12-05,12,29.217,IND,@,NYJ,W 41-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,95,47.50,0
124,2016,2016-12-11,13,29.223,IND,,HOU,L 17-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,81,40.50,0
125,2016,2016-12-18,14,29.230,IND,@,MIN,W 34-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,127,42.33,0
126,2016,2016-12-24,15,29.236,IND,@,OAK,L 25-33,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,100,50.00,0
127,2016,2017-01-01,16,29.244,IND,,JAX,W 24-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,203,50.75,1
