ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,24.045,SEA,@,BUF,L 10-34,,5,,,,,0.0%,,,,
2,2008,2008-10-19,6,24.087,SEA,@,TAM,L 10-20,,,,,,,0.0%,,,,
3,2008,2008-10-26,7,24.094,SEA,@,SFO,W 34-13,*,2,0,0,,0,0.0%,0.00,0.0,0,1
4,2008,2008-11-02,8,24.101,SEA,,PHI,L 7-26,,,,,,,0.0%,,,,
5,2008,2008-11-09,9,24.108,SEA,@,MIA,L 19-21,,0,0,0,,0,0.0%,,0.0,0,0
6,2008,2008-11-16,10,24.115,SEA,,ARI,L 20-26,,,,,,,0.0%,,,,
7,2008,2008-12-07,13,24.136,SEA,,NWE,L 21-24,,,,,,,0.0%,,,,
8,2008,2008-12-21,15,24.150,SEA,,NYJ,W 13-3,,,0,0,,0,0.0%,,0.0,0,1
9,2008,2008-12-28,16,24.157,SEA,@,ARI,L 21-34,,,,,,,0.0%,,,,
10,2009,2009-12-06,12,25.135,STL,@,CHI,L 9-17,,,0,0,,0,0.0%,,0.0,0,0
11,2009,2009-12-13,13,25.142,STL,@,TEN,L 7-47,,0,0,0,,0,0.0%,,0.0,0,0
12,2009,2009-12-20,14,25.149,STL,,HOU,L 13-16,,,,,,,0.0%,,,,
13,2009,2009-12-27,15,25.156,STL,@,ARI,L 10-31,,,,,,,0.0%,,,,
14,2009,2010-01-03,16,25.163,STL,,SFO,L 6-28,,3,1,5,5.00,0,33.3%,1.67,0.0,0,0
