ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,23.211,JAX,,SFO,W 41-3,,,,,,,,,,,
2,1999,1999-09-19,2,23.218,JAX,@,CAR,W 22-20,,,,,,,,,,,
3,1999,1999-09-26,3,23.225,JAX,,TEN,L 19-20,,,,,,,,,,,
4,1999,1999-10-03,4,23.232,JAX,@,PIT,W 17-3,,,,,,,,,,,
5,1999,1999-10-11,5,23.240,JAX,@,NYJ,W 16-6,,,,,,,,,,,
6,1999,1999-10-17,6,23.246,JAX,,CLE,W 24-7,,,,,,,,,,,
7,1999,1999-10-31,7,23.260,JAX,@,CIN,W 41-10,,,,,,,,,,,
8,1999,1999-11-07,8,23.267,JAX,@,ATL,W 30-7,,,,,,,,,,,
9,1999,1999-11-14,9,23.274,JAX,,BAL,W 6-3,,,,,,,,,,,
10,1999,1999-11-21,10,23.281,JAX,,NOR,W 41-23,,,,,,,,,,,
11,1999,1999-11-28,11,23.288,JAX,@,BAL,W 30-23,,,,,,,,,,,
12,1999,1999-12-02,12,23.292,JAX,,PIT,W 20-6,,,,,,,,,,,
13,1999,1999-12-13,13,23.303,JAX,,DEN,W 27-24,,,,,,,,,,,
14,1999,1999-12-19,14,23.309,JAX,@,CLE,W 24-14,,,,,,,,,,,
15,1999,1999-12-26,15,23.316,JAX,@,TEN,L 14-41,,,,,,,,,,,
16,1999,2000-01-02,16,23.323,JAX,,CIN,W 24-7,,,,,,,,,,,
17,2000,2000-09-03,1,24.203,JAX,@,CLE,W 27-7,,,,,,,,,,,
18,2000,2000-09-10,2,24.210,JAX,@,BAL,L 36-39,,,,,,,,,,,
19,2000,2000-09-17,3,24.217,JAX,,CIN,W 13-0,,,,,,,,,,,
20,2000,2000-09-25,4,24.225,JAX,@,IND,L 14-43,,,,,,,,,,,
21,2000,2000-10-01,5,24.231,JAX,,PIT,L 13-24,,,,,,,,,,,
22,2000,2000-10-08,6,24.238,JAX,,BAL,L 10-15,,,,,,,,,,,
23,2000,2000-10-16,7,24.246,JAX,@,TEN,L 13-27,,,,,,,,,,,
24,2000,2000-10-22,8,24.252,JAX,,WAS,L 16-35,,,,,,,,,,,
25,2000,2000-10-29,9,24.259,JAX,@,DAL,W 23-17,,,,,,,,,,,
26,2000,2000-11-12,10,24.273,JAX,,SEA,L 21-28,,,,,,,,,,,
27,2000,2000-11-19,11,24.280,JAX,@,PIT,W 34-24,*,,,,,,,,,,
28,2000,2000-11-26,12,24.287,JAX,,TEN,W 16-13,,,,,,,,,,,
29,2000,2000-12-03,13,24.294,JAX,,CLE,W 48-0,,,,,,,,,,,
30,2000,2000-12-10,14,24.301,JAX,,ARI,W 44-10,*,,,,,,,,,,
31,2000,2000-12-17,15,24.308,JAX,@,CIN,L 14-17,,,,,,,,,,,
32,2000,2000-12-23,16,24.314,JAX,@,NYG,L 25-28,,,,,,,,,,,
33,2001,2001-09-09,1,25.208,JAX,,PIT,W 21-3,,,,,,,,,,,
34,2001,2001-09-23,2,25.222,JAX,,TEN,W 13-6,,,,,,,,,,,
35,2001,2001-09-30,3,25.229,JAX,,CLE,L 14-23,,,,,,,,,,,
