ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2008,2008-11-02,8,25.000,OAK,,ATL,L 0-24,,,,,,,,,,,0.0%,
2,2008,2008-11-30,12,25.028,CHI,@,MIN,L 14-34,,1,0,0.00,0,0,0,0,,0,0.0%,
3,2008,2008-12-07,13,25.035,CHI,,JAX,W 23-10,*,,,,,,,,,,0.0%,
4,2008,2008-12-11,14,25.039,CHI,,NOR,W 27-24,*,0,0,,0,3,1,12,12.00,0,33.3%,4.00
5,2008,2008-12-22,15,25.050,CHI,,GNB,W 20-17,,0,0,,0,0,0,0,,0,0.0%,
6,2008,2008-12-28,16,25.056,CHI,@,HOU,L 24-31,*,,,,,,,,,,0.0%,
