ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.047,OAK,@,TEN,L 13-38,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2010,2010-09-19,2,23.054,OAK,,STL,W 16-14,,0,0,0,,0,0.0%,,0,0,,0,3,61,20.33,0,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-26,3,23.061,OAK,@,ARI,L 23-24,,0,0,0,,0,0.0%,,0,0,,0,3,83,27.67,0,0,0,,0,0,0,0.0,0,0
4,2010,2010-10-03,4,23.068,OAK,,HOU,L 24-31,,0,0,0,,0,0.0%,,1,8,8.00,0,3,85,28.33,0,0,0,,0,0,0,0.0,0,0
5,2010,2010-10-10,5,23.075,OAK,,SDG,W 35-27,,0,0,0,,0,0.0%,,0,0,,0,5,91,18.20,0,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-17,6,23.082,OAK,@,SFO,L 9-17,,2,0,0,,0,0.0%,0.00,0,0,,0,3,40,13.33,0,0,0,,0,0,0,0.0,0,0
7,2010,2010-10-24,7,23.089,OAK,@,DEN,W 59-14,,3,2,15,7.50,0,66.7%,5.00,2,29,14.50,0,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2010,2010-10-31,8,23.096,OAK,,SEA,W 33-3,*,3,2,22,11.00,0,66.7%,7.33,1,11,11.00,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,0
9,2010,2010-11-07,9,23.103,OAK,,KAN,W 23-20,*,9,6,148,24.67,0,66.7%,16.44,0,0,,0,4,158,39.50,1,0,0,,0,1,6,0.0,0,0
10,2010,2010-11-21,10,23.117,OAK,@,PIT,L 3-35,*,8,2,27,13.50,0,25.0%,3.38,0,0,,0,4,73,18.25,0,0,0,,0,0,0,0.0,0,0
11,2010,2010-11-28,11,23.124,OAK,,MIA,L 17-33,*,10,4,108,27.00,1,40.0%,10.80,1,13,13.00,0,7,208,29.71,1,0,0,,0,2,12,0.0,2,0
12,2010,2010-12-05,12,23.131,OAK,@,SDG,W 28-13,*,3,1,4,4.00,1,33.3%,1.33,1,3,3.00,0,3,52,17.33,0,0,0,,0,1,6,0.0,0,0
13,2010,2010-12-12,13,23.138,OAK,@,JAX,L 31-38,*,5,2,43,21.50,0,40.0%,8.60,1,-2,-2.00,0,5,86,17.20,0,0,0,,0,0,0,0.0,0,0
14,2010,2010-12-19,14,23.145,OAK,,DEN,W 39-23,*,5,3,47,15.67,0,60.0%,9.40,1,71,71.00,1,5,102,20.40,0,0,0,,0,1,6,0.0,1,0
15,2010,2010-12-26,15,23.152,OAK,,IND,L 26-31,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,5,188,37.60,1,0,0,,0,1,6,0.0,0,0
16,2010,2011-01-02,16,23.159,OAK,@,KAN,W 31-10,*,2,1,35,35.00,0,50.0%,17.50,2,22,11.00,1,2,36,18.00,0,0,0,,0,1,6,0.0,0,0
17,2011,2011-09-12,1,24.047,OAK,@,DEN,W 23-20,*,4,3,22,7.33,0,75.0%,5.50,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,0.0,1,0
18,2011,2011-10-02,4,24.067,OAK,,NWE,L 19-31,,2,0,0,,0,0.0%,0.00,1,30,30.00,0,2,45,22.50,0,0,0,,0,0,0,0.0,0,0
19,2011,2011-10-09,5,24.074,OAK,@,HOU,W 25-20,,7,3,36,12.00,0,42.9%,5.14,1,-1,-1.00,0,3,94,31.33,0,0,0,,0,0,0,0.0,1,0
20,2011,2011-10-16,6,24.081,OAK,,CLE,W 24-17,,4,3,43,14.33,0,75.0%,10.75,0,0,,0,2,138,69.00,1,0,0,,0,0,6,0.0,0,0
21,2011,2011-10-23,7,24.088,OAK,,KAN,L 0-28,,5,2,13,6.50,0,40.0%,2.60,1,5,5.00,0,1,6,6.00,0,0,0,,0,0,0,0.0,0,0
22,2011,2011-11-06,8,24.102,OAK,,DEN,L 24-38,*,6,5,105,21.00,1,83.3%,17.50,0,0,,0,2,39,19.50,0,0,0,,0,1,6,0.0,1,0
23,2011,2011-11-10,9,24.106,OAK,@,SDG,W 24-17,*,2,1,41,41.00,0,50.0%,20.50,0,0,,0,1,19,19.00,0,0,0,,0,0,0,0.0,0,0
24,2011,2012-01-01,16,24.158,OAK,,SDG,L 26-38,,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
25,2013,2013-09-08,1,26.043,OAK,@,IND,L 17-21,,2,1,2,2.00,0,50.0%,1.00,0,0,,0,2,47,23.50,0,0,0,,0,0,0,0.0,0,0
26,2013,2013-09-15,2,26.050,OAK,,JAX,W 19-9,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,1,26,26.00,0,0,0,,0,0,0,0.0,0,0
27,2013,2013-09-23,3,26.058,OAK,@,DEN,L 21-37,,1,1,15,15.00,0,100.0%,15.00,1,4,4.00,0,2,45,22.50,0,0,0,,0,0,0,0.0,0,0
28,2013,2013-09-29,4,26.064,OAK,,WAS,L 14-24,,0,0,0,,0,0.0%,,1,3,3.00,0,1,25,25.00,0,2,15,7.50,0,0,0,0.0,0,0
29,2013,2013-10-06,5,26.071,OAK,,SDG,W 27-17,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,4,92,23.00,0,0,0,,0,0,0,0.0,0,0
30,2013,2013-10-13,6,26.078,OAK,@,KAN,L 7-24,,2,1,11,11.00,0,50.0%,5.50,1,1,1.00,0,1,18,18.00,0,0,0,,0,0,0,0.0,0,0
31,2013,2013-10-27,7,26.092,OAK,,PIT,W 21-18,,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,1,14,14.00,0,0,0,0.0,0,0
32,2013,2013-11-03,8,26.099,OAK,,PHI,L 20-49,,5,2,28,14.00,0,40.0%,5.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2013,2013-11-10,9,26.106,OAK,@,NYG,L 20-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
34,2013,2013-11-17,10,26.113,OAK,@,HOU,W 28-23,,1,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,4,30,7.50,0,0,0,0.0,0,0
35,2013,2013-11-24,11,26.120,OAK,,TEN,L 19-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,2,18,9.00,0,0,0,0.0,0,0
36,2013,2013-11-28,12,26.124,OAK,@,DAL,L 24-31,,5,3,19,6.33,0,60.0%,3.80,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2013,2013-12-08,13,26.134,OAK,@,NYJ,L 27-37,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2013,2013-12-15,14,26.141,OAK,,KAN,L 31-56,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
