ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1960,1960-09-11,1,25.176,HOU,@,OAK,W 37-22,4,85,21.25,1,1,6
2,1960,1960-10-16,5,25.211,HOU,,DTX,W 20-10,3,43,14.33,0,0,0
3,1960,1960-10-23,6,25.218,HOU,@,NYT,W 42-28,5,77,15.40,1,1,6
4,1960,1960-10-30,7,25.225,HOU,@,BUF,L 24-25,2,17,8.50,1,1,6
5,1960,1960-11-06,8,25.232,HOU,@,DEN,W 45-25,7,70,10.00,1,1,6
6,1960,1960-11-13,9,25.239,HOU,@,LAC,L 21-24,8,110,13.75,0,0,0
7,1960,1960-11-20,10,25.246,HOU,,DEN,W 20-10,3,99,33.00,1,1,6
8,1960,1960-11-25,11,25.251,HOU,@,BOS,W 24-10,7,113,16.14,0,0,0
9,1960,1960-12-11,13,25.267,HOU,,BUF,W 31-23,3,70,23.33,1,1,6
10,1960,1960-12-18,14,25.274,HOU,,BOS,W 37-21,2,38,19.00,0,0,0
11,1961,1961-09-09,1,26.174,HOU,,OAK,W 55-0,4,113,28.25,1,1,6
12,1961,1961-09-24,2,26.189,HOU,@,SDG,L 24-34,6,109,18.17,0,0,0
13,1961,1961-10-01,3,26.196,HOU,@,DTX,L 21-26,3,101,33.67,1,1,6
14,1961,1961-10-08,4,26.203,HOU,,BUF,L 12-22,4,109,27.25,0,0,0
15,1961,1961-10-13,5,26.208,HOU,@,BOS,T 31-31,13,272,20.92,1,1,6
16,1961,1961-10-22,6,26.217,HOU,,DTX,W 38-7,4,108,27.00,1,1,6
17,1961,1961-10-29,7,26.224,HOU,@,BUF,W 28-16,9,232,25.78,2,2,12
18,1961,1961-11-05,8,26.231,HOU,@,DEN,W 55-14,6,78,13.00,0,0,0
19,1961,1961-11-19,10,26.245,HOU,,NYT,W 49-13,8,123,15.38,1,1,6
20,1961,1961-11-26,11,26.252,HOU,,DEN,W 45-14,4,82,20.50,1,1,6
21,1961,1961-12-03,12,26.259,HOU,,SDG,W 33-13,10,214,21.40,3,3,18
