ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-11-01,7,24.065,KAN,,DEN,W 49-39,0,0,,0,2,39,19.50,0,0,0,0,0,0
2,1964,1964-11-08,8,24.072,KAN,,OAK,W 42-7,0,0,,0,4,36,9.00,0,0,0,0,0,0
3,1964,1964-11-15,9,24.079,KAN,,SDG,L 14-28,0,0,,0,2,24,12.00,0,0,0,0,0,0
4,1964,1964-11-22,10,24.086,KAN,@,HOU,W 28-19,0,0,,0,2,32,16.00,0,0,0,0,0,0
5,1964,1964-11-29,11,24.093,KAN,@,NYJ,L 14-27,0,0,,0,1,2,2.00,0,0,0,0,0,0
6,1964,1964-12-13,13,24.107,KAN,@,SDG,W 49-6,0,0,,0,3,18,6.00,0,0,0,1,0,0
7,1964,1964-12-20,14,24.114,KAN,,NYJ,W 24-7,0,0,,0,4,9,2.25,0,0,0,0,0,0
8,1965,1965-09-18,2,25.021,KAN,@,NYJ,W 14-10,0,0,,0,1,54,54.00,0,0,0,0,0,0
9,1965,1965-09-26,3,25.029,KAN,@,SDG,T 10-10,0,0,,0,2,35,17.50,0,0,0,0,0,0
10,1965,1965-10-03,4,25.036,KAN,,BOS,W 27-17,0,0,,0,2,4,2.00,0,1,6,1,37,1
11,1965,1965-10-10,5,25.043,KAN,@,DEN,W 31-23,0,0,,0,1,17,17.00,0,0,0,0,0,0
12,1965,1965-10-17,6,25.050,KAN,,BUF,L 7-23,0,0,,0,2,16,8.00,0,0,0,0,0,0
13,1965,1965-10-24,7,25.057,KAN,@,HOU,L 36-38,0,0,,0,2,5,2.50,0,0,0,0,0,0
14,1965,1965-10-31,8,25.064,KAN,,OAK,W 14-7,0,0,,0,3,35,11.67,0,0,0,0,0,0
15,1965,1965-11-07,9,25.071,KAN,,NYJ,L 10-13,0,0,,0,1,3,3.00,0,0,0,0,0,0
16,1965,1965-11-14,10,25.078,KAN,,SDG,W 31-7,0,0,,0,1,2,2.00,0,0,0,1,7,0
17,1965,1965-11-21,11,25.085,KAN,@,BOS,T 10-10,0,0,,0,2,0,0.00,0,0,0,0,0,0
18,1965,1965-12-12,13,25.106,KAN,@,BUF,L 25-34,0,0,,0,1,0,0.00,0,0,0,0,0,0
19,1965,1965-12-19,14,25.113,KAN,,DEN,W 45-35,0,0,,0,1,71,71.00,1,1,6,0,0,0
20,1966,1966-10-16,6,26.049,KAN,,OAK,L 13-34,0,0,,0,1,7,7.00,0,0,0,0,0,0
21,1966,1966-10-30,8,26.063,KAN,,HOU,W 48-23,,,,,,,,,,,0,60,1
22,1966,1966-11-06,9,26.070,KAN,,SDG,W 24-14,0,0,,0,0,0,,0,0,0,1,30,0
23,1966,1966-11-27,12,26.091,KAN,@,NYJ,W 32-24,0,0,,0,0,0,,0,0,0,1,1,0
24,1966,1966-12-18,14,26.112,KAN,@,SDG,W 27-17,0,0,,0,0,0,,0,0,0,1,6,0
25,1967,1967-10-08,4,27.041,KAN,,MIA,W 41-0,0,0,,0,0,0,,0,0,0,2,55,0
26,1967,1967-11-05,8,27.069,KAN,,NYJ,W 42-18,0,0,,0,0,0,,0,1,6,2,33,1
27,1968,1968-09-28,4,28.031,KAN,@,MIA,W 48-3,0,0,,0,0,0,,0,0,0,1,0,0
28,1968,1968-10-05,5,28.038,KAN,@,BUF,W 18-7,0,0,,0,0,0,,0,0,0,2,46,0
29,1968,1968-10-13,6,28.046,KAN,,CIN,W 13-3,0,0,,0,0,0,,0,0,0,1,0,0
30,1968,1968-11-10,10,28.074,KAN,@,CIN,W 16-9,0,0,,0,1,21,21.00,0,0,0,1,0,0
31,1969,1969-09-14,1,29.017,KAN,@,SDG,W 27-9,0,0,,0,2,14,7.00,0,0,0,0,0,0
32,1969,1969-09-28,3,29.031,KAN,@,CIN,L 19-24,2,57,28.50,0,0,0,,0,0,0,0,0,0
33,1969,1969-10-05,4,29.038,KAN,@,DEN,W 26-13,0,0,,0,3,21,7.00,0,0,0,0,0,0
34,1969,1969-10-12,5,29.045,KAN,,HOU,W 24-0,0,0,,0,1,0,0.00,0,0,0,0,0,0
35,1969,1969-10-26,7,29.059,KAN,,CIN,W 42-22,2,53,26.50,0,1,2,2.00,0,0,0,0,0,0
36,1969,1969-11-02,8,29.066,KAN,@,BUF,W 29-7,1,20,20.00,0,1,0,0.00,0,0,0,0,0,0
37,1969,1969-11-09,9,29.073,KAN,,SDG,W 27-3,0,0,,0,1,15,15.00,0,0,0,0,0,0
38,1969,1969-11-23,11,29.087,KAN,,OAK,L 24-27,0,0,,0,1,10,10.00,0,0,0,0,0,0
39,1969,1969-11-27,12,29.091,KAN,,DEN,W 31-17,1,12,12.00,0,1,0,0.00,0,0,0,0,0,0
40,1969,1969-12-07,13,29.101,KAN,,BUF,W 22-19,1,36,36.00,0,2,39,19.50,0,0,0,0,0,0
41,1969,1969-12-13,14,29.107,KAN,@,OAK,L 6-10,0,0,,0,0,0,,0,0,0,1,27,0
42,1970,1970-09-20,1,30.023,KAN,@,MIN,L 10-27,,,,,,,,,,,,,
43,1970,1970-09-28,2,30.031,KAN,@,BAL,W 44-24,,,,,,,,,,,,,
44,1970,1970-10-04,3,30.037,KAN,@,DEN,L 13-26,,,,,,,,,,,,,
45,1970,1970-10-11,4,30.044,KAN,,BOS,W 23-10,,,,,,,,,,,,,
46,1970,1970-10-18,5,30.051,KAN,@,CIN,W 27-19,,,,,,,,,,,,,
47,1970,1970-10-25,6,30.058,KAN,,DAL,L 16-27,,,,,,,,,,,,,
48,1970,1970-11-01,7,30.065,KAN,,OAK,T 17-17,,,,,,,,,,,,,
