ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
39,1993,1993-10-31,8,27.212,DET,@,MIN,W 30-27,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0
40,1993,1993-11-07,9,27.219,DET,,TAM,W 23-0,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0
41,1993,1993-11-21,10,27.233,DET,@,GNB,L 17-26,7,6,68,11.33,1,85.7%,9.71,0,0,,0,1,6
42,1993,1993-11-25,11,27.237,DET,,CHI,L 6-10,4,0,0,,0,0.0%,0.00,,,,,,
43,1993,1993-12-05,12,27.247,DET,,MIN,L 0-13,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0
44,1993,1993-12-12,13,27.254,DET,@,PHO,W 21-14,1,1,43,43.00,1,100.0%,43.00,0,0,,0,1,6
45,1993,1993-12-19,14,27.261,DET,,SFO,L 17-55,6,2,21,10.50,0,33.3%,3.50,0,0,,0,0,0
46,1993,1993-12-26,15,27.268,DET,@,CHI,W 20-14,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0
47,1993,1994-01-02,16,27.275,DET,,GNB,W 30-20,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0
48,1994,1994-09-04,1,28.155,TAM,@,CHI,L 9-21,5,3,53,17.67,0,60.0%,10.60,0,0,,0,0,0
49,1994,1994-09-11,2,28.162,TAM,,IND,W 24-10,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
50,1994,1994-09-18,3,28.169,TAM,,NOR,L 7-9,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0
51,1994,1994-09-25,4,28.176,TAM,@,GNB,L 3-30,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0
52,1994,1994-10-02,5,28.183,TAM,,DET,W 24-14,,0,0,,0,0.0%,,,,,,,
53,1995,1995-09-03,1,29.154,CAR,@,ATL,L 20-23,10,7,121,17.29,1,70.0%,12.10,0,0,,0,1,6
54,1995,1995-09-10,2,29.161,CAR,@,BUF,L 9-31,4,0,0,,0,0.0%,0.00,,,,,,
55,1995,1995-09-17,3,29.168,CAR,,STL,L 10-31,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0
56,1995,1995-10-01,4,29.182,CAR,,TAM,L 13-20,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0
57,1995,1995-10-08,5,29.189,CAR,@,CHI,L 27-31,1,0,0,,0,0.0%,0.00,,,,,,
58,1995,1995-10-15,6,29.196,CAR,,NYJ,W 26-15,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0
59,1995,1995-10-22,7,29.203,CAR,,NOR,W 20-3,1,0,0,,0,0.0%,0.00,,,,,,
60,1995,1995-10-29,8,29.210,CAR,@,NWE,W 20-17,5,4,87,21.75,1,80.0%,17.40,0,0,,0,1,6
61,1995,1995-11-05,9,29.217,CAR,@,SFO,W 13-7,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0
62,1995,1995-11-12,10,29.224,CAR,@,STL,L 17-28,8,6,157,26.17,1,75.0%,19.63,0,0,,0,1,6
63,1995,1995-11-19,11,29.231,CAR,,ARI,W 27-7,1,0,0,,0,0.0%,0.00,,,,,,
64,1995,1995-11-26,12,29.238,CAR,@,NOR,L 26-34,11,4,105,26.25,1,36.4%,9.55,0,0,,0,1,6
65,1995,1995-12-03,13,29.245,CAR,,IND,W 13-10,3,1,33,33.00,0,33.3%,11.00,0,0,,0,0,0
66,1995,1995-12-10,14,29.252,CAR,,SFO,L 10-31,9,3,46,15.33,0,33.3%,5.11,0,0,,0,0,0
67,1995,1995-12-17,15,29.259,CAR,,ATL,W 21-17,5,4,147,36.75,1,80.0%,29.40,0,0,,0,1,6
68,1995,1995-12-24,16,29.266,CAR,@,WAS,L 17-20,10,2,21,10.50,1,20.0%,2.10,0,0,,0,1,6
69,1996,1996-09-01,1,30.152,CAR,,ATL,W 29-6,9,4,57,14.25,0,44.4%,6.33,0,0,,0,0,0
70,1996,1996-09-08,2,30.159,CAR,@,NOR,W 22-20,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0
71,1996,1996-09-22,3,30.173,CAR,,SFO,W 23-7,4,3,64,21.33,0,75.0%,16.00,0,0,,0,0,0
72,1996,1996-09-29,4,30.180,CAR,@,JAX,L 14-24,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
73,1996,1996-10-06,5,30.187,CAR,@,MIN,L 12-14,1,0,0,,0,0.0%,0.00,0,0,,0,0,
74,1996,1996-10-13,6,30.194,CAR,,STL,W 45-13,,0,0,,0,0.0%,,0,0,,0,0,
75,1996,1996-10-20,7,30.201,CAR,,NOR,W 19-7,2,0,0,,0,0.0%,0.00,0,0,,0,0,
76,1996,1996-11-03,9,30.215,CAR,@,ATL,L 17-20,13,9,96,10.67,0,69.2%,7.38,0,0,,0,0,0
77,1996,1996-11-10,10,30.222,CAR,,NYG,W 27-17,4,4,35,8.75,0,100.0%,8.75,0,0,,0,0,0
78,1996,1996-11-17,11,30.229,CAR,@,STL,W 20-10,5,3,28,9.33,0,60.0%,5.60,0,0,,0,0,0
79,1996,1996-11-24,12,30.236,CAR,@,HOU,W 31-6,2,2,42,21.00,2,100.0%,21.00,0,0,,0,2,12
80,1996,1996-12-01,13,30.243,CAR,,TAM,W 24-0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
81,1996,1996-12-08,14,30.250,CAR,@,SFO,W 30-24,11,7,157,22.43,1,63.6%,14.27,0,0,,0,1,6
82,1996,1996-12-15,15,30.257,CAR,,BAL,W 27-16,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0
83,1996,1996-12-22,16,30.264,CAR,,PIT,W 18-14,10,5,57,11.40,0,50.0%,5.70,1,1,1.00,0,0,0
84,1997,1997-08-31,1,31.151,DEN,,KAN,W 19-3,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0
85,1997,1997-09-07,2,31.158,DEN,@,SEA,W 35-14,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
86,1997,1997-09-14,3,31.165,DEN,,STL,W 35-14,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
87,1997,1997-09-21,4,31.172,DEN,,CIN,W 38-20,,0,0,,0,0.0%,,,,,,,
88,1997,1997-09-28,5,31.179,DEN,@,ATL,W 29-21,3,3,26,8.67,1,100.0%,8.67,0,0,,0,1,6
89,1997,1997-10-06,6,31.187,DEN,,NWE,W 34-13,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0
90,1997,1997-10-19,7,31.200,DEN,@,OAK,L 25-28,3,0,0,,0,0.0%,0.00,,,,,,
91,1997,1997-10-26,8,31.207,DEN,@,BUF,W 23-20,,0,0,,0,0.0%,,,,,,,
92,1997,1997-11-02,9,31.214,DEN,,SEA,W 30-27,3,2,22,11.00,1,66.7%,7.33,0,0,,0,1,6
93,1997,1997-11-09,10,31.221,DEN,,CAR,W 34-0,1,0,0,,0,0.0%,0.00,,,,,,
94,1997,1997-11-16,11,31.228,DEN,@,KAN,L 22-24,5,3,58,19.33,0,60.0%,11.60,0,0,,0,0,0
95,1997,1997-11-24,12,31.236,DEN,,OAK,W 31-3,4,0,0,,0,0.0%,0.00,,,,,,
96,1997,1997-11-30,13,31.242,DEN,@,SDG,W 38-28,,0,0,,0,0.0%,,,,,,,
97,1997,1997-12-07,14,31.249,DEN,@,PIT,L 24-35,6,3,54,18.00,0,50.0%,9.00,0,0,,0,0,0
98,1997,1997-12-15,15,31.257,DEN,@,SFO,L 17-34,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0
99,1997,1997-12-21,16,31.263,DEN,,SDG,W 38-3,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
100,1998,1998-09-07,1,32.158,DEN,,NWE,W 27-21,,,,,,0.0%,,,,,,,
101,1998,1998-09-13,2,32.164,DEN,,DAL,W 42-23,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
102,1998,1998-09-20,3,32.171,DEN,@,OAK,W 34-17,,,,,,0.0%,,,,,,,
103,1998,1998-09-27,4,32.178,DEN,@,WAS,W 38-16,2,,,,,0.0%,,,,,,,
104,1998,1998-10-04,5,32.185,DEN,,PHI,W 41-16,,,,,,0.0%,,,,,,,
105,1998,1998-10-25,7,32.206,DEN,,JAX,W 37-24,,,,,,0.0%,,,,,,,
106,1998,1998-11-01,8,32.213,DEN,@,CIN,W 33-26,1,1,17,17.00,1,100.0%,17.00,0,0,,0,1,6
107,1998,1998-11-08,9,32.220,DEN,,SDG,W 27-10,1,,,,,0.0%,,,,,,,
108,1998,1998-11-16,10,32.228,DEN,@,KAN,W 30-7,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
109,1998,1998-11-22,11,32.234,DEN,,OAK,W 40-14,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0
110,1998,1998-11-29,12,32.241,DEN,@,SDG,W 31-16,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
111,1998,1998-12-06,13,32.248,DEN,,KAN,W 35-31,2,1,50,50.00,0,50.0%,25.00,0,0,,0,0,0
112,1998,1998-12-13,14,32.255,DEN,@,NYG,L 16-20,7,6,69,11.50,0,85.7%,9.86,0,0,,0,0,0
113,1998,1998-12-21,15,32.263,DEN,@,MIA,L 21-31,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0
114,1998,1998-12-27,16,32.269,DEN,,SEA,W 28-21,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
