ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,25.180,NOR,@,STL,W 24-17,,,,,,,,,
2,1998,1998-09-13,2,25.187,NOR,,CAR,W 19-14,,,,,,,,,
3,1998,1998-09-27,3,25.201,NOR,@,IND,W 19-13,,,,,,,,,
4,1998,1998-10-04,4,25.208,NOR,,NWE,L 27-30,,,,,,,,,
5,1998,1998-10-11,5,25.215,NOR,,SFO,L 0-31,,,,,,,,,
6,1998,1998-10-18,6,25.222,NOR,@,ATL,L 23-31,,,,,,,,,
7,1998,1998-10-25,7,25.229,NOR,,TAM,W 9-3,,,,,,,,,
8,1998,1998-11-01,8,25.236,NOR,@,CAR,L 17-31,,,,,,,,,
9,1998,1998-11-08,9,25.243,NOR,@,MIN,L 24-31,,,,,,,,,
10,1998,1998-11-15,10,25.250,NOR,,STL,W 24-3,,,,,,,,,
11,1998,1998-11-22,11,25.257,NOR,@,SFO,L 20-31,,1,13,13.00,0,0.0,0,0,0
12,1998,1998-11-29,12,25.264,NOR,@,MIA,L 10-30,,1,19,19.00,0,0.0,0,0,0
13,1998,1998-12-06,13,25.271,NOR,,DAL,W 22-3,,,,,,,,,
14,1998,1998-12-13,14,25.278,NOR,,ATL,L 17-27,,,,,,,,,
15,1998,1998-12-20,15,25.285,NOR,@,ARI,L 17-19,,2,32,16.00,0,0.0,0,0,0
16,1998,1998-12-27,16,25.292,NOR,,BUF,L 33-45,,,,,,,,,
17,1999,1999-10-17,5,26.221,NOR,,TEN,L 21-24,,,,,,,,,
18,1999,1999-10-31,8,26.235,CLE,@,NOR,W 21-16,,2,40,20.00,0,0.0,0,0,0
19,1999,1999-11-07,9,26.242,CLE,,BAL,L 9-41,,,,,,,,,
20,1999,1999-11-14,10,26.249,CLE,@,PIT,W 16-15,,,,,,,,,
21,1999,1999-11-21,11,26.256,CLE,,CAR,L 17-31,,,,,,,,,
22,1999,1999-11-28,12,26.263,CLE,,TEN,L 21-33,,,,,,,,,
23,1999,1999-12-05,13,26.270,CLE,@,SDG,L 10-23,,,,,,,,,
24,1999,1999-12-12,14,26.277,CLE,@,CIN,L 28-44,,,,,,,,,
25,1999,1999-12-19,15,26.284,CLE,,JAX,L 14-24,,0,0,,0,0.0,1,0,0
26,1999,1999-12-26,16,26.291,CLE,,IND,L 28-29,,,,,,,,,
27,2000,2000-09-03,1,27.177,CLE,,JAX,L 7-27,,,,,,,,,
28,2000,2000-09-10,2,27.184,CLE,@,CIN,W 24-7,,0,0,,0,0.0,1,7,0
29,2000,2000-09-17,3,27.191,CLE,,PIT,W 23-20,,,,,,,,,
30,2000,2000-09-24,4,27.198,CLE,@,OAK,L 10-36,,,,,,,,,
31,2000,2000-10-01,5,27.205,CLE,,BAL,L 0-12,,,,,,,,,
32,2000,2000-10-08,6,27.212,CLE,@,ARI,L 21-29,,,,,,,,,
33,2000,2000-10-15,7,27.219,CLE,@,DEN,L 10-44,,,,,,,,,
34,2000,2000-10-22,8,27.226,CLE,@,PIT,L 0-22,,,,,,,,,
35,2000,2000-10-29,9,27.233,CLE,,CIN,L 3-12,,,,,,,,,
36,2000,2000-11-05,10,27.240,CLE,,NYG,L 3-24,,,,,,,,,
37,2000,2000-11-12,11,27.247,CLE,,NWE,W 19-11,,,,,,,,,
38,2000,2000-11-19,12,27.254,CLE,@,TEN,L 10-24,,,,,,,,,
39,2000,2000-11-26,13,27.261,CLE,@,BAL,L 7-44,,,,,,,,,
40,2000,2000-12-03,14,27.268,CLE,@,JAX,L 0-48,,1,8,8.00,0,0.0,0,0,0
41,2000,2000-12-10,15,27.275,CLE,,PHI,L 24-35,,,,,,,,,
42,2000,2000-12-17,16,27.282,CLE,,TEN,L 0-24,,1,12,12.00,0,0.0,0,0,0
43,2001,2001-09-09,1,28.183,CLE,,SEA,L 6-9,*,0,0,,0,0.0,1,9,0
44,2001,2001-09-23,2,28.197,CLE,,DET,W 24-14,*,0,0,,0,0.0,1,0,0
45,2001,2001-09-30,3,28.204,CLE,@,JAX,W 23-14,*,,,,,,,,
46,2001,2001-10-07,4,28.211,CLE,,SDG,W 20-16,*,,,,,,,,
47,2001,2001-10-14,5,28.218,CLE,@,CIN,L 14-24,*,,,,,,,,
48,2001,2001-10-21,6,28.225,CLE,,BAL,W 24-14,*,0,0,,0,1.0,0,0,0
49,2001,2001-11-04,7,28.239,CLE,@,CHI,L 21-27,*,0,0,,0,0.0,1,0,0
50,2001,2001-11-11,8,28.246,CLE,,PIT,L 12-15,*,,,,,,,,
51,2001,2001-11-18,9,28.253,CLE,@,BAL,W 27-17,*,,,,,,,,
52,2001,2001-11-25,10,28.260,CLE,,CIN,W 18-0,*,,,,,,,,
53,2001,2001-12-02,11,28.267,CLE,,TEN,L 15-31,*,,,,,,,,
54,2001,2001-12-09,12,28.274,CLE,@,NWE,L 16-27,*,0,0,,0,0.0,1,9,0
55,2001,2001-12-16,13,28.281,CLE,,JAX,L 10-15,*,,,,,,,,
56,2001,2001-12-23,14,28.288,CLE,@,GNB,L 7-30,*,,,,,,,,
57,2001,2001-12-30,15,28.295,CLE,@,TEN,W 41-38,*,0,0,,0,0.0,1,15,0
58,2001,2002-01-06,16,28.302,CLE,@,PIT,L 7-28,*,,,,,,,,
59,2002,2002-09-29,4,29.203,CLE,@,PIT,L 13-16,,,,,,,,,
60,2002,2002-10-06,5,29.210,CLE,,BAL,L 21-26,,,,,,,,,
61,2002,2002-10-13,6,29.217,CLE,@,TAM,L 3-17,*,0,0,,0,0.0,1,7,0
62,2002,2002-10-20,7,29.224,CLE,,HOU,W 34-17,,,,,,,,,
63,2002,2002-10-27,8,29.231,CLE,@,NYJ,W 24-21,*,0,0,,0,0.0,1,3,0
