ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-19,3,23.327,PHI,,KAN,L 16-26,,,,,,,
2,2013,2013-11-03,8,24.007,MIN,@,DAL,L 23-27,,,,,,,
3,2013,2013-11-07,9,24.011,MIN,,WAS,W 34-27,,0.0,0,1,0,0,0
4,2013,2013-11-24,11,24.028,MIN,@,GNB,T 26-26,,0.0,2,0,0,0,0
5,2013,2013-12-01,12,24.035,MIN,,CHI,W 23-20,,,,,,,
6,2013,2013-12-08,13,24.042,MIN,@,BAL,L 26-29,,,,,,,
7,2013,2013-12-15,14,24.049,MIN,,PHI,W 48-30,*,0.0,0,0,1,30,0
8,2013,2013-12-22,15,24.056,MIN,@,CIN,L 14-42,*,0.0,1,1,0,0,0
9,2013,2013-12-29,16,24.063,MIN,,DET,W 14-13,*,0.0,3,1,0,0,0
10,2014,2014-09-14,2,24.322,MIN,,NWE,L 7-30,,,,,,,
11,2014,2014-09-28,4,24.336,MIN,,ATL,W 41-28,,,,,,,
12,2014,2014-10-02,5,24.340,MIN,@,GNB,L 10-42,,,,,,,
13,2014,2014-10-12,6,24.350,MIN,,DET,L 3-17,,,,,,,
14,2014,2014-10-19,7,24.357,MIN,@,BUF,L 16-17,,,,,,,
15,2014,2014-10-26,8,24.364,MIN,@,TAM,W 19-13,,0.0,1,0,0,0,0
16,2014,2014-11-02,9,25.006,MIN,,WAS,W 29-26,,,,,,,
17,2014,2014-11-23,11,25.027,MIN,,GNB,L 21-24,,,,,,,
18,2014,2014-12-07,13,25.041,MIN,,NYJ,W 30-24,,,,,,,
19,2014,2014-12-14,14,25.048,MIN,@,DET,L 14-16,,,,,,,
20,2015,2015-10-08,5,25.346,IND,@,HOU,W 27-20,,0.0,0,0,0,0,0
21,2015,2015-12-10,13,26.044,MIN,@,ARI,L 20-23,,0.0,0,0,0,0,0
