ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,22.051,IND,@,KAN,W 27-14,,,,,,,,,,,,,,,,,
2,2000,2000-09-10,2,22.058,IND,,OAK,L 31-38,,,,,,,,,,,,,,,,,
3,2000,2000-09-25,3,22.073,IND,,JAX,W 43-14,,,,,,,,,,,,,,,,,
4,2000,2000-10-01,4,22.079,IND,@,BUF,W 18-16,,1,0,0.00,0,0,0,,0,0,0,0.0,,,0,0,0
5,2000,2000-10-08,5,22.086,IND,@,NWE,L 16-24,,,,,,,,,,,,,,,,,
6,2000,2000-10-15,6,22.093,IND,@,SEA,W 37-24,*,,,,,,,,,,,,,,,,
7,2000,2000-10-22,7,22.100,IND,,NWE,W 30-23,,,,,,,,,,,,,,,,,
8,2000,2000-10-29,8,22.107,IND,,DET,W 30-18,,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
9,2000,2000-11-05,9,22.114,IND,@,CHI,L 24-27,,,,,,,,,,,,,,,,,
10,2000,2000-11-12,10,22.121,IND,,NYJ,W 23-15,,,,,,,,,,,,,,,,,
11,2000,2000-11-19,11,22.128,IND,@,GNB,L 24-26,,,,,,,,,,,,,,,,,
12,2000,2000-11-26,12,22.135,IND,,MIA,L 14-17,,,,,,,,,,,,,,,,,
13,2000,2000-12-03,13,22.142,IND,@,NYJ,L 17-27,,0,0,,0,0,0,,0,0,0,0.0,,,1,35,0
14,2000,2000-12-11,14,22.150,IND,,BUF,W 44-20,*,,,,,,,,,,,,,,,,
15,2000,2000-12-17,15,22.156,IND,@,MIA,W 20-13,,,,,,,,,,,,,,,,,
16,2000,2000-12-24,16,22.163,IND,,MIN,W 31-10,,,,,,,,,,,,,,,,,
17,2001,2001-09-09,1,23.057,IND,@,NYJ,W 45-24,*,,,,,,,,,,,,,,,,
18,2001,2001-09-23,2,23.071,IND,,BUF,W 42-26,*,,,,,,,,,,,,,,,,
19,2001,2001-09-30,3,23.078,IND,@,NWE,L 13-44,*,,,,,,,,,,,,,,,,
20,2001,2001-10-14,4,23.092,IND,,OAK,L 18-23,*,,,,,,,,,,,,,,,,
21,2001,2001-10-21,5,23.099,IND,,NWE,L 17-38,*,,,,,,,,,,,,,,,,
22,2001,2001-10-25,6,23.103,IND,@,KAN,W 35-28,*,,,,,,,,,,,,,,,,
23,2001,2001-11-04,7,23.113,IND,@,BUF,W 30-14,*,0,0,,0,0,0,,0,0,0,0.5,,,0,0,0
24,2001,2001-11-11,8,23.120,IND,,MIA,L 24-27,*,0,0,,0,0,0,,0,0,0,0.0,,,1,3,0
25,2001,2001-11-18,9,23.127,IND,@,NOR,L 20-34,*,,,,,,,,,,,,,,,,
26,2001,2001-11-25,10,23.134,IND,,SFO,L 21-40,*,,,,,,,,,,,,,,,,
27,2001,2001-12-02,11,23.141,IND,@,BAL,L 27-39,*,,,,,,,,,,,,,,,,
28,2001,2001-12-10,12,23.149,IND,@,MIA,L 6-41,*,,,,,,,,,,,,,,,,
29,2001,2001-12-16,13,23.155,IND,,ATL,W 41-27,*,,,,,,,,,,,,,,,,
30,2001,2001-12-23,14,23.162,IND,,NYJ,L 28-29,*,,,,,,,,,,,,,,,,
31,2001,2001-12-30,15,23.169,IND,@,STL,L 17-42,*,0,0,,0,0,0,,0,0,0,0.0,,,1,11,0
32,2001,2002-01-06,16,23.176,IND,,DEN,W 29-10,*,0,0,,0,0,0,,0,0,0,0.0,,,1,1,0
33,2002,2002-09-08,1,24.056,IND,@,JAX,W 28-25,*,,,,,,,,,,,,,,,,
34,2002,2002-09-15,2,24.063,IND,,MIA,L 13-21,*,0,0,,0,0,0,,0,0,0,0.0,,,1,30,0
35,2002,2002-09-22,3,24.070,IND,@,HOU,W 23-3,*,,,,,,,,,,,,,,,,
36,2002,2002-10-06,4,24.084,IND,,CIN,W 28-21,*,,,,,,,,,,,,,,,,
37,2002,2002-10-13,5,24.091,IND,,BAL,W 22-20,*,,,,,,,,,,,,,,,,
38,2002,2002-10-21,6,24.099,IND,@,PIT,L 10-28,*,,,,,,,,,,,,,,,,
39,2002,2002-10-27,7,24.105,IND,@,WAS,L 21-26,*,,,,,,,,,,,,,,,,
40,2002,2002-11-03,8,24.112,IND,,TEN,L 15-23,*,,,,,,,,,,,,,,,,
41,2002,2002-11-10,9,24.119,IND,@,PHI,W 35-13,*,,,,,,,,,,,,,,,,
42,2002,2002-11-17,10,24.126,IND,,DAL,W 20-3,*,,,,,,,,,,,,,,,,
43,2002,2002-11-24,11,24.133,IND,@,DEN,W 23-20,*,,,,,,,,,,,,,,,,
44,2002,2002-12-01,12,24.140,IND,,HOU,W 19-3,,,,,,,,,,,,,,,,,
45,2002,2002-12-08,13,24.147,IND,@,TEN,L 17-27,*,,,,,,,,,,,,,,,,
46,2002,2002-12-15,14,24.154,IND,@,CLE,W 28-23,*,,,,,,,,,,,,,,,,
47,2002,2002-12-22,15,24.161,IND,,NYG,L 27-44,*,,,,,,,,,,,,,,,,
48,2002,2002-12-29,16,24.168,IND,,JAX,W 20-13,*,,,,,,,,,,,,,,,,
49,2003,2003-09-07,1,25.055,IND,@,CLE,W 9-6,,,,,,,,,,,,,,,,,
50,2003,2003-09-14,2,25.062,IND,,TEN,W 33-7,,,,,,,,,,,,,,,,,
51,2003,2003-09-21,3,25.069,IND,,JAX,W 23-13,,,,,,,,,,,,,,,,,
52,2003,2003-09-28,4,25.076,IND,@,NOR,W 55-21,,,,,,,,,,,,,,,,,
53,2003,2003-10-06,5,25.084,IND,@,TAM,W 38-35,,,,,,,,,,,,,,,,,
54,2003,2003-10-12,6,25.090,IND,,CAR,L 20-23,,,,,,,,,,,,,,,,,
55,2003,2003-10-26,7,25.104,IND,,HOU,W 30-21,,,,,,,,,,,,,,,,,
56,2003,2003-11-02,8,25.111,IND,@,MIA,W 23-17,,,,,,,,,,,,,,,,,
57,2003,2003-11-09,9,25.118,IND,@,JAX,L 23-28,,0,0,,0,1,0,0.00,0,0,0,0.0,,,0,0,0
58,2003,2003-11-16,10,25.125,IND,,NYJ,W 38-31,,,,,,,,,,,,,,,,,
59,2003,2003-11-23,11,25.132,IND,@,BUF,W 17-14,,,,,,,,,,,,,,,,,
60,2003,2003-11-30,12,25.139,IND,,NWE,L 34-38,,,,,,,,,,,,,,,,,
61,2003,2003-12-07,13,25.146,IND,@,TEN,W 29-27,*,,,,,,,,,,,,,,,,
62,2003,2003-12-14,14,25.153,IND,,ATL,W 38-7,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
63,2003,2003-12-21,15,25.160,IND,,DEN,L 17-31,*,,,,,,,,,,,,,,,,
64,2003,2003-12-28,16,25.167,IND,@,HOU,W 20-17,*,,,,,,,,,,,,,,,,
65,2004,2004-09-12,1,26.060,ARI,@,STL,L 10-17,*,,,,,,,,,,,,,,,,
66,2004,2004-09-19,2,26.067,ARI,,NWE,L 12-23,*,0,0,,0,0,0,,0,0,0,0.0,,,1,0,0
67,2004,2004-09-26,3,26.074,ARI,@,ATL,L 3-6,*,,,,,,,,,,,,,,,,
68,2004,2004-10-03,4,26.081,ARI,,NOR,W 34-10,*,,,,,,,,,,,,,,,,
69,2004,2004-10-10,5,26.088,ARI,@,SFO,L 28-31,*,,,,,,,,,,,,,,,,
70,2004,2004-10-24,6,26.102,ARI,,SEA,W 25-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,2,0
71,2004,2004-10-31,7,26.109,ARI,@,BUF,L 14-38,*,,,,,,,,,,,,,,,,
72,2004,2004-11-07,8,26.116,ARI,@,MIA,W 24-23,*,,,,,,,,,,,,,,,,
73,2004,2004-11-14,9,26.123,ARI,,NYG,W 17-14,*,,,,,,,,,,,,,,,,
74,2004,2004-11-21,10,26.130,ARI,@,CAR,L 10-35,*,,,,,,,,,,,,,,,,
75,2004,2004-11-28,11,26.137,ARI,,NYJ,L 3-13,*,,,,,,,,,,,,,,,,
76,2004,2004-12-05,12,26.144,ARI,@,DET,L 12-26,*,0,0,,0,0,0,,0,0,0,0.0,,,1,16,0
77,2004,2004-12-12,13,26.151,ARI,,SFO,L 28-31,*,,,,,,,,,,,,,,,,
78,2004,2004-12-19,14,26.158,ARI,,STL,W 31-7,*,0,0,,0,0,0,,0,0,0,0.5,,,1,0,0
79,2004,2004-12-26,15,26.165,ARI,@,SEA,L 21-24,*,,,,,,,,,,,,,,,,
80,2004,2005-01-02,16,26.172,ARI,,TAM,W 12-7,*,,,,,,,,,,,,,,,,
81,2005,2005-09-11,1,27.059,ARI,@,NYG,L 19-42,*,,,,,,,,,,,,,,,,
82,2005,2005-09-18,2,27.066,ARI,,STL,L 12-17,*,,,,,,,,,,,,,,,,
83,2005,2005-09-25,3,27.073,ARI,@,SEA,L 12-37,*,,,,,,,,,,,,,,,,
84,2005,2005-10-02,4,27.080,ARI,,SFO,W 31-14,*,,,,,,,,,,,,,,,,
85,2005,2005-10-09,5,27.087,ARI,,CAR,L 20-24,,,,,,,,,,,,,,,,,
86,2005,2005-10-23,6,27.101,ARI,,TEN,W 20-10,*,0,0,,0,0,0,,0,1,6,0.0,,,1,60,1
87,2005,2005-10-30,7,27.108,ARI,@,DAL,L 13-34,*,,,,,,,,,,,,,,,,
88,2005,2005-11-06,8,27.115,ARI,,SEA,L 19-33,*,,,,,,,,,,,,,,,,
89,2005,2005-11-13,9,27.122,ARI,@,DET,L 21-29,*,,,,,,,,,,,,,,,,
90,2005,2005-11-20,10,27.129,ARI,@,STL,W 38-28,*,,,,,,,,,,,,,,,,
91,2005,2005-11-27,11,27.136,ARI,,JAX,L 17-24,*,,,,,,,,,,,,,,,,
92,2005,2005-12-04,12,27.143,ARI,@,SFO,W 17-10,*,,,,,,,,,,,,,,,,
93,2005,2005-12-11,13,27.150,ARI,,WAS,L 13-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,19,0
94,2005,2005-12-18,14,27.157,ARI,@,HOU,L 19-30,*,,,,,,,,,,,,,,,,
95,2005,2005-12-24,15,27.163,ARI,,PHI,W 27-21,*,,,,,,,,,,,,,,,,
96,2005,2006-01-01,16,27.171,ARI,@,IND,L 13-17,*,,,,,,,,,,,,,,,,
97,2006,2006-09-10,1,28.058,ARI,,SFO,W 34-27,*,,,,,,,,,,,,,,,,
98,2006,2006-09-24,3,28.072,ARI,,STL,L 14-16,,,,,,,,,,,,,,,,,
99,2006,2006-10-01,4,28.079,ARI,@,ATL,L 10-32,,,,,,,,,,,,,,,,,
100,2006,2006-10-08,5,28.086,ARI,,KAN,L 20-23,,,,,,,,,,,,,,,,,
101,2006,2006-10-16,6,28.094,ARI,,CHI,L 23-24,,,,,,,,,,,,,,,,,
102,2006,2006-10-22,7,28.100,ARI,@,OAK,L 9-22,,,,,,,,,,,,,,,,,
103,2006,2006-10-29,8,28.107,ARI,@,GNB,L 14-31,,,,,,,,,,,,,,,,,
104,2006,2006-11-12,9,28.121,ARI,,DAL,L 10-27,,,,,,,,,,,,,,,,,
105,2006,2006-11-19,10,28.128,ARI,,DET,W 17-10,*,,,,,,,,,,,,,,,,
106,2006,2006-11-26,11,28.135,ARI,@,MIN,L 26-31,*,,,,,,,,,,,,,,,,
107,2006,2006-12-03,12,28.142,ARI,@,STL,W 34-20,*,0,0,,0,0,0,,0,0,0,0.0,,,1,56,0
108,2006,2006-12-10,13,28.149,ARI,,SEA,W 27-21,*,,,,,,,,,,,,,,,,
109,2006,2006-12-17,14,28.156,ARI,,DEN,L 20-37,*,,,,,,,,,,,,,,,,
110,2006,2006-12-24,15,28.163,ARI,@,SFO,W 26-20,*,,,,,,,,,,,,,,,,
111,2007,2007-09-17,2,29.065,WAS,@,PHI,W 20-12,,,,,,,,,,,,,,,,,
112,2007,2007-09-23,3,29.071,WAS,,NYG,L 17-24,,,,,,,,,,,,,,,,,
113,2007,2007-10-28,7,29.106,WAS,@,NWE,L 7-52,,,,,,,,,,,,,,,,,
114,2007,2007-12-16,14,29.155,WAS,@,NYG,W 22-10,,,,,,,,,,,,,,,,,
115,2007,2007-12-23,15,29.162,WAS,@,MIN,W 32-21,,,,,,,,,,,,,,,,,
116,2007,2007-12-30,16,29.169,WAS,,DAL,W 27-6,,,,,,,,,,,,,,,,,
117,2008,2008-11-09,9,30.118,KAN,@,SDG,L 19-20,,,,,,,,,,,,,,,,,
118,2008,2008-11-16,10,30.125,KAN,,NOR,L 20-30,,,,,,,,,,,,,,,,,
119,2008,2008-11-23,11,30.132,KAN,,BUF,L 31-54,,,,,,,,,,,,,,,,,
120,2008,2008-12-07,13,30.146,KAN,@,DEN,L 17-24,,,,,,,,,,,,,,,,,
