ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.144,PIT,@,OAK,L 28-31,0,0,,0,0,0,,0,2,28,14.00,0,0,0,,0,0,0
2,1976,1976-09-19,2,22.151,PIT,,CLE,W 31-14,1,5,5.00,0,0,0,,0,0,0,,0,2,18,9.00,0,0,0
3,1976,1976-09-26,3,22.158,PIT,,NWE,L 27-30,0,0,,0,0,0,,0,7,189,27.00,0,2,16,8.00,0,0,0
4,1976,1976-10-04,4,22.166,PIT,@,MIN,L 6-17,0,0,,0,0,0,,0,2,35,17.50,0,1,2,2.00,0,0,0
5,1976,1976-10-10,5,22.172,PIT,@,CLE,L 16-18,0,0,,0,0,0,,0,1,9,9.00,0,2,11,5.50,0,0,0
6,1976,1976-10-17,6,22.179,PIT,,CIN,W 23-6,0,0,,0,0,0,,0,0,0,,0,1,15,15.00,0,0,0
7,1976,1976-10-24,7,22.186,PIT,@,NYG,W 27-0,4,17,4.25,0,0,0,,0,0,0,,0,2,50,25.00,0,0,0
8,1976,1976-10-31,8,22.193,PIT,,SDG,W 23-0,3,17,5.67,0,0,0,,0,1,23,23.00,0,1,3,3.00,0,0,0
9,1976,1976-11-07,9,22.200,PIT,@,KAN,W 45-0,6,64,10.67,2,0,0,,0,0,0,,0,2,16,8.00,0,2,12
10,1976,1976-11-14,10,22.207,PIT,,MIA,W 14-3,0,0,,0,0,0,,0,2,48,24.00,0,0,0,,0,0,0
11,1976,1976-11-21,11,22.214,PIT,,HOU,W 32-16,2,-12,-6.00,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
12,1976,1976-11-28,12,22.221,PIT,@,CIN,W 7-3,,,,,,,,,,,,,,,,,,
13,1976,1976-12-05,13,22.228,PIT,,TAM,W 42-0,1,0,0.00,0,1,3,3.00,0,1,24,24.00,0,3,14,4.67,0,0,0
14,1976,1976-12-11,14,22.234,PIT,@,HOU,W 21-0,0,0,,0,0,0,,0,0,0,,0,1,5,5.00,0,0,0
15,1977,1977-09-19,1,23.151,PIT,,SFO,W 27-0,0,0,,0,0,0,,0,0,0,,0,1,7,7.00,0,0,0
16,1977,1977-09-25,2,23.157,PIT,,OAK,L 7-16,,,,,,,,,,,,,,,,,,
17,1977,1977-10-02,3,23.164,PIT,@,CLE,W 28-14,,,,,,,,,,,,,,,,,,
18,1977,1977-10-09,4,23.171,PIT,@,HOU,L 10-27,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
19,1977,1977-11-06,8,23.199,PIT,@,DEN,L 7-21,,,,,,,,,,,,,,,,,,
20,1977,1977-11-13,9,23.206,PIT,,CLE,W 35-31,,,,,,,,,,,,,,,,,,
21,1977,1977-11-20,10,23.213,PIT,,DAL,W 28-13,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1977,1977-11-27,11,23.220,PIT,@,NYJ,W 23-20,,,,,,,,,,,,,,,,,,
23,1978,1978-09-03,1,24.135,WAS,@,NWE,W 16-14,,,,,,,,,,,,,,,,,,
24,1978,1978-09-10,2,24.142,WAS,,PHI,W 35-30,,,,,,,,,,,,,,,,,,
25,1978,1978-10-15,7,24.177,PIT,@,CLE,W 34-14,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
26,1978,1978-10-23,8,24.185,PIT,,HOU,L 17-24,,,,,,,,,,,,,,,,,,
27,1978,1978-10-29,9,24.191,PIT,,KAN,W 27-24,,,,,,,,,,,,,,,,,,
28,1978,1978-11-05,10,24.198,PIT,,NOR,W 20-14,,,,,,,,,,,,,,,,,,
29,1978,1978-11-12,11,24.205,PIT,@,RAM,L 7-10,,,,,,,,,,,,,,,,,,
30,1978,1978-11-19,12,24.212,PIT,,CIN,W 7-6,,,,,,,,,,,,,,,,,,
31,1978,1978-11-27,13,24.220,PIT,@,SFO,W 24-7,,,,,,,,,,,,,,,,,,
32,1978,1978-12-03,14,24.226,PIT,@,HOU,W 13-3,,,,,,,,,,,,,,,,,,
33,1978,1978-12-09,15,24.232,PIT,,BAL,W 35-13,6,9,1.50,0,0,0,,0,1,19,19.00,0,0,0,,0,0,0
34,1978,1978-12-16,16,24.239,PIT,@,DEN,W 21-17,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1979,1979-09-16,3,25.148,CHI,@,DAL,L 20-24,,,,,,,,,,,,,,,,,,
36,1979,1979-09-23,4,25.155,CHI,@,MIA,L 16-31,0,0,,0,2,13,6.50,0,0,0,,0,0,0,,0,0,0
37,1979,1979-09-30,5,25.162,CHI,,TAM,L 13-17,3,11,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,0
38,1979,1979-10-07,6,25.169,CHI,@,BUF,W 7-0,4,7,1.75,0,0,0,,0,0,0,,0,0,0,,0,0,0
39,1979,1979-10-14,7,25.176,CHI,,NWE,L 7-27,,,,,,,,,,,,,,,,,,
40,1979,1979-10-28,9,25.190,PIT,,DAL,W 14-3,,,,,,,,,,,,,,,,,,
