ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1985,1985-09-08,1,22.138,TAM,@,CHI,L 28-38,1,1,1.00,1,1,15,15.00,0,1,6
2,1985,1985-09-15,2,22.145,TAM,,MIN,L 16-31,1,16,16.00,0,0,0,,0,0,0
3,1985,1985-09-22,3,22.152,TAM,@,NOR,L 13-20,0,0,,0,0,0,,0,,
4,1985,1985-09-29,4,22.159,TAM,@,DET,L 9-30,0,0,,0,0,0,,0,,
5,1985,1985-10-06,5,22.166,TAM,,CHI,L 19-27,1,7,7.00,0,0,0,,0,0,0
6,1985,1985-10-13,6,22.173,TAM,,RAM,L 27-31,0,0,,0,0,0,,0,,
7,1985,1985-10-20,7,22.180,TAM,@,MIA,L 38-41,0,0,,0,0,0,,0,,
8,1985,1985-10-27,8,22.187,TAM,,NWE,L 14-32,0,0,,0,0,0,,0,,
9,1985,1985-11-03,9,22.194,TAM,@,NYG,L 20-22,1,4,4.00,0,0,0,,0,0,0
10,1985,1985-11-10,10,22.201,TAM,,STL,W 16-0,1,6,6.00,0,0,0,,0,0,0
11,1985,1985-11-17,11,22.208,TAM,@,NYJ,L 28-62,4,35,8.75,1,0,0,,0,1,6
12,1985,1985-11-24,12,22.215,TAM,,DET,W 19-16,3,30,10.00,0,0,0,,0,0,0
13,1985,1985-12-01,13,22.222,TAM,@,GNB,L 0-21,1,10,10.00,0,0,0,,0,0,0
14,1985,1985-12-08,14,22.229,TAM,@,MIN,L 7-26,4,62,15.50,1,0,0,,0,1,6
15,1985,1985-12-15,15,22.236,TAM,,IND,L 23-31,4,43,10.75,0,1,5,5.00,0,0,0
16,1985,1985-12-22,16,22.243,TAM,,GNB,L 17-20,5,74,14.80,0,0,0,,0,0,0
17,1986,1986-09-07,1,23.137,TAM,,SFO,L 7-31,1,3,3.00,0,0,0,,0,0,0
18,1986,1986-09-14,2,23.144,TAM,,MIN,L 10-23,1,17,17.00,0,0,0,,0,0,0
19,1986,1986-09-21,3,23.151,TAM,@,DET,W 24-20,0,0,,0,1,11,11.00,0,0,0
20,1986,1986-09-28,4,23.158,TAM,,ATL,L 20-23,2,19,9.50,1,0,0,,0,1,6
21,1986,1986-10-05,5,23.165,TAM,@,RAM,L 20-26,0,0,,0,0,0,,0,,
