ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2012,2012-09-09,1,28.331,CLE,,PHI,L 16-17,*,12,35,34.29,118,0,4,5.1,2,7,3.37,-1.77,2,25,12.50,0,0,0,0,,0,0.0%,,0,0
2,2012,2012-09-16,2,28.338,CLE,@,CIN,L 27-34,*,26,37,70.27,322,2,0,114.9,2,13,8.70,9.78,2,6,3.00,0,0,0,0,,0,0.0%,,0,0
3,2012,2012-09-23,3,28.345,CLE,,BUF,L 14-24,*,27,43,62.79,237,1,2,65.7,4,30,5.51,3.88,0,0,,0,0,0,0,,0,0.0%,,0,0
4,2012,2012-09-27,4,28.349,CLE,@,BAL,L 16-23,*,25,52,48.08,320,0,1,59.8,1,6,6.15,5.29,0,0,,0,0,0,0,,0,0.0%,,0,0
5,2012,2012-10-07,5,28.359,CLE,@,NYG,L 27-41,*,22,35,62.86,291,2,2,84.3,0,0,8.31,6.89,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
6,2012,2012-10-14,6,29.000,CLE,,CIN,W 34-24,*,17,29,58.62,231,2,1,92.7,2,13,7.97,7.79,3,3,1.00,0,0,0,0,,0,0.0%,,0,0
7,2012,2012-10-21,7,29.007,CLE,@,IND,L 13-17,*,25,41,60.98,264,2,0,96.0,0,0,6.44,7.41,1,13,13.00,0,1,0,-9,,0,0.0%,-9.00,0,0
8,2012,2012-10-28,8,29.014,CLE,,SDG,W 7-6,*,11,27,40.74,129,0,0,55.9,2,12,4.78,4.78,4,4,1.00,0,0,0,0,,0,0.0%,,0,0
9,2012,2012-11-04,9,29.021,CLE,,BAL,L 15-25,*,20,37,54.05,176,0,2,44.4,1,2,4.76,2.32,2,11,5.50,0,0,0,0,,0,0.0%,,0,0
10,2012,2012-11-18,10,29.035,CLE,@,DAL,L 20-23,*,20,35,57.14,210,2,0,93.7,2,18,6.00,7.14,0,0,,0,0,0,0,,0,0.0%,,0,0
11,2012,2012-11-25,11,29.042,CLE,,PIT,W 20-14,*,17,26,65.38,158,1,1,78.7,4,28,6.08,5.12,2,8,4.00,0,0,0,0,,0,0.0%,,0,0
12,2012,2012-12-02,12,29.049,CLE,@,OAK,W 20-17,*,25,36,69.44,364,1,2,88.2,1,11,10.11,8.17,5,11,2.20,0,0,0,0,,0,0.0%,,0,0
13,2012,2012-12-09,13,29.056,CLE,,KAN,W 30-7,*,17,30,56.67,217,0,0,79.4,3,19,7.23,7.23,1,15,15.00,0,0,0,0,,0,0.0%,,0,0
14,2012,2012-12-16,14,29.063,CLE,,WAS,L 21-38,*,21,35,60.00,244,1,2,66.8,2,11,6.97,4.97,1,9,9.00,0,0,0,0,,0,0.0%,,0,0
