ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,23.289,NOR,,DET,L 10-14,*,,,,,,,,,
2,2000,2000-09-10,2,23.296,NOR,@,SDG,W 28-27,,,0,0,2.0,,,0,0,0
3,2000,2000-09-17,3,23.303,NOR,@,SEA,L 10-20,*,,,,,,,,,
4,2000,2000-09-24,4,23.310,NOR,,PHI,L 7-21,*,,0,0,1.0,,,0,0,0
5,2000,2000-10-08,5,23.324,NOR,@,CHI,W 31-10,*,,0,0,1.0,,,0,0,0
6,2000,2000-10-15,6,23.331,NOR,,CAR,W 24-6,,,0,0,2.0,,,0,0,0
7,2000,2000-10-22,7,23.338,NOR,@,ATL,W 21-19,*,,,,,,,,,
8,2000,2000-10-29,8,23.345,NOR,@,ARI,W 21-10,*,,,,,,,,,
9,2000,2000-11-05,9,23.352,NOR,,SFO,W 31-15,*,,,,,,,,,
10,2000,2000-11-12,10,23.359,NOR,@,CAR,W 20-10,*,,0,0,0.0,,,1,46,0
11,2000,2000-11-19,11,24.000,NOR,,OAK,L 22-31,,,0,0,1.0,,,0,0,0
12,2000,2000-11-26,12,24.007,NOR,@,STL,W 31-24,,,0,0,1.0,,,0,0,0
13,2000,2000-12-03,13,24.014,NOR,,DEN,L 23-38,,,0,0,1.0,,,0,0,0
14,2000,2000-12-10,14,24.021,NOR,@,SFO,W 31-27,*,,0,0,1.0,,,0,0,0
15,2000,2000-12-17,15,24.028,NOR,,ATL,W 23-7,*,,0,0,1.0,,,0,0,0
16,2000,2000-12-24,16,24.035,NOR,,STL,L 21-26,,,,,,,,,,
17,2001,2001-09-09,1,24.294,NOR,@,BUF,W 24-6,*,,,,,,,,,
18,2001,2001-09-30,2,24.315,NOR,@,NYG,L 13-21,*,,,,,,,,,
19,2001,2001-10-07,3,24.322,NOR,,MIN,W 28-15,*,,0,0,2.0,,,0,0,0
20,2001,2001-10-14,4,24.329,NOR,@,CAR,W 27-25,*,,,,,,,,,
21,2001,2001-10-21,5,24.336,NOR,,ATL,L 13-20,*,,,,,,,,,
22,2001,2001-10-28,6,24.343,NOR,@,STL,W 34-31,*,,0,0,0.0,,,1,37,0
23,2001,2001-11-04,7,24.350,NOR,,NYJ,L 9-16,*,,,,,,,,,
24,2001,2001-11-11,8,24.357,NOR,@,SFO,L 27-28,*,,,,,,,,,
25,2001,2001-11-18,9,24.364,NOR,,IND,W 34-20,*,,,,,,,,,
26,2001,2001-11-25,10,25.006,NOR,@,NWE,L 17-34,*,,,,,,,,,
27,2001,2001-12-02,11,25.013,NOR,,CAR,W 27-23,*,,0,0,1.0,,,0,0,0
28,2001,2001-12-09,12,25.020,NOR,@,ATL,W 28-10,*,,0,0,1.5,,,0,0,0
29,2001,2001-12-17,13,25.028,NOR,,STL,L 21-34,*,,0,0,1.5,,,0,0,0
30,2001,2001-12-23,14,25.034,NOR,@,TAM,L 21-48,*,,,,,,,,,
31,2001,2001-12-30,15,25.041,NOR,,WAS,L 10-40,*,,,,,,,,,
32,2001,2002-01-06,16,25.048,NOR,,SFO,L 0-38,*,,,,,,,,,
33,2002,2002-09-08,1,25.293,NOR,@,TAM,W 26-20,*,,,,,,,,,
34,2002,2002-09-15,2,25.300,NOR,,GNB,W 35-20,*,,,,,,,,,
35,2002,2002-09-22,3,25.307,NOR,@,CHI,W 29-23,*,,,,,,,,,
36,2002,2002-09-29,4,25.314,NOR,@,DET,L 21-26,*,,,,,,,,,
37,2002,2002-10-06,5,25.321,NOR,,PIT,W 32-29,*,,,,,,,,,
38,2002,2002-10-13,6,25.328,NOR,@,WAS,W 43-27,*,,0,0,3.0,,,0,0,0
39,2002,2002-10-20,7,25.335,NOR,,SFO,W 35-27,*,,,,,,,,,
40,2002,2002-10-27,8,25.342,NOR,,ATL,L 35-37,*,,0,0,1.5,,,0,0,0
41,2002,2002-11-10,9,25.356,NOR,@,CAR,W 34-24,*,,0,0,1.0,,,0,0,0
42,2002,2002-11-17,10,25.363,NOR,@,ATL,L 17-24,*,,,,,,,,,
43,2002,2002-11-24,11,26.005,NOR,,CLE,L 15-24,*,,,,,,,,,
44,2002,2002-12-01,12,26.012,NOR,,TAM,W 23-20,*,,0,0,1.0,,,0,0,0
45,2002,2002-12-08,13,26.019,NOR,@,BAL,W 37-25,*,,,,,,,,,
