ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,21.317,SEA,,BAL,L 14-29,,,,,,,,,,
2,1977,1977-09-25,2,21.324,SEA,@,CIN,L 20-42,,,,,,,,,,
3,1977,1977-10-02,3,21.331,SEA,,DEN,L 13-24,,,,,,,,,,
4,1977,1977-10-09,4,21.338,SEA,@,NWE,L 0-31,,,,,,,,,,
5,1977,1977-10-16,5,21.345,SEA,,TAM,W 30-23,,,,,,,,,,
6,1977,1977-10-23,6,21.352,SEA,@,MIA,L 13-31,,,,,,,,,,
7,1977,1977-10-30,7,21.359,SEA,,BUF,W 56-17,,,,,,,,,,
8,1977,1977-11-06,8,22.001,SEA,@,OAK,L 7-44,,,,,,,,,,
9,1977,1977-11-13,9,22.008,SEA,@,NYJ,W 17-0,,,,,,,,,,
10,1977,1977-11-20,10,22.015,SEA,,HOU,L 10-22,,,,,,,,,,
11,1977,1977-11-27,11,22.022,SEA,,SDG,L 28-30,,,,,,,,,,
12,1977,1977-12-04,12,22.029,SEA,@,PIT,L 20-30,,,,,,,,,,
13,1977,1977-12-11,13,22.036,SEA,@,KAN,W 34-31,,,,,,,,,,
14,1977,1977-12-18,14,22.043,SEA,,CLE,W 20-19,,,,,,,,,,
15,1978,1978-09-03,1,22.302,SEA,,SDG,L 20-24,,,,,,,,,,
16,1978,1978-09-10,2,22.309,SEA,@,PIT,L 10-21,,,,,,,,,,
17,1978,1978-09-17,3,22.316,SEA,@,NYJ,W 24-17,,,,,,,,,,
18,1978,1978-09-24,4,22.323,SEA,,DET,W 28-16,,,,,,,,,,
19,1978,1978-10-01,5,22.330,SEA,@,DEN,L 7-28,,,,,,,,,,
20,1978,1978-10-08,6,22.337,SEA,,MIN,W 29-28,,,,,,,,,,
21,1978,1978-10-15,7,22.344,SEA,@,GNB,L 28-45,,,,,,,,,,
22,1978,1978-10-22,8,22.351,SEA,,OAK,W 27-7,,,,,,,,,,
23,1978,1978-10-29,9,22.358,SEA,,DEN,L 17-20,,,,,,,,,,
24,1978,1978-11-05,10,23.000,SEA,@,CHI,W 31-29,,,,,,,,,,
25,1978,1978-11-12,11,23.007,SEA,,BAL,L 14-17,,,,,,,,,,
26,1978,1978-11-19,12,23.014,SEA,@,KAN,W 13-10,,,,,,,,,,
27,1978,1978-11-26,13,23.021,SEA,@,OAK,W 17-16,,,,,,,,,,
28,1978,1978-12-03,14,23.028,SEA,,CLE,W 47-24,0,0,,0,1,6,6.00,0,0,0
29,1978,1978-12-10,15,23.035,SEA,@,SDG,L 10-37,,,,,,,,,,
30,1978,1978-12-17,16,23.042,SEA,,KAN,W 23-19,,,,,,,,,,
31,1979,1979-10-07,6,23.336,SEA,@,SFO,W 35-24,,,,,,,,,,
32,1979,1979-10-14,7,23.343,SEA,@,SDG,L 10-20,,,,,,,,,,
33,1979,1979-10-21,8,23.350,SEA,,HOU,W 34-14,,,,,,,,,,
34,1979,1979-10-29,9,23.358,SEA,@,ATL,W 31-28,,,,,,,,,,
35,1979,1979-11-04,10,23.364,SEA,,RAM,L 0-24,,,,,,,,,,
36,1979,1979-11-11,11,24.006,SEA,@,CLE,W 29-24,,,,,,,,,,
37,1979,1979-11-18,12,24.013,SEA,,NOR,W 38-24,,,,,,,,,,
38,1979,1979-11-26,13,24.021,SEA,,NYJ,W 30-7,,,,,,,,,,
39,1979,1979-12-02,14,24.027,SEA,@,KAN,L 21-37,,,,,,,,,,
40,1979,1979-12-08,15,24.033,SEA,,DEN,W 28-23,,,,,,,,,,
41,1979,1979-12-16,16,24.041,SEA,@,OAK,W 29-24,,,,,,,,,,
42,1981,1981-09-06,1,25.305,SEA,@,CIN,L 21-27,0,0,,0,,,,,,
43,1981,1981-09-13,2,25.312,SEA,,DEN,W 13-10,1,3,3.00,1,0,0,,0,1,6
44,1981,1981-09-20,3,25.319,SEA,@,OAK,L 10-20,0,0,,0,,,,,,
45,1981,1981-09-27,4,25.326,SEA,,KAN,L 14-20,0,0,,0,,,,,,
46,1981,1981-10-04,5,25.333,SEA,@,SDG,L 10-24,0,0,,0,,,,,,
47,1981,1981-10-11,6,25.340,SEA,@,HOU,L 17-35,0,0,,0,,,,,,
48,1981,1981-10-18,7,25.347,SEA,,NYG,L 0-32,0,0,,0,,,,,,
49,1981,1981-10-25,8,25.354,SEA,@,NYJ,W 19-3,0,0,,0,,,,,,
50,1981,1981-11-01,9,25.361,SEA,@,GNB,L 24-34,0,0,,0,,,,,,
51,1981,1981-11-08,10,26.003,SEA,,PIT,W 24-21,0,0,,0,,,,,,
52,1981,1981-11-16,11,26.011,SEA,,SDG,W 44-23,0,0,,0,,,,,,
53,1981,1981-11-22,12,26.017,SEA,@,KAN,L 13-40,0,0,,0,,,,,,
54,1981,1981-11-29,13,26.024,SEA,,OAK,L 31-32,0,0,,0,,,,,,
55,1981,1981-12-06,14,26.031,SEA,,NYJ,W 27-23,0,0,,0,,,,,,
56,1981,1981-12-13,15,26.038,SEA,@,DEN,L 13-23,0,0,,0,,,,,,
57,1981,1981-12-20,16,26.045,SEA,,CLE,W 42-21,0,0,,0,,,,,,
58,1982,1982-09-12,1,26.311,SEA,,CLE,L 7-21,,,,,,,,,,
59,1982,1982-09-19,2,26.318,SEA,@,HOU,L 21-23,,,,,,,,,,
