ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1964,1964-09-19,2,22.222,RAM,,DET,T 17-17,2,18,9.00,0,0,0,,0,0,0,0,0,0
2,1964,1964-10-18,6,22.251,RAM,,SFO,W 42-14,0,0,,0,0,0,,0,1,6,2,107,1
3,1965,1965-09-19,1,23.221,RAM,@,DET,L 0-20,0,0,,0,0,0,,0,0,0,1,23,0
4,1965,1965-09-25,2,23.227,RAM,,CHI,W 30-28,0,0,,0,0,0,,0,1,6,1,37,1
5,1966,1966-09-18,2,24.220,PHI,,ATL,W 23-10,0,0,,0,0,0,,0,0,0,1,47,0
6,1966,1966-10-30,8,24.262,PHI,,WAS,L 13-27,0,0,,0,2,3,1.50,0,0,0,0,0,0
7,1966,1966-11-06,9,24.269,PHI,,DAL,W 24-23,0,0,,0,1,67,67.00,1,1,6,0,0,0
8,1966,1966-11-13,10,24.276,PHI,@,CLE,L 7-27,0,0,,0,1,5,5.00,0,0,0,0,0,0
9,1966,1966-12-11,13,24.304,PHI,,CLE,W 33-21,0,0,,0,4,27,6.75,0,0,0,0,0,0
10,1966,1966-12-18,14,24.311,PHI,@,WAS,W 37-28,4,132,33.00,0,3,16,5.33,0,0,0,0,0,0
11,1967,1967-10-01,3,25.233,PHI,,PIT,W 34-24,0,0,,0,1,2,2.00,0,0,0,0,0,0
12,1967,1967-10-08,4,25.240,PHI,@,ATL,W 38-7,0,0,,0,0,0,,0,0,0,1,0,0
13,1967,1967-10-15,5,25.247,PHI,,SFO,L 27-28,0,0,,0,1,22,22.00,0,0,0,0,0,0
14,1967,1967-10-22,6,25.254,PHI,@,STL,L 14-48,0,0,,0,1,-7,-7.00,0,0,0,0,0,0
15,1967,1967-10-29,7,25.261,PHI,,DAL,W 21-14,0,0,,0,3,27,9.00,0,0,0,0,0,0
16,1967,1967-11-05,8,25.268,PHI,@,NOR,L 24-31,0,0,,0,1,10,10.00,0,0,0,1,8,0
17,1967,1967-11-19,10,25.282,PHI,,NOR,W 48-21,0,0,,0,2,9,4.50,0,0,0,0,0,0
18,1967,1967-11-26,11,25.289,PHI,@,NYG,L 7-44,0,0,,0,1,10,10.00,0,0,0,0,0,0
19,1967,1967-12-03,12,25.296,PHI,@,WAS,T 35-35,0,0,,0,4,33,8.25,0,0,0,0,0,0
20,1967,1967-12-10,13,25.303,PHI,@,DAL,L 17-38,0,0,,0,2,17,8.50,0,0,0,0,0,0
21,1967,1967-12-17,14,25.310,PHI,,CLE,W 28-24,0,0,,0,4,5,1.25,0,0,0,0,0,0
22,1968,1968-09-15,1,26.218,WAS,@,CHI,W 38-28,3,77,25.67,0,0,0,,0,0,0,0,0,0
23,1968,1968-09-22,2,26.225,WAS,@,NOR,L 17-37,4,69,17.25,0,2,12,6.00,0,0,0,0,0,0
24,1968,1968-10-06,4,26.239,WAS,,PHI,W 17-14,0,0,,0,0,0,,0,0,0,1,1,0
25,1968,1968-11-24,11,26.288,WAS,,GNB,L 7-27,0,0,,0,0,0,,0,0,0,1,0,0
26,1968,1968-12-08,13,26.302,WAS,,CLE,L 21-24,0,0,,0,0,0,,0,0,0,1,4,0
27,1968,1968-12-15,14,26.309,WAS,,DET,W 14-3,0,0,,0,0,0,,0,0,0,1,18,0
