ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-12,1,23.040,DEN,,OAK,L 20-23,,,,,,,0.0%,,,,,,,,,,
2,2011,2011-09-18,2,23.046,DEN,,CIN,W 24-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2011,2011-09-25,3,23.053,DEN,@,TEN,L 14-17,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
4,2011,2011-10-02,4,23.060,DEN,@,GNB,L 23-49,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
5,2011,2011-10-09,5,23.067,DEN,,SDG,L 24-29,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2011,2011-10-23,6,23.081,DEN,@,MIA,W 18-15,,,,,,,0.0%,,,,,,,,,,
7,2011,2011-10-30,7,23.088,DEN,,DET,L 10-45,,,,,,,0.0%,,,,,,,,,,
8,2011,2011-11-13,9,23.102,DEN,@,KAN,W 17-10,,,,,,,0.0%,,,,,,,,,,
9,2011,2011-11-17,10,23.106,DEN,,NYJ,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
10,2011,2011-11-27,11,23.116,DEN,@,SDG,W 16-13,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-12-04,12,23.123,DEN,@,MIN,W 35-32,*,,,,,,0.0%,,,,,,,,,,
12,2011,2011-12-11,13,23.130,DEN,,CHI,W 13-10,,,,,,,0.0%,,,,,,,,,,
13,2011,2011-12-18,14,23.137,DEN,,NWE,L 23-41,,,,,,,0.0%,,,,,,,,,,
14,2011,2011-12-24,15,23.143,DEN,@,BUF,L 14-40,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
15,2011,2012-01-01,16,23.151,DEN,,KAN,L 3-7,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,1
16,2012,2012-09-23,3,24.051,DEN,,HOU,L 25-31,,,0,0,,0,0.0%,,0,0,,0,0,,,,
17,2012,2012-10-07,5,24.065,DEN,@,NWE,L 21-31,,,,,,,0.0%,,,,,,,,,,
18,2012,2012-10-15,6,24.073,DEN,@,SDG,W 35-24,*,,,,,,0.0%,,,,,,,,,,
19,2012,2012-10-28,7,24.086,DEN,,NOR,W 34-14,,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,0.0,0,0
20,2012,2012-11-04,8,24.093,DEN,@,CIN,W 31-23,,,,,,,0.0%,,,,,,,,,,
21,2012,2012-11-11,9,24.100,DEN,@,CAR,W 36-14,*,,,,,,0.0%,,,,,,,,,,
22,2012,2012-11-18,10,24.107,DEN,,SDG,W 30-23,,,,,,,0.0%,,,,,,,,,,
23,2012,2012-11-25,11,24.114,DEN,@,KAN,W 17-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
24,2012,2012-12-02,12,24.121,DEN,,TAM,W 31-23,,,,,,,0.0%,,,,,,,,,,
25,2012,2012-12-06,13,24.125,DEN,@,OAK,W 26-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
26,2012,2012-12-16,14,24.135,DEN,@,BAL,W 34-17,,,,,,,0.0%,,,,,,,,,,
27,2012,2012-12-23,15,24.142,DEN,,CLE,W 34-12,,,,,,,0.0%,,,,,,,,,,
28,2012,2012-12-30,16,24.149,DEN,,KAN,W 38-3,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,0.0,0,0
29,2013,2013-09-05,1,25.033,DEN,,BAL,W 49-27,,,,,,,0.0%,,,,,,,,,,
30,2013,2013-09-15,2,25.043,DEN,@,NYG,W 41-23,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
31,2013,2013-09-23,3,25.051,DEN,,OAK,W 37-21,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
32,2013,2013-09-29,4,25.057,DEN,,PHI,W 52-20,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
33,2013,2013-10-06,5,25.064,DEN,@,DAL,W 51-48,,,,,,,0.0%,,,,,,,,,,
34,2013,2013-10-13,6,25.071,DEN,,JAX,W 35-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
35,2013,2013-10-20,7,25.078,DEN,@,IND,L 33-39,,0,,,,,0.0%,,,,,,,,,,
36,2013,2013-10-27,8,25.085,DEN,,WAS,W 45-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
37,2013,2013-11-10,9,25.099,DEN,@,SDG,W 28-20,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
38,2013,2013-11-17,10,25.106,DEN,,KAN,W 27-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
39,2013,2013-11-24,11,25.113,DEN,@,NWE,L 31-34,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
40,2013,2013-12-01,12,25.120,DEN,@,KAN,W 35-28,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
41,2013,2013-12-08,13,25.127,DEN,,TEN,W 51-28,,,,,,,0.0%,,,,,,,,,,
42,2013,2013-12-12,14,25.131,DEN,,SDG,L 20-27,*,,,,,,0.0%,,,,,,,,,,
43,2013,2013-12-22,15,25.141,DEN,@,HOU,W 37-13,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,1,0
44,2013,2013-12-29,16,25.148,DEN,@,OAK,W 34-14,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0
