ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
70,2005,2005-10-30,7,28.004,CAR,,MIN,W 38-13,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
71,2005,2005-11-06,8,28.011,CAR,@,TAM,W 34-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
72,2005,2005-11-13,9,28.018,CAR,,NYJ,W 30-3,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
73,2005,2005-11-20,10,28.025,CAR,@,CHI,L 3-13,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
74,2005,2005-12-04,12,28.039,CAR,,ATL,W 24-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
75,2005,2005-12-11,13,28.046,CAR,,TAM,L 10-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
76,2005,2005-12-25,15,28.060,GNB,,CHI,L 17-24,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
77,2005,2006-01-01,16,28.067,GNB,,SEA,W 23-17,*,6,2,44,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
78,2006,2006-10-01,3,28.340,KAN,,SFO,W 41-0,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
79,2006,2006-10-08,4,28.347,KAN,@,ARI,W 23-20,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
80,2006,2006-10-15,5,28.354,KAN,@,PIT,L 7-45,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
81,2006,2006-10-22,6,28.361,KAN,,SDG,W 30-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
82,2006,2006-10-29,7,29.003,KAN,,SEA,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
83,2006,2006-11-05,8,29.010,KAN,@,STL,W 31-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
84,2006,2006-11-12,9,29.017,KAN,@,MIA,L 10-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
85,2006,2006-11-19,10,29.024,KAN,,OAK,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
86,2006,2006-11-23,11,29.028,KAN,,DEN,W 19-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
87,2006,2006-12-03,12,29.038,KAN,@,CLE,L 28-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
88,2006,2006-12-10,13,29.045,KAN,,BAL,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
89,2006,2006-12-17,14,29.052,KAN,@,SDG,L 9-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
90,2006,2006-12-23,15,29.058,KAN,@,OAK,W 20-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
91,2006,2006-12-31,16,29.066,KAN,,JAX,W 35-30,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0
