ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,24.109,DEN,,HOU,L 10-40,,,,,,,
2,1987,1987-12-20,14,24.186,RAI,,CLE,L 17-24,,,,,,,
3,1987,1987-12-27,15,24.193,RAI,,CHI,L 3-6,,,,,,,
4,1988,1988-09-04,1,25.079,RAI,,SDG,W 24-13,,,,,,,
5,1988,1988-09-11,2,25.086,RAI,@,HOU,L 35-38,1,0,0.00,0,0,0,0
6,1988,1988-09-18,3,25.093,RAI,,RAM,L 17-22,,,,,,,
7,1988,1988-09-26,4,25.101,RAI,@,DEN,W 30-27,0,0,,0,1,20,0
8,1988,1988-10-02,5,25.107,RAI,,CIN,L 21-45,,,,,,,
9,1988,1988-10-09,6,25.114,RAI,,MIA,L 14-24,,,,,,,
10,1988,1988-10-16,7,25.121,RAI,@,KAN,W 27-17,,,,,,,
11,1988,1988-10-23,8,25.128,RAI,@,NOR,L 6-20,,,,,,,
12,1989,1989-09-10,1,26.085,RAI,,SDG,W 40-14,,,,,,,
13,1989,1989-09-17,2,26.092,RAI,@,KAN,L 19-24,,,,,,,
14,1989,1989-09-24,3,26.099,RAI,@,DEN,L 21-31,,,,,,,
15,1989,1989-10-01,4,26.106,RAI,,SEA,L 20-24,,,,,,,
16,1989,1989-10-09,5,26.114,RAI,@,NYJ,W 14-7,,,,,,,
17,1989,1989-10-15,6,26.120,RAI,,KAN,W 20-14,,,,,,,
18,1989,1989-10-22,7,26.127,RAI,@,PHI,L 7-10,,,,,,,
19,1989,1989-10-29,8,26.134,RAI,,WAS,W 37-24,1,0,0.00,0,0,0,0
20,1989,1989-11-05,9,26.141,RAI,,CIN,W 28-7,,,,,,,
21,1989,1989-11-12,10,26.148,RAI,@,SDG,L 12-14,,,,,,,
22,1989,1989-11-19,11,26.155,RAI,@,HOU,L 7-23,,,,,,,
23,1989,1989-11-26,12,26.162,RAI,,NWE,W 24-21,,,,,,,
24,1989,1989-12-03,13,26.169,RAI,,DEN,W 16-13,,,,,,,
