ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,22.170,KAN,,BUF,L 7-41,,,,,,,,
2,2011,2011-09-18,2,22.177,KAN,@,DET,L 3-48,,,,,,,,
3,2011,2011-09-25,3,22.184,KAN,@,SDG,L 17-20,,0,0,,0,0.0,1,0
4,2011,2011-10-02,4,22.191,KAN,,MIN,W 22-17,,,,,,,,
5,2011,2011-10-09,5,22.198,KAN,@,IND,W 28-24,,0,0,,0,0.0,0,2
6,2011,2011-10-23,6,22.212,KAN,@,OAK,W 28-0,,,,,,,,
7,2011,2011-10-31,7,22.220,KAN,,SDG,W 23-20,,0,0,,0,0.0,1,0
8,2011,2011-11-06,8,22.226,KAN,,MIA,L 3-31,,0,0,,0,0.0,0,0
9,2011,2011-11-13,9,22.233,KAN,,DEN,L 10-17,,,,,,,,
10,2011,2011-11-21,10,22.241,KAN,@,NWE,L 3-34,,1,4,4.00,0,0.0,1,0
11,2011,2011-11-27,11,22.247,KAN,,PIT,L 9-13,,0,0,,0,0.0,1,0
12,2011,2011-12-04,12,22.254,KAN,@,CHI,W 10-3,,,,,,,,
13,2011,2011-12-11,13,22.261,KAN,@,NYJ,L 10-37,,,,,,,,
14,2011,2011-12-18,14,22.268,KAN,,GNB,W 19-14,,0,0,,0,1.0,1,0
15,2011,2011-12-24,15,22.274,KAN,,OAK,L 13-16,,0,0,,0,0.0,1,0
16,2011,2012-01-01,16,22.282,KAN,@,DEN,W 7-3,,0,0,,0,0.0,2,0
17,2012,2012-09-23,3,23.182,KAN,@,NOR,W 27-24,,,,,,,,
18,2012,2012-09-30,4,23.189,KAN,,SDG,L 20-37,,,,,,,,
19,2012,2012-10-07,5,23.196,KAN,,BAL,L 6-9,*,0,0,,0,0.0,2,0
20,2012,2012-10-14,6,23.203,KAN,@,TAM,L 10-38,,,,,,,,
21,2012,2012-10-28,7,23.217,KAN,,OAK,L 16-26,,0,0,,0,0.0,0,1
22,2012,2012-11-01,8,23.221,KAN,@,SDG,L 13-31,,0,0,,0,0.0,0,1
23,2012,2012-11-12,9,23.232,KAN,@,PIT,L 13-16,,0,0,,0,0.0,1,0
24,2012,2012-11-18,10,23.238,KAN,,CIN,L 6-28,,,,,,,,
25,2012,2012-11-25,11,23.245,KAN,,DEN,L 9-17,,,,,,,,
26,2012,2012-12-02,12,23.252,KAN,,CAR,W 27-21,,,,,,,,
27,2013,2013-09-15,2,24.174,KAN,,DAL,W 17-16,,,,,,,,
28,2013,2013-09-19,3,24.178,KAN,@,PHI,W 26-16,,,,,,,,
