ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.145,CIN,,HOU,W 27-6,,0,0,,0,,,,,,,,
2,1982,1982-09-19,2,22.152,CIN,@,PIT,L 20-26,,0,0,,0,,,,,,,,
3,1982,1982-11-21,3,22.215,CIN,@,PHI,W 18-14,,0,0,,0,,,,,,,,
4,1982,1982-11-28,4,22.222,CIN,,RAI,W 31-17,,1,3,3.00,1,,,0,0,,0,1,6
5,1982,1982-12-05,5,22.229,CIN,@,BAL,W 20-17,,0,0,,0,,,,,,,,
6,1982,1982-12-12,6,22.236,CIN,,CLE,W 23-10,,0,0,,0,,,,,,,,
7,1982,1982-12-20,7,22.244,CIN,@,SDG,L 34-50,,1,10,10.00,0,,,0,0,,0,0,0
8,1982,1982-12-26,8,22.250,CIN,,SEA,W 24-10,,1,5,5.00,0,,,0,0,,0,0,0
9,1982,1983-01-02,9,22.257,CIN,@,HOU,W 35-27,,0,0,,0,,,,,,,,
10,1983,1983-09-04,1,23.137,CIN,,RAI,L 10-20,,0,0,,0,,,,,,,,
11,1983,1983-09-11,2,23.144,CIN,,BUF,L 6-10,,0,0,,0,,,,,,,,
12,1983,1983-09-15,3,23.148,CIN,@,CLE,L 7-17,,0,0,,0,,,,,,,,
13,1983,1983-09-25,4,23.158,CIN,@,TAM,W 23-17,,0,0,,0,,,,,,,,
14,1983,1983-10-02,5,23.165,CIN,,BAL,L 31-34,,0,0,,0,,,,,,,,
15,1983,1983-10-10,6,23.173,CIN,,PIT,L 14-24,,0,0,,0,,,,,,,,
16,1983,1983-10-16,7,23.179,CIN,@,DEN,L 17-24,,0,0,,0,,,,,,,,
17,1983,1983-10-23,8,23.186,CIN,,CLE,W 28-21,,2,15,7.50,0,,,0,0,,0,0,0
18,1983,1983-10-30,9,23.193,CIN,,GNB,W 34-14,,0,0,,0,,,,,,,,
19,1983,1983-11-06,10,23.200,CIN,@,HOU,W 55-14,,0,0,,0,,,,,,,,
20,1983,1983-11-13,11,23.207,CIN,@,KAN,L 15-20,,0,0,,0,,,,,,,,
21,1983,1983-11-20,12,23.214,CIN,,HOU,W 38-10,,0,0,,0,,,,,,,,
22,1983,1983-11-28,13,23.222,CIN,@,MIA,L 14-38,,0,0,,0,,,,,,,,
23,1983,1983-12-04,14,23.228,CIN,@,PIT,W 23-10,,0,0,,0,,,,,,,,
24,1983,1983-12-11,15,23.235,CIN,,DET,W 17-9,,0,0,,0,,,,,,,,
25,1983,1983-12-17,16,23.241,CIN,@,MIN,L 14-20,,0,0,,0,,,,,,,,
