ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-10,1,23.008,NYG,@,DAL,L 3-19,*,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0
2,2017,2017-09-18,2,23.016,NYG,,DET,L 10-24,,7,4,49,12.25,1,57.1%,7.00,0,0,,0,1,6
3,2017,2017-09-24,3,23.022,NYG,@,PHI,L 24-27,,7,5,45,9.00,0,71.4%,6.43,0,0,,0,0,0
4,2017,2017-10-01,4,23.029,NYG,@,TAM,L 23-25,*,11,6,62,10.33,0,54.5%,5.64,0,0,,0,0,0
5,2017,2017-10-08,5,23.036,NYG,,LAC,L 22-27,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,2017,2017-10-15,6,23.043,NYG,@,DEN,W 23-10,*,7,5,82,16.40,1,71.4%,11.71,0,0,,0,1,6
7,2017,2017-10-22,7,23.050,NYG,,SEA,L 7-24,*,12,6,60,10.00,1,50.0%,5.00,0,0,,0,1,6
8,2017,2017-11-05,8,23.064,NYG,,LAR,L 17-51,*,10,4,70,17.50,1,40.0%,7.00,0,0,,0,1,6
9,2017,2017-11-12,9,23.071,NYG,@,SFO,L 21-31,*,9,6,31,5.17,1,66.7%,3.44,0,0,,0,1,6
10,2017,2017-11-19,10,23.078,NYG,,KAN,W 12-9,*,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0
11,2017,2017-11-23,11,23.082,NYG,@,WAS,L 10-20,*,7,3,18,6.00,0,42.9%,2.57,0,0,,0,0,0
12,2017,2017-12-03,12,23.092,NYG,@,OAK,L 17-24,*,8,7,99,14.14,1,87.5%,12.38,0,0,,0,1,6
13,2017,2017-12-10,13,23.099,NYG,,DAL,L 10-30,,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0
14,2017,2017-12-17,14,23.106,NYG,,PHI,L 29-34,,13,8,87,10.88,0,61.5%,6.69,1,14,14.00,0,0,0
15,2017,2017-12-24,15,23.113,NYG,@,ARI,L 0-23,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
16,2018,2018-09-09,1,24.007,NYG,,JAX,L 15-20,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0
17,2018,2018-09-16,2,24.014,NYG,@,DAL,L 13-20,*,7,7,67,9.57,1,100.0%,9.57,0,0,,0,1,6
18,2018,2018-09-23,3,24.021,NYG,@,HOU,W 27-22,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
