ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1985,1985-09-08,1,23.199,RAM,,DEN,W 20-16,,0,0,,0,,,,
2,1985,1985-09-23,3,23.214,RAM,@,SEA,W 35-24,,3,24,8.00,0,,,0,0
3,1985,1985-09-29,4,23.220,RAM,,ATL,W 17-6,,0,0,,0,,,,
4,1985,1985-10-06,5,23.227,RAM,,MIN,W 13-10,,1,10,10.00,0,,,0,0
5,1985,1985-10-13,6,23.234,RAM,@,TAM,W 31-27,,3,58,19.33,0,,,0,0
6,1985,1985-10-20,7,23.241,RAM,@,KAN,W 16-0,,0,0,,0,,,,
7,1985,1985-10-27,8,23.248,RAM,,SFO,L 14-28,,4,37,9.25,0,,,0,0
8,1985,1985-11-03,9,23.255,RAM,,NOR,W 28-10,,1,12,12.00,0,,,0,0
9,1985,1985-11-10,10,23.262,RAM,@,NYG,L 19-24,,0,0,,0,,,,
10,1985,1985-11-17,11,23.269,RAM,@,ATL,L 14-30,,0,0,,0,,,,
11,1985,1985-11-24,12,23.276,RAM,,GNB,W 34-17,,0,0,,0,,,,
12,1985,1985-12-01,13,23.283,RAM,@,NOR,L 3-29,,0,0,,0,,,,
13,1985,1985-12-09,14,23.291,RAM,@,SFO,W 27-20,,1,4,4.00,0,,,0,0
14,1985,1985-12-15,15,23.297,RAM,,STL,W 46-14,,1,12,12.00,0,,,0,0
15,1985,1985-12-23,16,23.305,RAM,,RAI,L 6-16,,0,0,,0,,,,
16,1986,1986-09-07,1,24.198,RAM,@,STL,W 16-10,,0,0,,0,,,,
17,1986,1986-09-14,2,24.205,RAM,,SFO,W 16-13,,0,0,,0,,,,
18,1986,1986-09-21,3,24.212,RAM,@,IND,W 24-7,,2,17,8.50,0,,,0,0
19,1986,1986-09-28,4,24.219,RAM,@,PHI,L 20-34,,3,27,9.00,1,,,1,6
20,1986,1986-10-05,5,24.226,RAM,,TAM,W 26-20,,1,10,10.00,0,,,0,0
21,1986,1986-10-12,6,24.233,RAM,@,ATL,L 14-26,,3,44,14.67,1,,,1,6
22,1986,1986-10-19,7,24.240,RAM,,DET,W 14-10,,1,9,9.00,0,,,0,0
23,1986,1986-10-26,8,24.247,RAM,,ATL,W 14-7,,2,33,16.50,0,,,0,0
24,1986,1986-11-03,9,24.255,RAM,@,CHI,W 20-17,,0,0,,0,,,,
25,1986,1986-11-09,10,24.261,RAM,@,NOR,L 0-6,,1,13,13.00,0,,,0,0
26,1986,1986-11-16,11,24.268,RAM,,NWE,L 28-30,,0,0,,0,,,,
27,1986,1986-11-23,12,24.275,RAM,,NOR,W 26-13,,0,0,,0,,,,
28,1986,1986-11-30,13,24.282,RAM,@,NYJ,W 17-3,,0,0,,0,,,,
29,1986,1986-12-07,14,24.289,RAM,,DAL,W 29-10,,0,0,,0,,,,
30,1986,1986-12-14,15,24.296,RAM,,MIA,L 31-37,,0,0,,0,,,,
31,1986,1986-12-19,16,24.301,RAM,@,SFO,L 14-24,,2,28,14.00,1,,,1,6
32,1987,1987-09-13,1,25.204,RAM,@,HOU,L 16-20,,0,0,,0,,,,
33,1987,1987-09-20,2,25.211,RAM,,MIN,L 16-21,,1,9,9.00,0,,,0,0
34,1987,1987-10-26,6,25.247,RAM,@,CLE,L 17-30,,1,26,26.00,0,,,0,0
35,1987,1987-11-01,7,25.253,RAM,,SFO,L 10-31,,1,7,7.00,1,,,1,6
36,1987,1987-11-08,8,25.260,RAM,,NOR,L 14-31,,1,14,14.00,0,,,0,0
37,1987,1987-11-15,9,25.267,RAM,@,STL,W 27-24,,0,0,,0,,,,
38,1987,1987-11-23,10,25.275,RAM,@,WAS,W 30-26,,0,0,,0,,,,
39,1987,1987-11-29,11,25.281,RAM,,TAM,W 35-3,,0,0,,0,,,,
40,1987,1987-12-06,12,25.288,RAM,@,DET,W 37-16,,0,0,,0,,,,
41,1987,1987-12-13,13,25.295,RAM,,ATL,W 33-0,,0,0,,0,,,,
42,1987,1987-12-21,14,25.303,RAM,,DAL,L 21-29,,0,0,,0,,,,
43,1987,1987-12-27,15,25.309,RAM,@,SFO,L 0-48,,0,0,,0,,,,
44,1988,1988-09-04,1,26.196,RAM,@,GNB,W 34-7,,0,0,,0,,,,
45,1988,1988-09-11,2,26.203,RAM,,DET,W 17-10,,0,0,,0,,,,
46,1988,1988-09-18,3,26.210,RAM,@,RAI,W 22-17,,0,0,,0,,,,
47,1988,1988-09-25,4,26.217,RAM,@,NYG,W 45-31,,0,0,,0,,,,
48,1988,1988-10-02,5,26.224,RAM,,PHO,L 27-41,,2,27,13.50,0,,,0,0
49,1988,1988-10-09,6,26.231,RAM,@,ATL,W 33-0,,0,0,,0,,,,
50,1988,1988-10-16,7,26.238,RAM,,SFO,L 21-24,,0,0,,0,,,,
51,1988,1988-10-23,8,26.245,RAM,,SEA,W 31-10,,0,0,,0,,,,
52,1989,1989-09-10,1,27.201,DEN,,KAN,W 34-20,,0,0,,0,,,,
53,1989,1989-09-18,2,27.209,DEN,@,BUF,W 28-14,,1,26,26.00,0,,,0,0
54,1989,1989-09-24,3,27.215,DEN,,RAI,W 31-21,,0,0,,0,,,,
55,1989,1989-10-01,4,27.222,DEN,@,CLE,L 13-16,,0,0,,0,,,,
56,1989,1989-10-08,5,27.229,DEN,,SDG,W 16-10,,2,34,17.00,0,,,0,0
57,1989,1989-10-15,6,27.236,DEN,,IND,W 14-3,,1,12,12.00,0,,,0,0
58,1989,1989-10-22,7,27.243,DEN,@,SEA,W 24-21,,6,137,22.83,0,,,0,0
59,1989,1989-10-29,8,27.250,DEN,,PHI,L 24-28,,1,18,18.00,0,,,0,0
60,1989,1989-11-05,9,27.257,DEN,,PIT,W 34-7,,0,0,,0,,,,
61,1989,1989-11-12,10,27.264,DEN,@,KAN,W 16-13,,0,0,,0,,,,
62,1989,1989-11-20,11,27.272,DEN,@,WAS,W 14-10,,2,27,13.50,0,,,0,0
63,1989,1989-11-26,12,27.278,DEN,,SEA,W 41-14,,1,9,9.00,1,,,1,6
64,1989,1989-12-03,13,27.285,DEN,@,RAI,L 13-16,,1,9,9.00,0,,,0,0
65,1989,1989-12-10,14,27.292,DEN,,NYG,L 7-14,,4,79,19.75,1,,,1,6
66,1989,1989-12-16,15,27.298,DEN,@,PHO,W 37-0,,2,40,20.00,0,,,0,0
67,1989,1989-12-24,16,27.306,DEN,@,SDG,L 16-19,,1,11,11.00,0,,,0,0
68,1990,1990-09-09,1,28.200,DEN,@,RAI,L 9-14,,0,0,,0,,,,
69,1990,1990-09-17,2,28.208,DEN,,KAN,W 24-23,,1,42,42.00,0,,,0,0
70,1990,1990-09-23,3,28.214,DEN,,SEA,W 34-31,,0,0,,0,,,,
71,1990,1990-09-30,4,28.221,DEN,@,BUF,L 28-29,,0,0,,0,,,,
72,1990,1990-10-08,5,28.229,DEN,,CLE,L 29-30,,0,0,,0,,,,
73,1990,1990-10-14,6,28.235,DEN,,PIT,L 17-34,,1,19,19.00,0,,,0,0
74,1990,1990-10-21,7,28.242,DEN,@,IND,W 27-17,,1,9,9.00,0,,,0,0
75,1990,1990-11-04,8,28.256,DEN,@,MIN,L 22-27,,0,0,,0,,,,
76,1990,1990-11-11,9,28.263,DEN,@,SDG,L 7-19,,3,45,15.00,0,,,0,0
77,1990,1990-11-18,10,28.270,DEN,,CHI,L 13-16,,4,38,9.50,0,,,0,0
78,1990,1990-11-22,11,28.274,DEN,@,DET,L 27-40,,2,25,12.50,0,,,0,0
79,1990,1990-12-02,12,28.284,DEN,,RAI,L 20-23,,6,72,12.00,1,,,1,6
80,1990,1990-12-09,13,28.291,DEN,@,KAN,L 20-31,,2,22,11.00,1,,,1,6
81,1990,1990-12-16,14,28.298,DEN,,SDG,W 20-10,,4,58,14.50,2,,,2,12
82,1990,1990-12-23,15,28.305,DEN,@,SEA,L 12-17,,2,20,10.00,0,,,0,0
83,1990,1990-12-30,16,28.312,DEN,,GNB,W 22-13,,2,35,17.50,0,,,0,0
84,1991,1991-09-01,1,29.192,DEN,,CIN,W 45-14,,4,84,21.00,1,,,1,6
85,1991,1991-09-08,2,29.199,DEN,@,RAI,L 13-16,,2,16,8.00,0,,,0,0
86,1991,1991-09-15,3,29.206,DEN,,SEA,W 16-10,,7,63,9.00,0,,,0,0
87,1991,1991-09-22,4,29.213,DEN,,SDG,W 27-19,,2,27,13.50,0,,,0,0
88,1991,1991-09-29,5,29.220,DEN,@,MIN,W 13-6,,3,36,12.00,0,,,0,0
89,1991,1991-10-06,6,29.227,DEN,@,HOU,L 14-42,,3,30,10.00,0,,,0,0
90,1991,1991-10-20,7,29.241,DEN,,KAN,W 19-16,,4,69,17.25,0,,,0,0
91,1991,1991-10-27,8,29.248,DEN,@,NWE,W 9-6,,1,10,10.00,0,,,0,0
92,1991,1991-11-03,9,29.255,DEN,,PIT,W 20-13,,2,32,16.00,0,,,0,0
93,1991,1991-11-10,10,29.262,DEN,,RAI,L 16-17,,1,7,7.00,0,,,0,0
94,1991,1991-11-17,11,29.269,DEN,@,KAN,W 24-20,,2,21,10.50,0,,,0,0
95,1991,1991-11-24,12,29.276,DEN,@,SEA,L 10-13,,1,20,20.00,0,,,0,0
96,1991,1991-12-01,13,29.283,DEN,,NWE,W 20-3,,5,76,15.20,0,,,0,0
97,1991,1991-12-08,14,29.290,DEN,@,CLE,W 17-7,,2,38,19.00,1,,,1,6
98,1991,1991-12-15,15,29.297,DEN,,PHO,W 24-19,,3,36,12.00,0,,,0,0
99,1991,1991-12-22,16,29.304,DEN,@,SDG,W 17-14,,2,64,32.00,0,,,0,0
100,1992,1992-11-08,9,30.261,DEN,,NYJ,W 27-16,3,1,11,11.00,0,33.3%,3.67,0,0
