ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
101,1992,1992-11-15,10,30.268,DEN,,NYG,W 27-13,,0,0,,0,0.0%,,,
102,1992,1992-11-22,11,30.275,DEN,@,RAI,L 0-24,1,0,0,,0,0.0%,0.00,,
103,1993,1993-10-10,5,31.231,PHI,,CHI,L 6-17,2,1,9,9.00,0,50.0%,4.50,0,0
104,1993,1993-10-17,6,31.238,PHI,@,NYG,L 10-21,,0,0,,0,0.0%,,,
105,1993,1993-10-31,7,31.252,PHI,,DAL,L 10-23,1,0,0,,0,0.0%,0.00,,
106,1993,1993-11-14,9,31.266,PHI,,MIA,L 14-19,,0,0,,0,0.0%,,,
107,1993,1993-11-21,10,31.273,PHI,,NYG,L 3-7,3,0,0,,0,0.0%,0.00,,
108,1993,1993-11-28,11,31.280,PHI,@,WAS,W 17-14,2,1,11,11.00,0,50.0%,5.50,0,0
109,1993,1993-12-06,12,31.288,PHI,@,DAL,L 17-23,7,4,44,11.00,0,57.1%,6.29,0,0
110,1993,1993-12-12,13,31.294,PHI,,BUF,L 7-10,3,1,4,4.00,0,33.3%,1.33,0,0
111,1993,1993-12-26,15,31.308,PHI,,NOR,W 37-26,3,3,78,26.00,1,100.0%,26.00,1,6
112,1993,1994-01-03,16,31.316,PHI,@,SFO,W 37-34,7,4,40,10.00,1,57.1%,5.71,1,6
113,1994,1994-09-04,1,32.195,KAN,@,NOR,W 30-17,,,,,,0.0%,,,
114,1994,1994-09-11,2,32.202,KAN,,SFO,W 24-17,,,,,,0.0%,,,
