ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.363,NYJ,,TAM,W 18-17,,0,0,,0,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-12,2,23.002,NYJ,@,NWE,L 10-13,,4,12,3.00,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,0.0,0,0
3,2013,2013-09-22,3,23.012,NYJ,,BUF,W 27-20,*,1,0,0.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-09-29,4,23.019,NYJ,@,TEN,L 13-38,,4,17,4.25,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-07,5,23.027,NYJ,@,ATL,W 30-28,*,,,,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-10-13,6,23.033,NYJ,,PIT,L 6-19,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,0.0,0,0
7,2013,2013-10-20,7,23.040,NYJ,,NWE,W 30-27,,6,21,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2013,2013-10-27,8,23.047,NYJ,@,CIN,L 9-49,,,,,,,,,,,0.0%,,,,,,,,,,
9,2013,2013-11-03,9,23.054,NYJ,,NOR,W 26-20,*,0,0,,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,0,0
10,2013,2013-11-17,10,23.068,NYJ,@,BUF,L 14-37,*,0,0,,0,2,2,5,2.50,0,100.0%,2.50,0,0,,0,0,0,0.0,0,0
11,2013,2013-11-24,11,23.075,NYJ,@,BAL,L 3-19,*,,,,,,,,,,0.0%,,,,,,,,,,
12,2013,2013-12-01,12,23.082,NYJ,,MIA,L 3-23,*,,,,,,,,,,0.0%,,,,,,,,,,
13,2013,2013-12-08,13,23.089,NYJ,,OAK,W 37-27,*,0,0,,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,0.0,0,0
14,2013,2013-12-15,14,23.096,NYJ,@,CAR,L 20-30,*,0,0,,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,0,0
15,2013,2013-12-22,15,23.103,NYJ,,CLE,W 24-13,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
16,2013,2013-12-29,16,23.110,NYJ,@,MIA,W 20-7,,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2014,2014-09-07,1,23.362,NYJ,,OAK,W 19-14,,,,,,,,,,,0.0%,,,,,,,,,,
18,2014,2014-09-14,2,24.004,NYJ,@,GNB,L 24-31,,1,3,3.00,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0
19,2014,2014-09-22,3,24.012,NYJ,,CHI,L 19-27,*,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
20,2014,2014-09-28,4,24.018,NYJ,,DET,L 17-24,*,,,,,,,,,,0.0%,,,,,,,,,,
21,2015,2015-09-13,1,25.003,NYJ,,CLE,W 31-10,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2015,2015-09-21,2,25.011,NYJ,@,IND,W 20-7,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
23,2015,2015-09-27,3,25.017,NYJ,,PHI,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
24,2015,2015-10-04,4,25.024,NYJ,@,MIA,W 27-14,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2015,2015-10-18,5,25.038,NYJ,,WAS,W 34-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
26,2015,2015-10-25,6,25.045,NYJ,@,NWE,L 23-30,*,0,0,,0,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,0,0
27,2015,2015-11-01,7,25.052,NYJ,@,OAK,L 20-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
28,2015,2015-11-08,8,25.059,NYJ,,JAX,W 28-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
29,2015,2015-11-12,9,25.063,NYJ,,BUF,L 17-22,,0,0,,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0
30,2015,2015-11-22,10,25.073,NYJ,@,HOU,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
31,2015,2015-11-29,11,25.080,NYJ,,MIA,W 38-20,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
32,2015,2015-12-06,12,25.087,NYJ,@,NYG,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
33,2015,2015-12-13,13,25.094,NYJ,,TEN,W 30-8,,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,0.0,0,0
34,2015,2015-12-19,14,25.100,NYJ,@,DAL,W 19-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
35,2015,2015-12-27,15,25.108,NYJ,,NWE,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
36,2015,2016-01-03,16,25.115,NYJ,@,BUF,L 17-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
37,2017,2017-09-10,1,27.000,JAX,@,HOU,W 29-7,*,1,0,0.00,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,0,0
38,2017,2017-09-17,2,27.007,JAX,,TEN,L 16-37,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
39,2017,2017-09-24,3,27.014,JAX,,BAL,W 44-7,,0,0,,0,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,0.0,0,0
40,2017,2017-10-01,4,27.021,JAX,@,NYJ,L 20-23,*,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
41,2017,2017-10-08,5,27.028,JAX,@,PIT,W 30-9,*,0,0,,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,0.0,0,0
42,2017,2017-10-15,6,27.035,JAX,,LAR,L 17-27,*,0,0,,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
43,2017,2017-10-22,7,27.042,JAX,@,IND,W 27-0,,1,0,0.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0
44,2017,2017-11-05,8,27.056,JAX,,CIN,W 23-7,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
45,2017,2017-11-12,9,27.063,JAX,,LAC,W 20-17,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
