ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
38,2014,2014-10-20,7,24.340,PIT,,HOU,W 30-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2014,2014-10-26,8,24.346,PIT,,IND,W 51-34,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
40,2014,2014-11-02,9,24.353,PIT,,BAL,W 43-23,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2014,2014-11-09,10,24.360,PIT,@,NYJ,L 13-20,,,1,-5,-5.00,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2014,2014-11-17,11,25.003,PIT,@,TEN,W 27-24,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
43,2014,2014-11-30,12,25.016,PIT,,NOR,L 32-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
44,2014,2014-12-07,13,25.023,PIT,@,CIN,W 42-21,*,,,,,,0.0%,,,,,,,,,,,,,,,
45,2014,2014-12-14,14,25.030,PIT,@,ATL,W 27-20,*,,,,,,0.0%,,,,,,,,,,,,,,,
46,2014,2014-12-21,15,25.037,PIT,,KAN,W 20-12,*,,,,,,0.0%,,,,,,,,,,,,,,,
47,2014,2014-12-28,16,25.044,PIT,,CIN,W 27-17,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2015,2015-09-10,1,25.300,PIT,@,NWE,L 21-28,,0,0,0,,0,0.0%,,4,7,1.75,1,0,0,,0,,1,6,0.0,0,0
49,2015,2015-09-20,2,25.310,PIT,,SFO,W 43-18,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2015,2015-09-27,3,25.317,PIT,@,STL,W 12-6,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2015,2015-10-01,4,25.321,PIT,,BAL,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2015,2015-10-12,5,25.332,PIT,@,SDG,W 24-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2015,2015-10-18,6,25.338,PIT,,ARI,W 25-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2015,2015-10-25,7,25.345,PIT,@,KAN,L 13-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2015,2015-11-01,8,25.352,PIT,,CIN,L 10-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2015,2015-11-08,9,25.359,PIT,,OAK,W 38-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
57,2015,2015-11-15,10,26.001,PIT,,CLE,W 30-9,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2015,2015-11-29,11,26.015,PIT,@,SEA,L 30-39,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2015,2015-12-06,12,26.022,PIT,,IND,W 45-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,0,2,0.0,0,0
60,2015,2015-12-13,13,26.029,PIT,@,CIN,W 33-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2015,2015-12-20,14,26.036,PIT,,DEN,W 34-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2015,2015-12-27,15,26.043,PIT,@,BAL,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2015,2016-01-03,16,26.050,PIT,@,CLE,W 28-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
