ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1978,1978-09-03,1,22.006,PHI,,RAM,L 14-16,,,,,
2,1978,1978-09-10,2,22.013,PHI,@,WAS,L 30-35,,,,,
3,1978,1978-09-17,3,22.020,PHI,@,NOR,W 24-17,,,,,
4,1978,1978-09-24,4,22.027,PHI,,MIA,W 17-3,,,,,
5,1978,1978-10-01,5,22.034,PHI,@,BAL,W 17-14,,,,,
6,1978,1978-10-08,6,22.041,PHI,@,NWE,L 14-24,,,,,
7,1978,1978-10-15,7,22.048,PHI,,WAS,W 17-10,,,,,
8,1978,1978-10-22,8,22.055,PHI,@,DAL,L 7-14,,,,,
9,1978,1978-10-29,9,22.062,PHI,,STL,L 10-16,,,,,
10,1978,1978-11-05,10,22.069,PHI,,GNB,W 10-3,,,,,
11,1978,1978-11-12,11,22.076,PHI,,NYJ,W 17-9,,,,,
12,1978,1978-11-19,12,22.083,PHI,@,NYG,W 19-17,,,,,
13,1978,1978-11-26,13,22.090,PHI,@,STL,W 14-10,,,,,
14,1978,1978-12-03,14,22.097,PHI,@,MIN,L 27-28,,,,,
15,1978,1978-12-10,15,22.104,PHI,,DAL,L 13-31,,,,,
16,1978,1978-12-17,16,22.111,PHI,,NYG,W 20-3,,,,,
17,1979,1979-09-02,1,23.005,PHI,,NYG,W 23-17,,,,,
18,1979,1979-09-10,2,23.013,PHI,,ATL,L 10-14,,,,,
19,1979,1979-09-16,3,23.019,PHI,@,NOR,W 26-14,,,,,
20,1979,1979-09-23,4,23.026,PHI,@,NYG,W 17-13,,,,,
21,1979,1979-09-30,5,23.033,PHI,,PIT,W 17-14,,,,,
22,1979,1979-10-07,6,23.040,PHI,,WAS,W 28-17,,,,,
23,1979,1979-10-14,7,23.047,PHI,@,STL,W 24-20,,,,,
24,1979,1979-10-21,8,23.054,PHI,@,WAS,L 7-17,,,,,
25,1979,1979-10-28,9,23.061,PHI,@,CIN,L 13-37,,,,,
26,1979,1979-11-04,10,23.068,PHI,,CLE,L 19-24,,,,,
27,1979,1979-11-12,11,23.076,PHI,@,DAL,W 31-21,,,,,
28,1979,1979-11-18,12,23.082,PHI,,STL,W 16-13,,,,,
29,1979,1979-11-25,13,23.089,PHI,@,GNB,W 21-10,,,,,
30,1979,1979-12-02,14,23.096,PHI,,DET,W 44-7,,,,,
31,1979,1979-12-08,15,23.102,PHI,,DAL,L 17-24,,,,,
32,1979,1979-12-16,16,23.110,PHI,@,HOU,W 26-20,,,,,
33,1980,1980-09-07,1,24.010,PHI,,DEN,W 27-6,,,,,
34,1980,1980-09-14,2,24.017,PHI,@,MIN,W 42-7,,,,,
35,1980,1980-09-22,3,24.025,PHI,,NYG,W 35-3,1,0,0.00,0,0.0
36,1980,1980-09-28,4,24.031,PHI,@,STL,L 14-24,,,,,
37,1980,1980-10-05,5,24.038,PHI,,WAS,W 24-14,,,,,
38,1980,1980-10-12,6,24.045,PHI,@,NYG,W 31-16,,,,,
39,1980,1980-10-19,7,24.052,PHI,,DAL,W 17-10,,,,,
40,1980,1980-10-26,8,24.059,PHI,,CHI,W 17-14,,,,,
41,1980,1980-11-02,9,24.066,PHI,@,SEA,W 27-20,,,,,
42,1980,1980-11-09,10,24.073,PHI,@,NOR,W 34-21,,,,,
43,1980,1980-11-16,11,24.080,PHI,@,WAS,W 24-0,,,,,
44,1980,1980-11-23,12,24.087,PHI,,OAK,W 10-7,,,,,
45,1980,1980-11-30,13,24.094,PHI,@,SDG,L 21-22,,,,,
46,1980,1980-12-07,14,24.101,PHI,,ATL,L 17-20,,,,,
47,1980,1980-12-14,15,24.108,PHI,,STL,W 17-3,,,,,
48,1980,1980-12-21,16,24.115,PHI,@,DAL,L 27-35,,,,,
49,1981,1981-09-06,1,25.009,PHI,@,NYG,W 24-10,0,0,,0,
50,1981,1981-09-13,2,25.016,PHI,,NWE,W 13-3,0,0,,0,
51,1981,1981-09-17,3,25.020,PHI,@,BUF,W 20-14,0,0,,0,
52,1981,1981-09-27,4,25.030,PHI,,WAS,W 36-13,0,0,,0,
53,1981,1981-10-05,5,25.038,PHI,,ATL,W 16-13,0,0,,0,
54,1981,1981-10-11,6,25.044,PHI,@,NOR,W 31-14,0,0,,0,
55,1981,1981-10-18,7,25.051,PHI,@,MIN,L 23-35,0,0,,0,
56,1981,1981-10-25,8,25.058,PHI,,TAM,W 20-10,0,0,,0,
57,1981,1981-11-01,9,25.065,PHI,,DAL,L 14-17,0,0,,0,
58,1981,1981-11-08,10,25.072,PHI,@,STL,W 52-10,0,0,,0,
59,1981,1981-11-15,11,25.079,PHI,,BAL,W 38-13,1,0,0.00,0,0.0
60,1981,1981-11-22,12,25.086,PHI,,NYG,L 10-20,0,0,,0,
61,1981,1981-11-30,13,25.094,PHI,@,MIA,L 10-13,0,0,,0,
62,1981,1981-12-06,14,25.100,PHI,@,WAS,L 13-15,0,0,,0,
63,1981,1981-12-13,15,25.107,PHI,@,DAL,L 10-21,0,0,,0,
64,1981,1981-12-20,16,25.114,PHI,,STL,W 38-0,0,0,,0,
65,1982,1982-09-12,1,26.015,PHI,,WAS,L 34-37,,,,,
66,1982,1982-09-19,2,26.022,PHI,@,CLE,W 24-21,,,,,
67,1982,1982-11-21,3,26.085,PHI,,CIN,L 14-18,,,,,
68,1982,1982-11-28,4,26.092,PHI,@,WAS,L 9-13,,,,,
69,1982,1982-12-05,5,26.099,PHI,,STL,L 20-23,0,0,,0,1.0
70,1982,1982-12-11,6,26.105,PHI,@,NYG,L 7-23,0,0,,0,1.0
71,1982,1982-12-19,7,26.113,PHI,,HOU,W 35-14,0,0,,0,1.0
72,1982,1982-12-26,8,26.120,PHI,@,DAL,W 24-20,0,0,,0,0.5
73,1982,1983-01-02,9,26.127,PHI,,NYG,L 24-26,0,0,,0,1.0
74,1983,1983-09-03,1,27.006,PHI,@,SFO,W 22-17,,,,,
75,1983,1983-09-11,2,27.014,PHI,,WAS,L 13-23,,,,,
76,1983,1983-09-18,3,27.021,PHI,@,DEN,W 13-10,0,0,,0,1.0
77,1983,1983-09-25,4,27.028,PHI,,STL,L 11-14,,,,,
78,1983,1983-10-02,5,27.035,PHI,@,ATL,W 28-24,,,,,
79,1983,1983-10-09,6,27.042,PHI,@,NYG,W 17-13,,,,,
80,1983,1983-10-16,7,27.049,PHI,@,DAL,L 7-37,,,,,
81,1983,1983-10-23,8,27.056,PHI,,CHI,L 6-7,,,,,
82,1983,1983-10-30,9,27.063,PHI,,BAL,L 21-22,,,,,
83,1983,1983-11-06,10,27.070,PHI,,DAL,L 20-27,,,,,
84,1983,1983-11-13,11,27.077,PHI,@,CHI,L 14-17,,,,,
85,1983,1983-11-20,12,27.084,PHI,,NYG,L 0-23,,,,,
86,1983,1983-11-27,13,27.091,PHI,@,WAS,L 24-28,,,,,
87,1983,1983-12-04,14,27.098,PHI,,RAM,W 13-9,,,,,
88,1983,1983-12-11,15,27.105,PHI,,NOR,L 17-20,,,,,
89,1983,1983-12-18,16,27.112,PHI,@,STL,L 7-31,,,,,
90,1984,1984-09-02,1,28.005,PHI,@,NYG,L 27-28,,,,,
91,1984,1984-09-09,2,28.012,PHI,,MIN,W 19-17,0,0,,0,0.5
92,1984,1984-09-16,3,28.019,PHI,@,DAL,L 17-23,,,,,
93,1984,1984-09-23,4,28.026,PHI,,SFO,L 9-21,0,0,,0,1.0
94,1984,1984-09-30,5,28.033,PHI,@,WAS,L 0-20,,,,,
95,1984,1984-10-07,6,28.040,PHI,@,BUF,W 27-17,,,,,
96,1984,1984-10-14,7,28.047,PHI,,IND,W 16-7,0,0,,0,2.0
97,1984,1984-10-21,8,28.054,PHI,,NYG,W 24-10,,,,,
98,1984,1984-10-28,9,28.061,PHI,,STL,L 14-34,0,0,,0,1.0
99,1984,1984-11-04,10,28.068,PHI,@,DET,T 23-23,0,0,,0,3.0
100,1984,1984-11-11,11,28.075,PHI,@,MIA,L 23-24,,,,,
101,1984,1984-11-18,12,28.082,PHI,,WAS,W 16-10,,,,,
102,1984,1984-11-25,13,28.089,PHI,@,STL,L 16-17,0,0,,0,1.0
103,1984,1984-12-02,14,28.096,PHI,,DAL,L 10-26,,,,,
104,1984,1984-12-09,15,28.103,PHI,,NWE,W 27-17,,,,,
105,1984,1984-12-16,16,28.110,PHI,@,ATL,L 10-26,0,0,,0,2.0
106,1985,1985-09-08,1,29.011,PHI,@,NYG,L 0-21,,,,,
107,1985,1985-09-15,2,29.018,PHI,,RAM,L 6-17,0,0,,0,1.0
108,1985,1985-09-22,3,29.025,PHI,@,WAS,W 19-6,,,,,
