ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1982,1982-09-12,1,23.270,DET,,CHI,W 17-10,
2,1982,1982-09-19,2,23.277,DET,@,RAM,W 19-14,
3,1982,1982-11-21,3,23.340,DET,@,CHI,L 17-20,
4,1982,1982-11-25,4,23.344,DET,,NYG,L 6-13,
5,1982,1982-12-06,5,23.355,DET,,NYJ,L 13-28,
6,1983,1983-09-04,1,24.262,DET,@,TAM,W 11-0,0.5
7,1983,1983-09-11,2,24.269,DET,,CLE,L 26-31,
8,1983,1983-09-18,3,24.276,DET,,ATL,L 14-30,
9,1983,1983-09-25,4,24.283,DET,@,MIN,L 17-20,
10,1983,1983-10-02,5,24.290,DET,@,RAM,L 10-21,
11,1983,1983-10-09,6,24.297,DET,,GNB,W 38-14,
12,1983,1983-10-23,8,24.311,DET,@,WAS,L 17-38,
13,1983,1983-10-30,9,24.318,DET,@,CHI,W 38-17,
14,1983,1983-11-07,10,24.326,DET,,NYG,W 15-9,
15,1983,1983-11-13,11,24.332,DET,@,HOU,L 17-27,
16,1983,1983-11-20,12,24.339,DET,@,GNB,W 23-20,
17,1983,1983-11-24,13,24.343,DET,,PIT,W 45-3,
18,1983,1983-12-05,14,24.354,DET,,MIN,W 13-2,
19,1983,1983-12-11,15,24.360,DET,@,CIN,L 9-17,
20,1983,1983-12-18,16,25.002,DET,,TAM,W 23-20,
21,1984,1984-09-02,1,25.261,DET,,SFO,L 27-30,
22,1984,1984-09-09,2,25.268,DET,@,ATL,W 27-24,
23,1984,1984-09-16,3,25.275,DET,@,TAM,L 17-21,
24,1984,1984-09-23,4,25.282,DET,,MIN,L 28-29,
25,1984,1984-09-30,5,25.289,DET,@,SDG,L 24-27,
26,1984,1984-10-07,6,25.296,DET,,DEN,L 7-28,
27,1984,1984-10-14,7,25.303,DET,,TAM,W 13-7,
28,1984,1984-10-21,8,25.310,DET,@,MIN,W 16-14,
29,1984,1984-10-28,9,25.317,DET,@,GNB,L 9-41,
30,1984,1984-11-04,10,25.324,DET,,PHI,T 23-23,
31,1984,1984-11-11,11,25.331,DET,@,WAS,L 14-28,
32,1984,1984-11-18,12,25.338,DET,@,CHI,L 14-16,
33,1984,1984-11-22,13,25.342,DET,,GNB,W 31-28,
34,1984,1984-12-02,14,25.352,DET,@,SEA,L 17-38,
35,1984,1984-12-10,15,25.360,DET,,RAI,L 3-24,
36,1984,1984-12-16,16,26.000,DET,,CHI,L 13-30,
37,1985,1985-09-08,1,26.266,DET,@,ATL,W 28-27,
38,1985,1985-09-15,2,26.273,DET,,DAL,W 26-21,
39,1985,1985-09-22,3,26.280,DET,@,IND,L 6-14,
40,1985,1985-12-08,14,26.357,DET,@,NWE,L 6-23,
41,1985,1985-12-15,15,26.364,DET,,GNB,L 23-26,
42,1985,1985-12-22,16,27.006,DET,,CHI,L 17-37,
